"ENTITY_EMP_ID","OBJ_ID","ENTITY_ID","ENTITY_AFLTN_ID","EMP_STAT_CD","EMP_TYP_CD","BASE_SLRY_AMT","PRMRY_IND","ACTV_IND","PRMRY_DEPT_CD","EMP_ID","EMP_REC_ID"
"KFS2763","KFS2763","KFS2763","KFS2763","A","P","50000","Y","Y","IN-BIOL","0000004857","1"
"KFS2764","KFS2764","KFS2764","KFS2764","A","P","50000","Y","Y","BL-PSY","0000005284","1"
"KFS2765","KFS2765","KFS2765","KFS2765","A","P","50000","Y","Y","BL-ANTH","0000005651","1"
"KFS2766","KFS2766","KFS2766","KFS2766","A","P","50000","Y","Y","IN-DMED","0000005738","1"
"KFS2767","KFS2767","KFS2767","KFS2767","A","P","50000","Y","Y","BL-BL","0000005799","1"
"KFS2768","KFS2768","KFS2768","KFS2768","T","P","50000","Y","Y","SB-CHAN","0000006026","1"
"KFS2769","KFS2769","KFS2769","KFS2769","T","P","50000","Y","Y","SB-PHYS","0000006271","1"
"KFS2770","KFS2770","KFS2770","KFS2770","A","P","50000","Y","Y","SB-BSCI","0000006272","1"
"KFS2771","KFS2771","KFS2771","KFS2771","A","P","50000","Y","Y","EA-BSSD","0000006336","1"
"KFS2772","KFS2772","KFS2772","KFS2772","A","P","50000","Y","Y","BL-PSY","0000006337","1"
"KFS2773","KFS2773","KFS2773","KFS2773","A","P","50000","Y","Y","BL-SOC","0000006639","1"
"KFS2774","KFS2774","KFS2774","KFS2774","A","P","50000","Y","Y","IN-SOC","0000006689","1"
"KFS2775","KFS2775","KFS2775","KFS2775","A","P","50000","Y","Y","BL-ARSD","0000006708","1"
"KFS2776","KFS2776","KFS2776","KFS2776","A","P","50000","Y","Y","BA-IMAU","0000006883","1"
"KFS2777","KFS2777","KFS2777","KFS2777","T","P","50000","Y","Y","IN-BUDG","0000006947","1"
"KFS2778","KFS2778","KFS2778","KFS2778","A","P","50000","Y","Y","BL-SOC","0000007220","1"
"KFS2779","KFS2779","KFS2779","KFS2779","R","P","50000","Y","Y","IN-IN","0000007392","1"
"KFS2780","KFS2780","KFS2780","KFS2780","A","P","50000","Y","Y","IN-SPEA","0000007399","1"
"KFS2781","KFS2781","KFS2781","KFS2781","A","N","50000","Y","Y","IN-ANES","0000007499","1"
"KFS2782","KFS2782","KFS2782","KFS2782","A","N","50000","Y","Y","BL-PSY","0000007723","1"
"KFS2783","KFS2783","KFS2783","KFS2783","A","P","50000","Y","Y","IN-UCOL","0000007775","1"
"KFS2784","KFS2784","KFS2784","KFS2784","A","P","50000","Y","Y","SB-MAS","0000007926","1"
"KFS2785","KFS2785","KFS2785","KFS2785","A","P","50000","Y","Y","SB-POLS","0000008013","1"
"KFS2786","KFS2786","KFS2786","KFS2786","A","P","50000","Y","Y","EA-AADV","0000008014","1"
"KFS2787","KFS2787","KFS2787","KFS2787","R","P","50000","Y","Y","IN-HIST","0000008126","1"
"KFS2788","KFS2788","KFS2788","KFS2788","R","P","50000","Y","Y","SE-ACAD","0000008128","1"
"KFS2789","KFS2789","KFS2789","KFS2789","A","N","50000","Y","Y","BL-BL","0000008257","1"
"KFS2790","KFS2790","KFS2790","KFS2790","A","P","50000","Y","Y","BL-ACSP","0000008486","1"
"KFS2791","KFS2791","KFS2791","KFS2791","A","P","50000","Y","Y","","0000008516","1"
"KFS2792","KFS2792","KFS2792","KFS2792","A","P","50000","Y","Y","EA-BUSE","0000008593","1"
"KFS2793","KFS2793","KFS2793","KFS2793","A","P","50000","Y","Y","BL-BL","0000008734","1"
"KFS2794","KFS2794","KFS2794","KFS2794","P","P","50000","Y","Y","BL-PSY","0000008947","1"
"KFS2795","KFS2795","KFS2795","KFS2795","A","P","50000","Y","Y","BL-BL","0000009025","1"
"KFS2796","KFS2796","KFS2796","KFS2796","A","P","50000","Y","Y","EA-CHAN","0000009164","1"
"KFS2797","KFS2797","KFS2797","KFS2797","A","P","50000","Y","Y","BL-RUAD","0000009199","1"
"KFS2798","KFS2798","KFS2798","KFS2798","A","P","50000","Y","Y","EA-SMD","0000009219","1"
"KFS2799","KFS2799","KFS2799","KFS2799","A","N","50000","Y","Y","BL-BL","0000009454","1"
"KFS2800","KFS2800","KFS2800","KFS2800","A","P","50000","Y","Y","BL-CIA","0000009470","1"
"KFS2801","KFS2801","KFS2801","KFS2801","A","P","50000","Y","Y","BL-BL","0000009527","1"
"KFS2802","KFS2802","KFS2802","KFS2802","A","P","50000","Y","Y","SB-POLS","0000009625","1"
"KFS2803","KFS2803","KFS2803","KFS2803","A","P","50000","Y","Y","SB-CHEM","0000009689","1"
"KFS2804","KFS2804","KFS2804","KFS2804","R","P","50000","Y","Y","SB-SB","0000009699","1"
"KFS2805","KFS2805","KFS2805","KFS2805","A","N","50000","Y","Y","BL-BL","0000009708","1"
"KFS2806","KFS2806","KFS2806","KFS2806","A","N","50000","Y","Y","BL-BL","0000009786","1"
"KFS2807","KFS2807","KFS2807","KFS2807","A","P","50000","Y","Y","IN-LART","0000009974","1"
"KFS2808","KFS2808","KFS2808","KFS2808","T","P","50000","Y","Y","BL-BL","0000009997","1"
"KFS2809","KFS2809","KFS2809","KFS2809","T","P","50000","Y","Y","EA-EA","0000010103","1"
"KFS2810","KFS2810","KFS2810","KFS2810","A","P","50000","Y","Y","BL-PSY","0000010181","1"
"KFS2811","KFS2811","KFS2811","KFS2811","A","P","50000","Y","Y","BL-BL","0000010376","1"
"KFS2812","KFS2812","KFS2812","KFS2812","A","P","50000","Y","Y","EA-SMD","0000010405","1"
"KFS2813","KFS2813","KFS2813","KFS2813","A","P","50000","Y","Y","","0000010428","1"
"KFS2814","KFS2814","KFS2814","KFS2814","A","P","50000","Y","Y","BL-SLAV","0000010833","1"
"KFS2815","KFS2815","KFS2815","KFS2815","A","P","50000","Y","Y","IN-SCI","0000010841","1"
"KFS2816","KFS2816","KFS2816","KFS2816","R","P","50000","Y","Y","BL-BL","0000010895","1"
"KFS2817","KFS2817","KFS2817","KFS2817","A","P","50000","Y","Y","KO-SBSC","0000010997","1"
"KFS2818","KFS2818","KFS2818","KFS2818","A","P","50000","Y","Y","BL-SPMG","0000011060","1"
"KFS2819","KFS2819","KFS2819","KFS2819","A","P","50000","Y","Y","","0000011356","1"
"KFS2820","KFS2820","KFS2820","KFS2820","A","P","50000","Y","Y","BL-PSY","0000011572","1"
"KFS2821","KFS2821","KFS2821","KFS2821","A","P","50000","Y","Y","UA-UCOU","0000011579","1"
"KFS2822","KFS2822","KFS2822","KFS2822","A","P","50000","Y","Y","KO-NIMS","0000011663","1"
"KFS2823","KFS2823","KFS2823","KFS2823","A","N","50000","Y","Y","BL-BL","0000011894","1"
"KFS2824","KFS2824","KFS2824","KFS2824","A","P","50000","Y","Y","IN-INTP","0000011905","1"
"KFS2825","KFS2825","KFS2825","KFS2825","R","P","50000","Y","Y","BL-BL","0000011976","1"
"KFS2826","KFS2826","KFS2826","KFS2826","A","P","50000","Y","Y","BL-BL","0000012065","1"
"KFS2827","KFS2827","KFS2827","KFS2827","A","P","50000","Y","Y","BL-BURS","0000012211","1"
"KFS2828","KFS2828","KFS2828","KFS2828","A","P","50000","Y","Y","UA-SCS","0000012289","1"
"KFS2829","KFS2829","KFS2829","KFS2829","T","N","50000","Y","Y","BL-BL","0000012327","1"
"KFS2830","KFS2830","KFS2830","KFS2830","A","P","50000","Y","Y","BL-PSY","0000012797","1"
"KFS2831","KFS2831","KFS2831","KFS2831","A","P","50000","Y","Y","IN-ENGT","0000013172","1"
"KFS2832","KFS2832","KFS2832","KFS2832","A","P","50000","Y","Y","SB-AFFA","0000013349","1"
"KFS2833","KFS2833","KFS2833","KFS2833","A","P","50000","Y","Y","BL-EDUC","0000013432","1"
"KFS2834","KFS2834","KFS2834","KFS2834","A","P","50000","Y","Y","BL-VPGA","0000013438","1"
"KFS2835","KFS2835","KFS2835","KFS2835","A","N","50000","Y","Y","IN-DSPM","0000013566","1"
"KFS2836","KFS2836","KFS2836","KFS2836","A","P","50000","Y","Y","IN-ANES","0000013634","1"
"KFS2837","KFS2837","KFS2837","KFS2837","A","P","50000","Y","Y","IN-DMED","0000013667","1"
"KFS2838","KFS2838","KFS2838","KFS2838","A","P","50000","Y","Y","IN-COMM","0000013843","1"
"KFS2839","KFS2839","KFS2839","KFS2839","T","P","50000","Y","Y","KO-CTSD","0000013947","1"
"KFS2840","KFS2840","KFS2840","KFS2840","A","P","50000","Y","Y","IN-FAMM","0000013992","1"
"KFS2841","KFS2841","KFS2841","KFS2841","A","P","50000","Y","Y","UA-VPIT","0000014059","1"
"KFS2842","KFS2842","KFS2842","KFS2842","A","P","50000","Y","Y","IN-INTM","0000014105","1"
"KFS2843","KFS2843","KFS2843","KFS2843","A","P","50000","Y","Y","IN-MEDN","0000014351","1"
"KFS2844","KFS2844","KFS2844","KFS2844","A","P","50000","Y","Y","SB-SART","0000014437","1"
"KFS2845","KFS2845","KFS2845","KFS2845","A","P","50000","Y","Y","BL-JSP","0000014530","1"
"KFS2846","KFS2846","KFS2846","KFS2846","L","P","50000","Y","Y","BL-ANTH","0000014689","1"
"KFS2847","KFS2847","KFS2847","KFS2847","A","P","50000","Y","Y","BL-ECON","0000014793","1"
"KFS2848","KFS2848","KFS2848","KFS2848","A","P","50000","Y","Y","IN-AHEC","0000014886","1"
"KFS2849","KFS2849","KFS2849","KFS2849","A","P","50000","Y","Y","EA-EDUC","0000015011","1"
"KFS2850","KFS2850","KFS2850","KFS2850","A","P","50000","Y","Y","BL-CMCL","0000015527","1"
"KFS2851","KFS2851","KFS2851","KFS2851","A","P","50000","Y","Y","BL-PSY","0000015617","1"
"KFS2852","KFS2852","KFS2852","KFS2852","A","P","50000","Y","Y","UA-VPIT","0000015899","1"
"KFS2853","KFS2853","KFS2853","KFS2853","L","P","50000","Y","Y","SB-WMNS","0000015942","1"
"KFS2854","KFS2854","KFS2854","KFS2854","A","P","50000","Y","Y","IN-INTP","0000016014","1"
"KFS2855","KFS2855","KFS2855","KFS2855","A","P","50000","Y","Y","NW-PSY","0000016158","1"
"KFS2856","KFS2856","KFS2856","KFS2856","A","P","50000","Y","Y","IN-NURS","0000016205","1"
"KFS2857","KFS2857","KFS2857","KFS2857","R","P","50000","Y","Y","EA-EA","0000016417","1"
"KFS2858","KFS2858","KFS2858","KFS2858","A","P","50000","Y","Y","BL-ISS","0000016467","1"
"KFS2859","KFS2859","KFS2859","KFS2859","A","P","50000","Y","Y","SB-CTSD","0000016660","1"
"KFS2860","KFS2860","KFS2860","KFS2860","A","P","50000","Y","Y","BL-PSY","0000016665","1"
"KFS2861","KFS2861","KFS2861","KFS2861","A","P","50000","Y","Y","BL-REL","0000016702","1"
"KFS2862","KFS2862","KFS2862","KFS2862","A","P","50000","Y","Y","BL-ARSD","0000016900","1"
"KFS2863","KFS2863","KFS2863","KFS2863","A","P","50000","Y","Y","BL-PSY","0000017191","1"
"KFS2864","KFS2864","KFS2864","KFS2864","A","P","50000","Y","Y","IN-INFO","0000017526","1"
"KFS2865","KFS2865","KFS2865","KFS2865","A","P","50000","Y","Y","BL-FINS","0000017982","1"
"KFS2866","KFS2866","KFS2866","KFS2866","A","P","50000","Y","Y","IN-SPEA","0000018045","1"
"KFS2867","KFS2867","KFS2867","KFS2867","A","P","50000","Y","Y","UA-FMOP","0000018189","1"
"KFS2868","KFS2868","KFS2868","KFS2868","A","P","50000","Y","Y","SE-SOCS","0000018264","1"
"KFS2869","KFS2869","KFS2869","KFS2869","A","P","50000","Y","Y","KO-UDIV","0000018834","1"
"KFS2870","KFS2870","KFS2870","KFS2870","A","P","50000","Y","Y","IN-CARD","0000018846","1"
"KFS2871","KFS2871","KFS2871","KFS2871","A","P","50000","Y","Y","IN-PULM","0000018851","1"
"KFS2872","KFS2872","KFS2872","KFS2872","A","P","50000","Y","Y","BL-FRIT","0000018893","1"
"KFS2873","KFS2873","KFS2873","KFS2873","A","N","50000","Y","Y","BL-HPER","0000018983","1"
"KFS2874","KFS2874","KFS2874","KFS2874","T","N","50000","Y","Y","BL-SURV","0000019060","1"
"KFS2875","KFS2875","KFS2875","KFS2875","A","P","50000","Y","Y","BL-BL","0000019382","1"
"KFS2876","KFS2876","KFS2876","KFS2876","A","P","50000","Y","Y","SE-NURS","0000019469","1"
"KFS2877","KFS2877","KFS2877","KFS2877","A","P","50000","Y","Y","BL-SOC","0000019671","1"
"KFS2878","KFS2878","KFS2878","KFS2878","T","P","50000","Y","Y","BL-BL","0000019730","1"
"KFS2879","KFS2879","KFS2879","KFS2879","A","N","50000","Y","Y","BL-BL","0000019902","1"
"KFS2880","KFS2880","KFS2880","KFS2880","A","P","50000","Y","Y","UA-BUDU","0000019907","1"
"KFS2881","KFS2881","KFS2881","KFS2881","R","P","50000","Y","Y","SE-SOCS","0000020152","1"
"KFS2882","KFS2882","KFS2882","KFS2882","A","P","50000","Y","Y","SE-ACAD","0000020325","1"
"KFS2883","KFS2883","KFS2883","KFS2883","A","P","50000","Y","Y","BA-IUHC","0000020336","1"
"KFS2884","KFS2884","KFS2884","KFS2884","A","P","50000","Y","Y","BL-BL","0000020464","1"
"KFS2885","KFS2885","KFS2885","KFS2885","A","P","50000","Y","Y","BL-BL","0000020517","1"
"KFS2886","KFS2886","KFS2886","KFS2886","A","P","50000","Y","Y","BL-SURV","0000020648","1"
"KFS2887","KFS2887","KFS2887","KFS2887","A","P","50000","Y","Y","IN-ENGT","0000020665","1"
"KFS2888","KFS2888","KFS2888","KFS2888","A","P","50000","Y","Y","BL-BL","0000020819","1"
"KFS2889","KFS2889","KFS2889","KFS2889","P","P","50000","Y","Y","BL-FOLK","0000020898","1"
"KFS2890","KFS2890","KFS2890","KFS2890","A","P","50000","Y","Y","BL-PSY","0000021474","1"
"KFS2891","KFS2891","KFS2891","KFS2891","T","P","50000","Y","Y","EA-COMR","0000021537","1"
"KFS2892","KFS2892","KFS2892","KFS2892","A","P","50000","Y","Y","BA-IMAU","0000021554","1"
"KFS2893","KFS2893","KFS2893","KFS2893","A","P","50000","Y","Y","IN-BIOM","0000021723","1"
"KFS2894","KFS2894","KFS2894","KFS2894","A","P","50000","Y","Y","BL-BL","0000021905","1"
"KFS2895","KFS2895","KFS2895","KFS2895","T","P","50000","Y","Y","IN-IN","0000021923","1"
"KFS2896","KFS2896","KFS2896","KFS2896","A","P","50000","Y","Y","UA-VPIT","0000022180","1"
"KFS2897","KFS2897","KFS2897","KFS2897","T","N","50000","Y","Y","","0000022411","1"
"KFS2898","KFS2898","KFS2898","KFS2898","A","P","50000","Y","Y","IN-SCI","0000022474","1"
"KFS2899","KFS2899","KFS2899","KFS2899","A","P","50000","Y","Y","BL-SOC","0000022704","1"
"KFS2900","KFS2900","KFS2900","KFS2900","A","P","50000","Y","Y","EA-SMD","0000022857","1"
"KFS2901","KFS2901","KFS2901","KFS2901","A","P","50000","Y","Y","BL-CEUS","0000022892","1"
"KFS2902","KFS2902","KFS2902","KFS2902","A","P","50000","Y","Y","BL-COGS","0000023485","1"
"KFS2903","KFS2903","KFS2903","KFS2903","T","P","50000","Y","Y","BL-BUS","0000023546","1"
"KFS2904","KFS2904","KFS2904","KFS2904","A","P","50000","Y","Y","BL-JOUR","0000023555","1"
"KFS2905","KFS2905","KFS2905","KFS2905","A","P","50000","Y","Y","IN-HR","0000023571","1"
"KFS2906","KFS2906","KFS2906","KFS2906","A","P","50000","Y","Y","BL-BL","0000023709","1"
"KFS2907","KFS2907","KFS2907","KFS2907","A","P","50000","Y","Y","BL-PSY","0000023710","1"
"KFS2908","KFS2908","KFS2908","KFS2908","T","P","50000","Y","Y","EA-EA","0000023720","1"
"KFS2909","KFS2909","KFS2909","KFS2909","A","P","50000","Y","Y","BL-PSY","0000023967","1"
"KFS2910","KFS2910","KFS2910","KFS2910","A","P","50000","Y","Y","SB-SOCA","0000024033","1"
"KFS2911","KFS2911","KFS2911","KFS2911","A","P","50000","Y","Y","IN-UCOL","0000024356","1"
"KFS2912","KFS2912","KFS2912","KFS2912","A","P","50000","Y","Y","BL-RTVS","0000024579","1"
"KFS2913","KFS2913","KFS2913","KFS2913","A","N","50000","Y","Y","BL-PSY","0000024693","1"
"KFS2914","KFS2914","KFS2914","KFS2914","A","P","50000","Y","Y","BL-LLAB","0000024916","1"
"KFS2915","KFS2915","KFS2915","KFS2915","A","P","50000","Y","Y","BL-CMCL","0000025007","1"
"KFS2916","KFS2916","KFS2916","KFS2916","A","P","50000","Y","Y","BL-MED","0000025112","1"
"KFS2917","KFS2917","KFS2917","KFS2917","A","P","50000","Y","Y","IN-LART","0000025175","1"
"KFS2918","KFS2918","KFS2918","KFS2918","A","N","50000","Y","Y","BA-AUTM","0000025177","1"
"KFS2919","KFS2919","KFS2919","KFS2919","A","P","50000","Y","Y","IN-OBGY","0000025479","1"
"KFS2920","KFS2920","KFS2920","KFS2920","A","P","50000","Y","Y","EA-SSER","0000025892","1"
"KFS2921","KFS2921","KFS2921","KFS2921","A","P","50000","Y","Y","EA-CHAN","0000026057","1"
"KFS2922","KFS2922","KFS2922","KFS2922","A","P","50000","Y","Y","EA-HUFA","0000026253","1"
"KFS2923","KFS2923","KFS2923","KFS2923","R","P","50000","Y","Y","EA-EA","0000026427","1"
"KFS2924","KFS2924","KFS2924","KFS2924","A","P","50000","Y","Y","EA-SMD","0000026435","1"
"KFS2925","KFS2925","KFS2925","KFS2925","A","P","50000","Y","Y","IN-MCIM","0000026445","1"
"KFS2926","KFS2926","KFS2926","KFS2926","A","P","50000","Y","Y","UA-BUDU","0000026511","1"
"KFS2927","KFS2927","KFS2927","KFS2927","T","P","50000","Y","Y","EA-SAID","0000026743","1"
"KFS2928","KFS2928","KFS2928","KFS2928","A","P","50000","Y","Y","BL-RUAD","0000026838","1"
"KFS2929","KFS2929","KFS2929","KFS2929","A","P","50000","Y","Y","SB-LIBR","0000026869","1"
"KFS2930","KFS2930","KFS2930","KFS2930","A","P","50000","Y","Y","EA-SAID","0000027167","1"
"KFS2931","KFS2931","KFS2931","KFS2931","A","P","50000","Y","Y","IN-ANAT","0000027238","1"
"KFS2932","KFS2932","KFS2932","KFS2932","A","P","50000","Y","Y","BL-PSY","0000027271","1"
"KFS2933","KFS2933","KFS2933","KFS2933","A","P","50000","Y","Y","IN-CANC","0000027279","1"
"KFS2934","KFS2934","KFS2934","KFS2934","R","P","50000","Y","Y","NW-NW","0000027366","1"
"KFS2935","KFS2935","KFS2935","KFS2935","A","P","50000","Y","Y","KO-EDUC","0000028368","1"
"KFS2936","KFS2936","KFS2936","KFS2936","A","P","50000","Y","Y","IN-RSDT","0000028463","1"
"KFS2937","KFS2937","KFS2937","KFS2937","A","P","50000","Y","Y","IN-MDCO","0000028497","1"
"KFS2938","KFS2938","KFS2938","KFS2938","A","P","50000","Y","Y","BL-VPGA","0000028561","1"
"KFS2939","KFS2939","KFS2939","KFS2939","A","P","50000","Y","Y","EA-INPR","0000028807","1"
"KFS2940","KFS2940","KFS2940","KFS2940","A","P","50000","Y","Y","UA-PRIN","0000028945","1"
"KFS2941","KFS2941","KFS2941","KFS2941","A","N","50000","Y","Y","BL-RTVS","0000028955","1"
"KFS2942","KFS2942","KFS2942","KFS2942","A","N","50000","Y","Y","BL-BUS","0000028986","1"
"KFS2943","KFS2943","KFS2943","KFS2943","A","P","50000","Y","Y","BL-PHYS","0000029064","1"
"KFS2944","KFS2944","KFS2944","KFS2944","T","P","50000","Y","Y","KO-UREL","0000029079","1"
"KFS2945","KFS2945","KFS2945","KFS2945","A","P","50000","Y","Y","BL-PHYP","0000029141","1"
"KFS2946","KFS2946","KFS2946","KFS2946","A","P","50000","Y","Y","NW-LIBR","0000029390","1"
"KFS2947","KFS2947","KFS2947","KFS2947","A","N","50000","Y","Y","SB-OCP","0000029441","1"
"KFS2948","KFS2948","KFS2948","KFS2948","T","P","50000","Y","Y","KO-KO","0000029598","1"
"KFS2949","KFS2949","KFS2949","KFS2949","A","P","50000","Y","Y","IN-CFSG","0000029633","1"
"KFS2950","KFS2950","KFS2950","KFS2950","T","P","50000","Y","Y","IN-IN","0000029679","1"
"KFS2951","KFS2951","KFS2951","KFS2951","A","P","50000","Y","Y","SE-UDIV","0000029711","1"
"KFS2952","KFS2952","KFS2952","KFS2952","A","N","50000","Y","Y","UA-ATHL","0000029771","1"
"KFS2953","KFS2953","KFS2953","KFS2953","A","P","50000","Y","Y","BL-VPIT","0000030046","1"
"KFS2954","KFS2954","KFS2954","KFS2954","A","P","50000","Y","Y","UA-UART","0000030059","1"
"KFS2955","KFS2955","KFS2955","KFS2955","A","P","50000","Y","Y","UA-VPUR","0000030198","1"
"KFS2956","KFS2956","KFS2956","KFS2956","T","N","50000","Y","Y","BL-BL","0000030285","1"
"KFS2957","KFS2957","KFS2957","KFS2957","A","P","50000","Y","Y","UA-TREA","0000030416","1"
"KFS2958","KFS2958","KFS2958","KFS2958","A","P","50000","Y","Y","BL-GEOY","0000030732","1"
"KFS2959","KFS2959","KFS2959","KFS2959","A","P","50000","Y","Y","IN-CFSG","0000031184","1"
"KFS2960","KFS2960","KFS2960","KFS2960","A","N","50000","Y","Y","IN-DSOH","0000031266","1"
"KFS2961","KFS2961","KFS2961","KFS2961","A","P","50000","Y","Y","","0000031628","1"
"KFS2962","KFS2962","KFS2962","KFS2962","A","P","50000","Y","Y","IN-HERR","0000032068","1"
"KFS2963","KFS2963","KFS2963","KFS2963","A","P","50000","Y","Y","IN-PCRD","0000033045","1"
"KFS2964","KFS2964","KFS2964","KFS2964","A","N","50000","Y","Y","BL-EDUC","0000033929","1"
"KFS2965","KFS2965","KFS2965","KFS2965","A","P","50000","Y","Y","BL-PSY","0000033974","1"
"KFS2966","KFS2966","KFS2966","KFS2966","R","P","50000","Y","Y","IN-IN","0000034001","1"
"KFS2967","KFS2967","KFS2967","KFS2967","R","P","50000","Y","Y","IN-ENGT","0000034100","1"
"KFS2968","KFS2968","KFS2968","KFS2968","A","P","50000","Y","Y","BA-IMAU","0000034134","1"
"KFS2969","KFS2969","KFS2969","KFS2969","A","P","50000","Y","Y","SB-CHEM","0000034170","1"
"KFS2970","KFS2970","KFS2970","KFS2970","A","P","50000","Y","Y","IN-FAMM","0000034364","1"
"KFS2971","KFS2971","KFS2971","KFS2971","A","P","50000","Y","Y","IN-CLN","0000034468","1"
"KFS2972","KFS2972","KFS2972","KFS2972","A","P","50000","Y","Y","EA-AADV","0000034469","1"
"KFS2973","KFS2973","KFS2973","KFS2973","A","P","50000","Y","Y","IN-HR","0000034704","1"
"KFS2974","KFS2974","KFS2974","KFS2974","A","P","50000","Y","Y","BL-FINS","0000034748","1"
"KFS2975","KFS2975","KFS2975","KFS2975","A","P","50000","Y","Y","IN-CARD","0000034893","1"
"KFS2976","KFS2976","KFS2976","KFS2976","A","P","50000","Y","Y","IA-PARK","0000034964","1"
"KFS2977","KFS2977","KFS2977","KFS2977","A","N","50000","Y","Y","BL-UDIV","0000035066","1"
"KFS2978","KFS2978","KFS2978","KFS2978","A","P","50000","Y","Y","UA-PUR","0000035118","1"
"KFS2979","KFS2979","KFS2979","KFS2979","A","P","50000","Y","Y","IN-ENGT","0000035157","1"
"KFS2980","KFS2980","KFS2980","KFS2980","T","P","50000","Y","Y","IN-HER","0000035217","1"
"KFS2981","KFS2981","KFS2981","KFS2981","A","P","50000","Y","Y","BL-RUAD","0000035279","1"
"KFS2982","KFS2982","KFS2982","KFS2982","A","P","50000","Y","Y","BL-CEUS","0000035304","1"
"KFS2983","KFS2983","KFS2983","KFS2983","A","P","50000","Y","Y","IN-HPHY","0000035321","1"
"KFS2984","KFS2984","KFS2984","KFS2984","T","N","50000","Y","Y","IN-NATA","0000035331","1"
"KFS2985","KFS2985","KFS2985","KFS2985","A","P","50000","Y","Y","UA-FMOP","0000035390","1"
"KFS2986","KFS2986","KFS2986","KFS2986","A","P","50000","Y","Y","IN-FACR","0000035441","1"
"KFS2987","KFS2987","KFS2987","KFS2987","A","P","50000","Y","Y","BL-RUAD","0000035561","1"
"KFS2988","KFS2988","KFS2988","KFS2988","A","P","50000","Y","Y","IN-HEMO","0000035605","1"
"KFS2989","KFS2989","KFS2989","KFS2989","A","P","50000","Y","Y","BL-HPER","0000035846","1"
"KFS2990","KFS2990","KFS2990","KFS2990","A","P","50000","Y","Y","BA-RPAS","0000035849","1"
"KFS2991","KFS2991","KFS2991","KFS2991","A","P","50000","Y","Y","IN-IRET","0000036250","1"
"KFS2992","KFS2992","KFS2992","KFS2992","A","P","50000","Y","Y","BL-ADMS","0000036680","1"
"KFS2993","KFS2993","KFS2993","KFS2993","A","P","50000","Y","Y","IN-ADAF","0000037086","1"
"KFS2994","KFS2994","KFS2994","KFS2994","A","N","50000","Y","Y","BL-BUS","0000037983","1"
"KFS2995","KFS2995","KFS2995","KFS2995","A","P","50000","Y","Y","BL-GEOL","0000039301","1"
"KFS2996","KFS2996","KFS2996","KFS2996","T","N","50000","Y","Y","NW-CHEM","0000039316","1"
"KFS2997","KFS2997","KFS2997","KFS2997","A","P","50000","Y","Y","BL-THTR","0000039318","1"
"KFS2998","KFS2998","KFS2998","KFS2998","A","P","50000","Y","Y","BL-VPIT","0000039495","1"
"KFS2999","KFS2999","KFS2999","KFS2999","R","P","50000","Y","Y","IN-IN","0000040136","1"
"KFS3000","KFS3000","KFS3000","KFS3000","T","P","50000","Y","Y","IN-BIOS","0000040186","1"
"KFS3001","KFS3001","KFS3001","KFS3001","R","P","50000","Y","Y","IN-SOCW","0000040189","1"
"KFS3002","KFS3002","KFS3002","KFS3002","A","P","50000","Y","Y","UA-FMOP","0000040358","1"
"KFS3003","KFS3003","KFS3003","KFS3003","A","P","50000","Y","Y","BA-PARK","0000040384","1"
"KFS3004","KFS3004","KFS3004","KFS3004","A","N","50000","Y","Y","SB-SBUE","0000040433","1"
"KFS3005","KFS3005","KFS3005","KFS3005","A","N","50000","Y","Y","IN-PATH","0000040493","1"
"KFS3006","KFS3006","KFS3006","KFS3006","A","P","50000","Y","Y","BL-HPER","0000040636","1"
"KFS3007","KFS3007","KFS3007","KFS3007","A","P","50000","Y","Y","UA-TRMS","0000040704","1"
"KFS3008","KFS3008","KFS3008","KFS3008","A","P","50000","Y","Y","UA-SCS","0000040714","1"
"KFS3009","KFS3009","KFS3009","KFS3009","A","P","50000","Y","Y","IN-EDUC","0000040892","1"
"KFS3010","KFS3010","KFS3010","KFS3010","A","P","50000","Y","Y","IN-IUSC","0000040962","1"
"KFS3011","KFS3011","KFS3011","KFS3011","A","P","50000","Y","Y","IN-CFSG","0000041053","1"
"KFS3012","KFS3012","KFS3012","KFS3012","A","P","50000","Y","Y","BL-SLAV","0000041360","1"
"KFS3013","KFS3013","KFS3013","KFS3013","T","P","50000","Y","Y","","0000041417","1"
"KFS3014","KFS3014","KFS3014","KFS3014","T","N","50000","Y","Y","BL-CSCI","0000041623","1"
"KFS3015","KFS3015","KFS3015","KFS3015","A","P","50000","Y","Y","BL-BI","0000042034","1"
"KFS3016","KFS3016","KFS3016","KFS3016","A","P","50000","Y","Y","BL-BUS","0000042074","1"
"KFS3017","KFS3017","KFS3017","KFS3017","A","P","50000","Y","Y","EA-BSSD","0000042112","1"
"KFS3018","KFS3018","KFS3018","KFS3018","A","P","50000","Y","Y","EA-TUSP","0000042452","1"
"KFS3019","KFS3019","KFS3019","KFS3019","A","P","50000","Y","Y","IN-MRES","0000042765","1"
"KFS3020","KFS3020","KFS3020","KFS3020","A","P","50000","Y","Y","BL-OPT","0000042818","1"
"KFS3021","KFS3021","KFS3021","KFS3021","A","P","50000","Y","Y","IN-PHEM","0000043134","1"
"KFS3022","KFS3022","KFS3022","KFS3022","A","N","50000","Y","Y","BL-EDUC","0000043251","1"
"KFS3023","KFS3023","KFS3023","KFS3023","A","P","50000","Y","Y","UA-UART","0000043550","1"
