ENTITY_PHONE_ID,OBJ_ID,ENTITY_ID,ENT_TYP_CD,PHONE_TYP_CD,PHONE_NBR,PHONE_EXTN_NBR,POSTAL_CNTRY_CD,DFLT_IND,ACTV_IND
10100,KFS-TEM-KRIM-PHONE-0253,KFS2872,PERSON,WRK,800-555-1212,,US,Y,Y
10101,KFS-TEM-KRIM-PHONE-0254,KFS3472,PERSON,WRK,800-555-1212,,US,Y,Y
10102,KFS-TEM-KRIM-PHONE-0255,KFS1137,PERSON,WRK,800-555-1212,,US,Y,Y
10103,KFS-TEM-KRIM-PHONE-0256,KFS1087,PERSON,WRK,800-555-1212,,US,Y,Y
10104,KFS-TEM-KRIM-PHONE-0257,KFS3144,PERSON,WRK,800-555-1212,,US,Y,Y
10105,KFS-TEM-KRIM-PHONE-0258,KFS3879,PERSON,WRK,800-555-1212,,US,Y,Y
10106,KFS-TEM-KRIM-PHONE-0259,KFS2799,PERSON,WRK,800-555-1212,,US,Y,Y
10107,KFS-TEM-KRIM-PHONE-0260,KFS3792,PERSON,WRK,800-555-1212,,US,Y,Y
10108,KFS-TEM-KRIM-PHONE-0261,KFS2903,PERSON,WRK,800-555-1212,,US,Y,Y
10109,KFS-TEM-KRIM-PHONE-0262,KFS4015,PERSON,WRK,800-555-1212,,US,Y,Y
10110,KFS-TEM-KRIM-PHONE-0263,KFS3842,PERSON,WRK,800-555-1212,,US,Y,Y
10111,KFS-TEM-KRIM-PHONE-0264,KFS3413,PERSON,WRK,800-555-1212,,US,Y,Y
10112,KFS-TEM-KRIM-PHONE-0265,KFS3359,PERSON,WRK,800-555-1212,,US,Y,Y
10113,KFS-TEM-KRIM-PHONE-0266,KFS3760,PERSON,WRK,800-555-1212,,US,Y,Y
10114,KFS-TEM-KRIM-PHONE-0267,KFS3002,PERSON,WRK,800-555-1212,,US,Y,Y
10115,KFS-TEM-KRIM-PHONE-0268,KFS3550,PERSON,WRK,800-555-1212,,US,Y,Y
10116,KFS-TEM-KRIM-PHONE-0269,KFS3716,PERSON,WRK,800-555-1212,,US,Y,Y
10117,KFS-TEM-KRIM-PHONE-0270,KFS3733,PERSON,WRK,800-555-1212,,US,Y,Y
10118,KFS-TEM-KRIM-PHONE-0271,KFS3289,PERSON,WRK,800-555-1212,,US,Y,Y
10119,KFS-TEM-KRIM-PHONE-0272,KFS2224,PERSON,WRK,800-555-1212,,US,Y,Y
10120,KFS-TEM-KRIM-PHONE-0273,KFS3610,PERSON,WRK,800-555-1212,,US,Y,Y
10121,KFS-TEM-KRIM-PHONE-0274,KFS3348,PERSON,WRK,800-555-1212,,US,Y,Y
10122,KFS-TEM-KRIM-PHONE-0275,KFS3387,PERSON,WRK,800-555-1212,,US,Y,Y
10123,KFS-TEM-KRIM-PHONE-0276,KFS3311,PERSON,WRK,800-555-1212,,US,Y,Y
10124,KFS-TEM-KRIM-PHONE-0277,KFS3954,PERSON,WRK,800-555-1212,,US,Y,Y
10125,KFS-TEM-KRIM-PHONE-0278,KFS3483,PERSON,WRK,800-555-1212,,US,Y,Y
10126,KFS-TEM-KRIM-PHONE-0279,KFS1433,PERSON,WRK,800-555-1212,,US,Y,Y
10127,KFS-TEM-KRIM-PHONE-0280,KFS3379,PERSON,WRK,800-555-1212,,US,Y,Y
10128,KFS-TEM-KRIM-PHONE-0281,KFS3274,PERSON,WRK,800-555-1212,,US,Y,Y
10129,KFS-TEM-KRIM-PHONE-0282,KFS3105,PERSON,WRK,800-555-1212,,US,Y,Y
10130,KFS-TEM-KRIM-PHONE-0283,KFS2893,PERSON,WRK,800-555-1212,,US,Y,Y
10131,KFS-TEM-KRIM-PHONE-0284,KFS3511,PERSON,WRK,800-555-1212,,US,Y,Y
10132,KFS-TEM-KRIM-PHONE-0285,KFS3562,PERSON,WRK,800-555-1212,,US,Y,Y
10133,KFS-TEM-KRIM-PHONE-0286,KFS3367,PERSON,WRK,800-555-1212,,US,Y,Y
10134,KFS-TEM-KRIM-PHONE-0287,KFS3417,PERSON,WRK,800-555-1212,,US,Y,Y
10135,KFS-TEM-KRIM-PHONE-0288,KFS1884,PERSON,WRK,800-555-1212,,US,Y,Y
10136,KFS-TEM-KRIM-PHONE-0289,KFS3860,PERSON,WRK,800-555-1212,,US,Y,Y
10137,KFS-TEM-KRIM-PHONE-0290,KFS2839,PERSON,WRK,800-555-1212,,US,Y,Y
10138,KFS-TEM-KRIM-PHONE-0291,KFS3276,PERSON,WRK,800-555-1212,,US,Y,Y
10139,KFS-TEM-KRIM-PHONE-0292,KFS3467,PERSON,WRK,800-555-1212,,US,Y,Y
10140,KFS-TEM-KRIM-PHONE-0293,KFS3530,PERSON,WRK,800-555-1212,,US,Y,Y
10141,KFS-TEM-KRIM-PHONE-0294,KFS3313,PERSON,WRK,800-555-1212,,US,Y,Y
10142,KFS-TEM-KRIM-PHONE-0295,KFS2961,PERSON,WRK,800-555-1212,,US,Y,Y
10143,KFS-TEM-KRIM-PHONE-0296,KFS1005,PERSON,WRK,800-555-1212,,US,Y,Y
10144,KFS-TEM-KRIM-PHONE-0297,KFS3820,PERSON,WRK,800-555-1212,,US,Y,Y
10145,KFS-TEM-KRIM-PHONE-0298,KFS2776,PERSON,WRK,800-555-1212,,US,Y,Y
10146,KFS-TEM-KRIM-PHONE-0299,KFS3613,PERSON,WRK,800-555-1212,,US,Y,Y
10147,KFS-TEM-KRIM-PHONE-0300,KFS3555,PERSON,WRK,800-555-1212,,US,Y,Y
10148,KFS-TEM-KRIM-PHONE-0301,KFS3393,PERSON,WRK,800-555-1212,,US,Y,Y
10149,KFS-TEM-KRIM-PHONE-0302,KFS3620,PERSON,WRK,800-555-1212,,US,Y,Y
10150,KFS-TEM-KRIM-PHONE-0303,KFS3488,PERSON,WRK,800-555-1212,,US,Y,Y
10151,KFS-TEM-KRIM-PHONE-0304,KFS3266,PERSON,WRK,800-555-1212,,US,Y,Y
10152,KFS-TEM-KRIM-PHONE-0305,KFS3342,PERSON,WRK,800-555-1212,,US,Y,Y
10153,KFS-TEM-KRIM-PHONE-0306,KFS3476,PERSON,WRK,800-555-1212,,US,Y,Y
10154,KFS-TEM-KRIM-PHONE-0307,KFS3731,PERSON,WRK,800-555-1212,,US,Y,Y
10155,KFS-TEM-KRIM-PHONE-0308,KFS3633,PERSON,WRK,800-555-1212,,US,Y,Y
10156,KFS-TEM-KRIM-PHONE-0309,KFS3201,PERSON,WRK,800-555-1212,,US,Y,Y
10157,KFS-TEM-KRIM-PHONE-0310,KFS2554,PERSON,WRK,800-555-1212,,US,Y,Y
10158,KFS-TEM-KRIM-PHONE-0311,KFS3410,PERSON,WRK,800-555-1212,,US,Y,Y
10159,KFS-TEM-KRIM-PHONE-0312,KFS3125,PERSON,WRK,800-555-1212,,US,Y,Y
10160,KFS-TEM-KRIM-PHONE-0313,KFS3981,PERSON,WRK,800-555-1212,,US,Y,Y
10161,KFS-TEM-KRIM-PHONE-0314,KFS1231,PERSON,WRK,800-555-1212,,US,Y,Y
10162,KFS-TEM-KRIM-PHONE-0315,KFS3722,PERSON,WRK,800-555-1212,,US,Y,Y
10163,KFS-TEM-KRIM-PHONE-0316,KFS2863,PERSON,WRK,800-555-1212,,US,Y,Y
10164,KFS-TEM-KRIM-PHONE-0317,KFS2773,PERSON,WRK,800-555-1212,,US,Y,Y
10165,KFS-TEM-KRIM-PHONE-0318,KFS3631,PERSON,WRK,800-555-1212,,US,Y,Y
10166,KFS-TEM-KRIM-PHONE-0319,KFS2952,PERSON,WRK,800-555-1212,,US,Y,Y
10167,KFS-TEM-KRIM-PHONE-0320,KFS2938,PERSON,WRK,800-555-1212,,US,Y,Y
10168,KFS-TEM-KRIM-PHONE-0321,KFS2913,PERSON,WRK,800-555-1212,,US,Y,Y
10169,KFS-TEM-KRIM-PHONE-0322,KFS3299,PERSON,WRK,800-555-1212,,US,Y,Y
10170,KFS-TEM-KRIM-PHONE-0323,KFS2880,PERSON,WRK,800-555-1212,,US,Y,Y
10171,KFS-TEM-KRIM-PHONE-0324,KFS3823,PERSON,WRK,800-555-1212,,US,Y,Y
10172,KFS-TEM-KRIM-PHONE-0325,KFS3309,PERSON,WRK,800-555-1212,,US,Y,Y
10173,KFS-TEM-KRIM-PHONE-0326,KFS3391,PERSON,WRK,800-555-1212,,US,Y,Y
10174,KFS-TEM-KRIM-PHONE-0327,KFS3939,PERSON,WRK,800-555-1212,,US,Y,Y
10175,KFS-TEM-KRIM-PHONE-0328,KFS3525,PERSON,WRK,800-555-1212,,US,Y,Y
10176,KFS-TEM-KRIM-PHONE-0329,KFS3867,PERSON,WRK,800-555-1212,,US,Y,Y
10177,KFS-TEM-KRIM-PHONE-0330,KFS3809,PERSON,WRK,800-555-1212,,US,Y,Y
10178,KFS-TEM-KRIM-PHONE-0331,KFS3866,PERSON,WRK,800-555-1212,,US,Y,Y
10179,KFS-TEM-KRIM-PHONE-0332,KFS3216,PERSON,WRK,800-555-1212,,US,Y,Y
10180,KFS-TEM-KRIM-PHONE-0333,KFS3970,PERSON,WRK,800-555-1212,,US,Y,Y
10181,KFS-TEM-KRIM-PHONE-0334,KFS1309,PERSON,WRK,800-555-1212,,US,Y,Y
10182,KFS-TEM-KRIM-PHONE-0335,KFS3586,PERSON,WRK,800-555-1212,,US,Y,Y
10183,KFS-TEM-KRIM-PHONE-0336,KFS2918,PERSON,WRK,800-555-1212,,US,Y,Y
10184,KFS-TEM-KRIM-PHONE-0337,KFS3055,PERSON,WRK,800-555-1212,,US,Y,Y
10185,KFS-TEM-KRIM-PHONE-0338,KFS3674,PERSON,WRK,800-555-1212,,US,Y,Y
10186,KFS-TEM-KRIM-PHONE-0339,KFS3973,PERSON,WRK,800-555-1212,,US,Y,Y
10187,KFS-TEM-KRIM-PHONE-0340,KFS2906,PERSON,WRK,800-555-1212,,US,Y,Y
10188,KFS-TEM-KRIM-PHONE-0341,KFS3758,PERSON,WRK,800-555-1212,,US,Y,Y
10189,KFS-TEM-KRIM-PHONE-0342,KFS3746,PERSON,WRK,800-555-1212,,US,Y,Y
10190,KFS-TEM-KRIM-PHONE-0343,KFS3121,PERSON,WRK,800-555-1212,,US,Y,Y
10191,KFS-TEM-KRIM-PHONE-0344,KFS3687,PERSON,WRK,800-555-1212,,US,Y,Y
10192,KFS-TEM-KRIM-PHONE-0345,KFS2552,PERSON,WRK,800-555-1212,,US,Y,Y
10193,KFS-TEM-KRIM-PHONE-0346,KFS2974,PERSON,WRK,800-555-1212,,US,Y,Y
10194,KFS-TEM-KRIM-PHONE-0347,KFS3662,PERSON,WRK,800-555-1212,,US,Y,Y
10195,KFS-TEM-KRIM-PHONE-0348,KFS3839,PERSON,WRK,800-555-1212,,US,Y,Y
10196,KFS-TEM-KRIM-PHONE-0349,KFS2607,PERSON,WRK,800-555-1212,,US,Y,Y
10197,KFS-TEM-KRIM-PHONE-0350,KFS3193,PERSON,WRK,800-555-1212,,US,Y,Y
10198,KFS-TEM-KRIM-PHONE-0351,KFS3513,PERSON,WRK,800-555-1212,,US,Y,Y
10199,KFS-TEM-KRIM-PHONE-0352,KFS3128,PERSON,WRK,800-555-1212,,US,Y,Y
10200,KFS-TEM-KRIM-PHONE-0353,KFS1080,PERSON,WRK,800-555-1212,,US,Y,Y
10201,KFS-TEM-KRIM-PHONE-0354,KFS3126,PERSON,WRK,800-555-1212,,US,Y,Y
10202,KFS-TEM-KRIM-PHONE-0355,KFS3946,PERSON,WRK,800-555-1212,,US,Y,Y
10203,KFS-TEM-KRIM-PHONE-0356,KFS3218,PERSON,WRK,800-555-1212,,US,Y,Y
10204,KFS-TEM-KRIM-PHONE-0357,KFS2794,PERSON,WRK,800-555-1212,,US,Y,Y
10205,KFS-TEM-KRIM-PHONE-0358,KFS3455,PERSON,WRK,800-555-1212,,US,Y,Y
10206,KFS-TEM-KRIM-PHONE-0359,KFS3091,PERSON,WRK,800-555-1212,,US,Y,Y
10207,KFS-TEM-KRIM-PHONE-0360,KFS3158,PERSON,WRK,800-555-1212,,US,Y,Y
10208,KFS-TEM-KRIM-PHONE-0361,KFS2939,PERSON,WRK,800-555-1212,,US,Y,Y
10209,KFS-TEM-KRIM-PHONE-0362,KFS3778,PERSON,WRK,800-555-1212,,US,Y,Y
10210,KFS-TEM-KRIM-PHONE-0363,KFS3678,PERSON,WRK,800-555-1212,,US,Y,Y
10211,KFS-TEM-KRIM-PHONE-0364,KFS3798,PERSON,WRK,800-555-1212,,US,Y,Y
10212,KFS-TEM-KRIM-PHONE-0365,KFS3862,PERSON,WRK,800-555-1212,,US,Y,Y
10213,KFS-TEM-KRIM-PHONE-0366,KFS3587,PERSON,WRK,800-555-1212,,US,Y,Y
10214,KFS-TEM-KRIM-PHONE-0367,KFS3908,PERSON,WRK,800-555-1212,,US,Y,Y
10215,KFS-TEM-KRIM-PHONE-0368,KFS3069,PERSON,WRK,800-555-1212,,US,Y,Y
10216,KFS-TEM-KRIM-PHONE-0369,KFS2975,PERSON,WRK,800-555-1212,,US,Y,Y
10217,KFS-TEM-KRIM-PHONE-0370,KFS2953,PERSON,WRK,800-555-1212,,US,Y,Y
10218,KFS-TEM-KRIM-PHONE-0371,KFS3163,PERSON,WRK,800-555-1212,,US,Y,Y
10219,KFS-TEM-KRIM-PHONE-0372,KFS3739,PERSON,WRK,800-555-1212,,US,Y,Y
10220,KFS-TEM-KRIM-PHONE-0373,KFS1052,PERSON,WRK,800-555-1212,,US,Y,Y
10221,KFS-TEM-KRIM-PHONE-0374,KFS2535,PERSON,WRK,800-555-1212,,US,Y,Y
10222,KFS-TEM-KRIM-PHONE-0375,KFS3510,PERSON,WRK,800-555-1212,,US,Y,Y
10223,KFS-TEM-KRIM-PHONE-0376,KFS1113,PERSON,WRK,800-555-1212,,US,Y,Y
10224,KFS-TEM-KRIM-PHONE-0377,KFS3399,PERSON,WRK,800-555-1212,,US,Y,Y
10225,KFS-TEM-KRIM-PHONE-0378,KFS2648,PERSON,WRK,800-555-1212,,US,Y,Y
10226,KFS-TEM-KRIM-PHONE-0379,KFS2801,PERSON,WRK,800-555-1212,,US,Y,Y
10227,KFS-TEM-KRIM-PHONE-0380,KFS2534,PERSON,WRK,800-555-1212,,US,Y,Y
10228,KFS-TEM-KRIM-PHONE-0381,KFS1520,PERSON,WRK,800-555-1212,,US,Y,Y
10609,KFS-TEM-KRIM-PHONE-0382,KFS2584,PERSON,WRK,800-555-1212,,US,Y,Y
10610,KFS-TEM-KRIM-PHONE-0383,KFS3153,PERSON,WRK,800-555-1212,,US,Y,Y
10611,KFS-TEM-KRIM-PHONE-0384,KFS2869,PERSON,WRK,800-555-1212,,US,Y,Y
10612,KFS-TEM-KRIM-PHONE-0385,KFS3549,PERSON,WRK,800-555-1212,,US,Y,Y
10613,KFS-TEM-KRIM-PHONE-0386,KFS2344,PERSON,WRK,800-555-1212,,US,Y,Y
10614,KFS-TEM-KRIM-PHONE-0387,KFS3642,PERSON,WRK,800-555-1212,,US,Y,Y
10615,KFS-TEM-KRIM-PHONE-0388,KFS3458,PERSON,WRK,800-555-1212,,US,Y,Y
10616,KFS-TEM-KRIM-PHONE-0389,KFS3911,PERSON,WRK,800-555-1212,,US,Y,Y
10617,KFS-TEM-KRIM-PHONE-0390,KFS1864,PERSON,WRK,800-555-1212,,US,Y,Y
10618,KFS-TEM-KRIM-PHONE-0391,KFS3693,PERSON,WRK,800-555-1212,,US,Y,Y
10619,KFS-TEM-KRIM-PHONE-0392,KFS3950,PERSON,WRK,800-555-1212,,US,Y,Y
10620,KFS-TEM-KRIM-PHONE-0393,KFS3335,PERSON,WRK,800-555-1212,,US,Y,Y
10621,KFS-TEM-KRIM-PHONE-0394,KFS3112,PERSON,WRK,800-555-1212,,US,Y,Y
10622,KFS-TEM-KRIM-PHONE-0395,KFS2882,PERSON,WRK,800-555-1212,,US,Y,Y
10623,KFS-TEM-KRIM-PHONE-0396,KFS3528,PERSON,WRK,800-555-1212,,US,Y,Y
10624,KFS-TEM-KRIM-PHONE-0397,KFS3382,PERSON,WRK,800-555-1212,,US,Y,Y
10625,KFS-TEM-KRIM-PHONE-0398,KFS3394,PERSON,WRK,800-555-1212,,US,Y,Y
10626,KFS-TEM-KRIM-PHONE-0399,KFS3919,PERSON,WRK,800-555-1212,,US,Y,Y
10627,KFS-TEM-KRIM-PHONE-0400,KFS1025,PERSON,WRK,800-555-1212,,US,Y,Y
10628,KFS-TEM-KRIM-PHONE-0401,KFS3223,PERSON,WRK,800-555-1212,,US,Y,Y
10629,KFS-TEM-KRIM-PHONE-0402,KFS3115,PERSON,WRK,800-555-1212,,US,Y,Y
10630,KFS-TEM-KRIM-PHONE-0403,KFS2854,PERSON,WRK,800-555-1212,,US,Y,Y
10631,KFS-TEM-KRIM-PHONE-0404,KFS2835,PERSON,WRK,800-555-1212,,US,Y,Y
10632,KFS-TEM-KRIM-PHONE-0405,KFS3623,PERSON,WRK,800-555-1212,,US,Y,Y
10633,KFS-TEM-KRIM-PHONE-0406,KFS3221,PERSON,WRK,800-555-1212,,US,Y,Y
10634,KFS-TEM-KRIM-PHONE-0407,KFS2884,PERSON,WRK,800-555-1212,,US,Y,Y
10635,KFS-TEM-KRIM-PHONE-0408,KFS3972,PERSON,WRK,800-555-1212,,US,Y,Y
10636,KFS-TEM-KRIM-PHONE-0409,KFS3838,PERSON,WRK,800-555-1212,,US,Y,Y
10637,KFS-TEM-KRIM-PHONE-0410,KFS3263,PERSON,WRK,800-555-1212,,US,Y,Y
10638,KFS-TEM-KRIM-PHONE-0411,KFS3205,PERSON,WRK,800-555-1212,,US,Y,Y
10639,KFS-TEM-KRIM-PHONE-0412,KFS3732,PERSON,WRK,800-555-1212,,US,Y,Y
10640,KFS-TEM-KRIM-PHONE-0413,KFS1110,PERSON,WRK,800-555-1212,,US,Y,Y
10641,KFS-TEM-KRIM-PHONE-0414,KFS3720,PERSON,WRK,800-555-1212,,US,Y,Y
10642,KFS-TEM-KRIM-PHONE-0415,KFS3351,PERSON,WRK,800-555-1212,,US,Y,Y
10643,KFS-TEM-KRIM-PHONE-0416,KFS3840,PERSON,WRK,800-555-1212,,US,Y,Y
10644,KFS-TEM-KRIM-PHONE-0417,KFS3495,PERSON,WRK,800-555-1212,,US,Y,Y
10645,KFS-TEM-KRIM-PHONE-0418,KFS3832,PERSON,WRK,800-555-1212,,US,Y,Y
10646,KFS-TEM-KRIM-PHONE-0419,KFS3338,PERSON,WRK,800-555-1212,,US,Y,Y
10647,KFS-TEM-KRIM-PHONE-0420,KFS3258,PERSON,WRK,800-555-1212,,US,Y,Y
10648,KFS-TEM-KRIM-PHONE-0421,KFS2968,PERSON,WRK,800-555-1212,,US,Y,Y
10649,KFS-TEM-KRIM-PHONE-0422,KFS4002,PERSON,WRK,800-555-1212,,US,Y,Y
10650,KFS-TEM-KRIM-PHONE-0423,KFS2412,PERSON,WRK,800-555-1212,,US,Y,Y
10651,KFS-TEM-KRIM-PHONE-0424,KFS3846,PERSON,WRK,800-555-1212,,US,Y,Y
10652,KFS-TEM-KRIM-PHONE-0425,KFS3527,PERSON,WRK,800-555-1212,,US,Y,Y
10653,KFS-TEM-KRIM-PHONE-0426,KFS2949,PERSON,WRK,800-555-1212,,US,Y,Y
10654,KFS-TEM-KRIM-PHONE-0427,KFS3088,PERSON,WRK,800-555-1212,,US,Y,Y
10655,KFS-TEM-KRIM-PHONE-0428,KFS3711,PERSON,WRK,800-555-1212,,US,Y,Y
10656,KFS-TEM-KRIM-PHONE-0429,KFS2823,PERSON,WRK,800-555-1212,,US,Y,Y
10657,KFS-TEM-KRIM-PHONE-0430,KFS2897,PERSON,WRK,800-555-1212,,US,Y,Y
10658,KFS-TEM-KRIM-PHONE-0431,KFS1076,PERSON,WRK,800-555-1212,,US,Y,Y
10659,KFS-TEM-KRIM-PHONE-0432,KFS3489,PERSON,WRK,800-555-1212,,US,Y,Y
10660,KFS-TEM-KRIM-PHONE-0433,KFS1096,PERSON,WRK,800-555-1212,,US,Y,Y
10661,KFS-TEM-KRIM-PHONE-0434,KFS3442,PERSON,WRK,800-555-1212,,US,Y,Y
10662,KFS-TEM-KRIM-PHONE-0435,KFS2806,PERSON,WRK,800-555-1212,,US,Y,Y
10663,KFS-TEM-KRIM-PHONE-0436,KFS1070,PERSON,WRK,800-555-1212,,US,Y,Y
10664,KFS-TEM-KRIM-PHONE-0437,KFS1109,PERSON,WRK,800-555-1212,,US,Y,Y
10665,KFS-TEM-KRIM-PHONE-0438,KFS3076,PERSON,WRK,800-555-1212,,US,Y,Y
10666,KFS-TEM-KRIM-PHONE-0439,KFS3408,PERSON,WRK,800-555-1212,,US,Y,Y
10667,KFS-TEM-KRIM-PHONE-0440,KFS1717,PERSON,WRK,800-555-1212,,US,Y,Y
10668,KFS-TEM-KRIM-PHONE-0441,KFS2894,PERSON,WRK,800-555-1212,,US,Y,Y
10669,KFS-TEM-KRIM-PHONE-0442,KFS3537,PERSON,WRK,800-555-1212,,US,Y,Y
10670,KFS-TEM-KRIM-PHONE-0443,KFS3785,PERSON,WRK,800-555-1212,,US,Y,Y
10671,KFS-TEM-KRIM-PHONE-0444,KFS2778,PERSON,WRK,800-555-1212,,US,Y,Y
10672,KFS-TEM-KRIM-PHONE-0445,KFS3517,PERSON,WRK,800-555-1212,,US,Y,Y
10673,KFS-TEM-KRIM-PHONE-0446,KFS2941,PERSON,WRK,800-555-1212,,US,Y,Y
10674,KFS-TEM-KRIM-PHONE-0447,KFS1686,PERSON,WRK,800-555-1212,,US,Y,Y
10675,KFS-TEM-KRIM-PHONE-0448,KFS3015,PERSON,WRK,800-555-1212,,US,Y,Y
10676,KFS-TEM-KRIM-PHONE-0449,KFS3875,PERSON,WRK,800-555-1212,,US,Y,Y
10677,KFS-TEM-KRIM-PHONE-0450,KFS3474,PERSON,WRK,800-555-1212,,US,Y,Y
10678,KFS-TEM-KRIM-PHONE-0451,KFS1637,PERSON,WRK,800-555-1212,,US,Y,Y
10679,KFS-TEM-KRIM-PHONE-0452,KFS3134,PERSON,WRK,800-555-1212,,US,Y,Y
10680,KFS-TEM-KRIM-PHONE-0453,KFS3544,PERSON,WRK,800-555-1212,,US,Y,Y
10681,KFS-TEM-KRIM-PHONE-0454,KFS3841,PERSON,WRK,800-555-1212,,US,Y,Y
10682,KFS-TEM-KRIM-PHONE-0455,KFS3869,PERSON,WRK,800-555-1212,,US,Y,Y
10683,KFS-TEM-KRIM-PHONE-0456,KFS3811,PERSON,WRK,800-555-1212,,US,Y,Y
10684,KFS-TEM-KRIM-PHONE-0457,KFS3210,PERSON,WRK,800-555-1212,,US,Y,Y
10685,KFS-TEM-KRIM-PHONE-0458,KFS1105,PERSON,WRK,800-555-1212,,US,Y,Y
10686,KFS-TEM-KRIM-PHONE-0459,KFS2851,PERSON,WRK,800-555-1212,,US,Y,Y
10687,KFS-TEM-KRIM-PHONE-0460,KFS3806,PERSON,WRK,800-555-1212,,US,Y,Y
10688,KFS-TEM-KRIM-PHONE-0461,KFS1000,PERSON,WRK,800-555-1212,,US,Y,Y
10689,KFS-TEM-KRIM-PHONE-0462,KFS4031,PERSON,WRK,800-555-1212,,US,Y,Y
10690,KFS-TEM-KRIM-PHONE-0463,KFS3672,PERSON,WRK,800-555-1212,,US,Y,Y
10691,KFS-TEM-KRIM-PHONE-0464,KFS3976,PERSON,WRK,800-555-1212,,US,Y,Y
10692,KFS-TEM-KRIM-PHONE-0465,KFS2805,PERSON,WRK,800-555-1212,,US,Y,Y
10693,KFS-TEM-KRIM-PHONE-0466,KFS1081,PERSON,WRK,800-555-1212,,US,Y,Y
10694,KFS-TEM-KRIM-PHONE-0467,KFS2227,PERSON,WRK,800-555-1212,,US,Y,Y
10695,KFS-TEM-KRIM-PHONE-0468,KFS3892,PERSON,WRK,800-555-1212,,US,Y,Y
10696,KFS-TEM-KRIM-PHONE-0469,KFS3598,PERSON,WRK,800-555-1212,,US,Y,Y
10697,KFS-TEM-KRIM-PHONE-0470,KFS3255,PERSON,WRK,800-555-1212,,US,Y,Y
10698,KFS-TEM-KRIM-PHONE-0471,KFS1172,PERSON,WRK,800-555-1212,,US,Y,Y
10699,KFS-TEM-KRIM-PHONE-0472,KFS1531,PERSON,WRK,800-555-1212,,US,Y,Y
10700,KFS-TEM-KRIM-PHONE-0473,KFS3234,PERSON,WRK,800-555-1212,,US,Y,Y
10701,KFS-TEM-KRIM-PHONE-0474,KFS3574,PERSON,WRK,800-555-1212,,US,Y,Y
10702,KFS-TEM-KRIM-PHONE-0475,KFS2986,PERSON,WRK,800-555-1212,,US,Y,Y
10703,KFS-TEM-KRIM-PHONE-0476,KFS3270,PERSON,WRK,800-555-1212,,US,Y,Y
10704,KFS-TEM-KRIM-PHONE-0477,KFS3497,PERSON,WRK,800-555-1212,,US,Y,Y
10705,KFS-TEM-KRIM-PHONE-0478,KFS3859,PERSON,WRK,800-555-1212,,US,Y,Y
10706,KFS-TEM-KRIM-PHONE-0479,KFS2819,PERSON,WRK,800-555-1212,,US,Y,Y
10707,KFS-TEM-KRIM-PHONE-0480,KFS2763,PERSON,WRK,800-555-1212,,US,Y,Y
10708,KFS-TEM-KRIM-PHONE-0481,KFS2655,PERSON,WRK,800-555-1212,,US,Y,Y
10709,KFS-TEM-KRIM-PHONE-0482,KFS3147,PERSON,WRK,800-555-1212,,US,Y,Y
10710,KFS-TEM-KRIM-PHONE-0483,KFS3294,PERSON,WRK,800-555-1212,,US,Y,Y
10711,KFS-TEM-KRIM-PHONE-0484,KFS1074,PERSON,WRK,800-555-1212,,US,Y,Y
10712,KFS-TEM-KRIM-PHONE-0485,KFS3670,PERSON,WRK,800-555-1212,,US,Y,Y
10713,KFS-TEM-KRIM-PHONE-0486,KFS3291,PERSON,WRK,800-555-1212,,US,Y,Y
10714,KFS-TEM-KRIM-PHONE-0487,KFS3334,PERSON,WRK,800-555-1212,,US,Y,Y
10715,KFS-TEM-KRIM-PHONE-0488,KFS4004,PERSON,WRK,800-555-1212,,US,Y,Y
10716,KFS-TEM-KRIM-PHONE-0489,KFS2828,PERSON,WRK,800-555-1212,,US,Y,Y
10717,KFS-TEM-KRIM-PHONE-0490,KFS3310,PERSON,WRK,800-555-1212,,US,Y,Y
10718,KFS-TEM-KRIM-PHONE-0491,KFS2836,PERSON,WRK,800-555-1212,,US,Y,Y
10719,KFS-TEM-KRIM-PHONE-0492,KFS3498,PERSON,WRK,800-555-1212,,US,Y,Y
10720,KFS-TEM-KRIM-PHONE-0493,KFS3376,PERSON,WRK,800-555-1212,,US,Y,Y
10721,KFS-TEM-KRIM-PHONE-0494,KFS3424,PERSON,WRK,800-555-1212,,US,Y,Y
10722,KFS-TEM-KRIM-PHONE-0495,KFS3290,PERSON,WRK,800-555-1212,,US,Y,Y
10723,KFS-TEM-KRIM-PHONE-0496,KFS3333,PERSON,WRK,800-555-1212,,US,Y,Y
10724,KFS-TEM-KRIM-PHONE-0497,KFS3617,PERSON,WRK,800-555-1212,,US,Y,Y
10725,KFS-TEM-KRIM-PHONE-0498,KFS3416,PERSON,WRK,800-555-1212,,US,Y,Y
10726,KFS-TEM-KRIM-PHONE-0499,KFS2787,PERSON,WRK,800-555-1212,,US,Y,Y
10727,KFS-TEM-KRIM-PHONE-0500,KFS2940,PERSON,WRK,800-555-1212,,US,Y,Y
10728,KFS-TEM-KRIM-PHONE-0501,KFS3418,PERSON,WRK,800-555-1212,,US,Y,Y
10729,KFS-TEM-KRIM-PHONE-0502,KFS3986,PERSON,WRK,800-555-1212,,US,Y,Y
10730,KFS-TEM-KRIM-PHONE-0503,KFS3881,PERSON,WRK,800-555-1212,,US,Y,Y
10731,KFS-TEM-KRIM-PHONE-0504,KFS3006,PERSON,WRK,800-555-1212,,US,Y,Y
