ENTITY_ADDR_ID,OBJ_ID,ENTITY_ID,ENT_TYP_CD,ADDR_TYP_CD,ADDR_LINE_1,ADDR_LINE_2,ADDR_LINE_3,CITY,STATE_PVC_CD,POSTAL_CD,POSTAL_CNTRY_CD,DFLT_IND,ACTV_IND
10075,KFS-TEM-KRIM-ADDR-0201,KFS2929,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10076,KFS-TEM-KRIM-ADDR-0202,KFS2991,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10077,KFS-TEM-KRIM-ADDR-0203,KFS3813,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10078,KFS-TEM-KRIM-ADDR-0204,KFS3499,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10079,KFS-TEM-KRIM-ADDR-0205,KFS3589,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10080,KFS-TEM-KRIM-ADDR-0206,KFS2658,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10081,KFS-TEM-KRIM-ADDR-0207,KFS3828,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10082,KFS-TEM-KRIM-ADDR-0208,KFS3172,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10083,KFS-TEM-KRIM-ADDR-0209,KFS2990,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10084,KFS-TEM-KRIM-ADDR-0210,KFS3041,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10085,KFS-TEM-KRIM-ADDR-0211,KFS1068,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10086,KFS-TEM-KRIM-ADDR-0212,KFS2761,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10087,KFS-TEM-KRIM-ADDR-0213,KFS3018,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10088,KFS-TEM-KRIM-ADDR-0214,KFS3646,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10089,KFS-TEM-KRIM-ADDR-0215,KFS3099,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10090,KFS-TEM-KRIM-ADDR-0216,KFS2948,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10091,KFS-TEM-KRIM-ADDR-0217,KFS2817,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10092,KFS-TEM-KRIM-ADDR-0218,KFS3426,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10093,KFS-TEM-KRIM-ADDR-0219,KFS3501,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10094,KFS-TEM-KRIM-ADDR-0220,KFS3878,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10095,KFS-TEM-KRIM-ADDR-0221,KFS3660,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10096,KFS-TEM-KRIM-ADDR-0222,KFS3790,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10097,KFS-TEM-KRIM-ADDR-0223,KFS3390,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10098,KFS-TEM-KRIM-ADDR-0224,KFS1057,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10099,KFS-TEM-KRIM-ADDR-0225,KFS2872,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10100,KFS-TEM-KRIM-ADDR-0226,KFS3472,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10101,KFS-TEM-KRIM-ADDR-0227,KFS1137,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10102,KFS-TEM-KRIM-ADDR-0228,KFS1087,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10103,KFS-TEM-KRIM-ADDR-0229,KFS3144,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10104,KFS-TEM-KRIM-ADDR-0230,KFS3879,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10105,KFS-TEM-KRIM-ADDR-0231,KFS2799,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10106,KFS-TEM-KRIM-ADDR-0232,KFS3792,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10107,KFS-TEM-KRIM-ADDR-0233,KFS2903,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10108,KFS-TEM-KRIM-ADDR-0234,KFS4015,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10109,KFS-TEM-KRIM-ADDR-0235,KFS3842,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10110,KFS-TEM-KRIM-ADDR-0236,KFS3413,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10111,KFS-TEM-KRIM-ADDR-0237,KFS3359,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10112,KFS-TEM-KRIM-ADDR-0238,KFS3760,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10113,KFS-TEM-KRIM-ADDR-0239,KFS3002,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10114,KFS-TEM-KRIM-ADDR-0240,KFS3550,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10115,KFS-TEM-KRIM-ADDR-0241,KFS3716,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10116,KFS-TEM-KRIM-ADDR-0242,KFS3733,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10117,KFS-TEM-KRIM-ADDR-0243,KFS3289,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10118,KFS-TEM-KRIM-ADDR-0244,KFS2224,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10119,KFS-TEM-KRIM-ADDR-0245,KFS3610,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10120,KFS-TEM-KRIM-ADDR-0246,KFS3348,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10121,KFS-TEM-KRIM-ADDR-0247,KFS3387,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10122,KFS-TEM-KRIM-ADDR-0248,KFS3311,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10123,KFS-TEM-KRIM-ADDR-0249,KFS3954,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10124,KFS-TEM-KRIM-ADDR-0250,KFS3483,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10125,KFS-TEM-KRIM-ADDR-0251,KFS1433,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10126,KFS-TEM-KRIM-ADDR-0252,KFS3379,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10127,KFS-TEM-KRIM-ADDR-0253,KFS3274,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10128,KFS-TEM-KRIM-ADDR-0254,KFS3105,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10129,KFS-TEM-KRIM-ADDR-0255,KFS2893,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10130,KFS-TEM-KRIM-ADDR-0256,KFS3511,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10131,KFS-TEM-KRIM-ADDR-0257,KFS3562,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10132,KFS-TEM-KRIM-ADDR-0258,KFS3367,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10133,KFS-TEM-KRIM-ADDR-0259,KFS3417,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10134,KFS-TEM-KRIM-ADDR-0260,KFS1884,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10135,KFS-TEM-KRIM-ADDR-0261,KFS3860,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10136,KFS-TEM-KRIM-ADDR-0262,KFS2839,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10137,KFS-TEM-KRIM-ADDR-0263,KFS3276,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10138,KFS-TEM-KRIM-ADDR-0264,KFS3467,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10139,KFS-TEM-KRIM-ADDR-0265,KFS3530,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10140,KFS-TEM-KRIM-ADDR-0266,KFS3313,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10141,KFS-TEM-KRIM-ADDR-0267,KFS2961,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10142,KFS-TEM-KRIM-ADDR-0268,KFS1005,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10143,KFS-TEM-KRIM-ADDR-0269,KFS3820,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10144,KFS-TEM-KRIM-ADDR-0270,KFS2776,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10145,KFS-TEM-KRIM-ADDR-0271,KFS3613,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10146,KFS-TEM-KRIM-ADDR-0272,KFS3555,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10147,KFS-TEM-KRIM-ADDR-0273,KFS3393,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10148,KFS-TEM-KRIM-ADDR-0274,KFS3620,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10149,KFS-TEM-KRIM-ADDR-0275,KFS3488,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10150,KFS-TEM-KRIM-ADDR-0276,KFS3266,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10151,KFS-TEM-KRIM-ADDR-0277,KFS3342,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10152,KFS-TEM-KRIM-ADDR-0278,KFS3476,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10153,KFS-TEM-KRIM-ADDR-0279,KFS3731,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10154,KFS-TEM-KRIM-ADDR-0280,KFS3633,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10155,KFS-TEM-KRIM-ADDR-0281,KFS3201,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10156,KFS-TEM-KRIM-ADDR-0282,KFS2554,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10157,KFS-TEM-KRIM-ADDR-0283,KFS3410,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10158,KFS-TEM-KRIM-ADDR-0284,KFS3125,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10159,KFS-TEM-KRIM-ADDR-0285,KFS3981,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10160,KFS-TEM-KRIM-ADDR-0286,KFS1231,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10161,KFS-TEM-KRIM-ADDR-0287,KFS3722,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10162,KFS-TEM-KRIM-ADDR-0288,KFS2863,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10163,KFS-TEM-KRIM-ADDR-0289,KFS2773,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10164,KFS-TEM-KRIM-ADDR-0290,KFS3631,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10165,KFS-TEM-KRIM-ADDR-0291,KFS2952,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10166,KFS-TEM-KRIM-ADDR-0292,KFS2938,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10167,KFS-TEM-KRIM-ADDR-0293,KFS2913,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10168,KFS-TEM-KRIM-ADDR-0294,KFS3299,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10169,KFS-TEM-KRIM-ADDR-0295,KFS2880,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10170,KFS-TEM-KRIM-ADDR-0296,KFS3823,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10171,KFS-TEM-KRIM-ADDR-0297,KFS3309,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10172,KFS-TEM-KRIM-ADDR-0298,KFS3391,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10173,KFS-TEM-KRIM-ADDR-0299,KFS3939,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10174,KFS-TEM-KRIM-ADDR-0300,KFS3525,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10175,KFS-TEM-KRIM-ADDR-0301,KFS3867,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10176,KFS-TEM-KRIM-ADDR-0302,KFS3809,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10177,KFS-TEM-KRIM-ADDR-0303,KFS3866,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10178,KFS-TEM-KRIM-ADDR-0304,KFS3216,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10179,KFS-TEM-KRIM-ADDR-0305,KFS3970,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10180,KFS-TEM-KRIM-ADDR-0306,KFS1309,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10181,KFS-TEM-KRIM-ADDR-0307,KFS3586,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10182,KFS-TEM-KRIM-ADDR-0308,KFS2918,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10183,KFS-TEM-KRIM-ADDR-0309,KFS3055,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10184,KFS-TEM-KRIM-ADDR-0310,KFS3674,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10185,KFS-TEM-KRIM-ADDR-0311,KFS3973,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10497,KFS-TEM-KRIM-ADDR-0312,KFS4003,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10498,KFS-TEM-KRIM-ADDR-0313,KFS3632,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10499,KFS-TEM-KRIM-ADDR-0314,KFS3882,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10500,KFS-TEM-KRIM-ADDR-0315,KFS2824,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10501,KFS-TEM-KRIM-ADDR-0316,KFS3106,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10502,KFS-TEM-KRIM-ADDR-0317,KFS3934,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10503,KFS-TEM-KRIM-ADDR-0318,KFS1101,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10504,KFS-TEM-KRIM-ADDR-0319,KFS3374,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10505,KFS-TEM-KRIM-ADDR-0320,KFS3316,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10506,KFS-TEM-KRIM-ADDR-0321,KFS2616,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10507,KFS-TEM-KRIM-ADDR-0322,KFS3877,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10508,KFS-TEM-KRIM-ADDR-0323,KFS3168,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10509,KFS-TEM-KRIM-ADDR-0324,KFS3763,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10510,KFS-TEM-KRIM-ADDR-0325,KFS2914,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10511,KFS-TEM-KRIM-ADDR-0326,KFS3718,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10512,KFS-TEM-KRIM-ADDR-0327,KFS3340,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10513,KFS-TEM-KRIM-ADDR-0328,KFS3795,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10514,KFS-TEM-KRIM-ADDR-0329,KFS1599,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10515,KFS-TEM-KRIM-ADDR-0330,KFS1006,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10516,KFS-TEM-KRIM-ADDR-0331,KFS3140,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10517,KFS-TEM-KRIM-ADDR-0332,KFS3375,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10518,KFS-TEM-KRIM-ADDR-0333,KFS3189,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10519,KFS-TEM-KRIM-ADDR-0334,KFS3236,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10520,KFS-TEM-KRIM-ADDR-0335,KFS3614,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10521,KFS-TEM-KRIM-ADDR-0336,KFS2907,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10522,KFS-TEM-KRIM-ADDR-0337,KFS3853,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10523,KFS-TEM-KRIM-ADDR-0338,KFS3122,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10524,KFS-TEM-KRIM-ADDR-0339,KFS3013,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10525,KFS-TEM-KRIM-ADDR-0340,KFS3904,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10526,KFS-TEM-KRIM-ADDR-0341,KFS2073,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10527,KFS-TEM-KRIM-ADDR-0342,KFS1014,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10528,KFS-TEM-KRIM-ADDR-0343,KFS3597,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10529,KFS-TEM-KRIM-ADDR-0344,KFS2945,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10530,KFS-TEM-KRIM-ADDR-0345,KFS3915,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10531,KFS-TEM-KRIM-ADDR-0346,KFS3868,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10532,KFS-TEM-KRIM-ADDR-0347,KFS3612,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10533,KFS-TEM-KRIM-ADDR-0348,KFS3104,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10534,KFS-TEM-KRIM-ADDR-0349,KFS3611,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10535,KFS-TEM-KRIM-ADDR-0350,KFS1515,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10536,KFS-TEM-KRIM-ADDR-0351,KFS3198,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10537,KFS-TEM-KRIM-ADDR-0352,KFS3957,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10538,KFS-TEM-KRIM-ADDR-0353,KFS3983,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10539,KFS-TEM-KRIM-ADDR-0354,KFS3754,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10540,KFS-TEM-KRIM-ADDR-0355,KFS3603,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10541,KFS-TEM-KRIM-ADDR-0356,KFS2797,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10542,KFS-TEM-KRIM-ADDR-0357,KFS2693,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10543,KFS-TEM-KRIM-ADDR-0358,KFS3298,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10544,KFS-TEM-KRIM-ADDR-0359,KFS3355,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10545,KFS-TEM-KRIM-ADDR-0360,KFS2920,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10546,KFS-TEM-KRIM-ADDR-0361,KFS2815,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10547,KFS-TEM-KRIM-ADDR-0362,KFS3940,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10548,KFS-TEM-KRIM-ADDR-0363,KFS4008,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10549,KFS-TEM-KRIM-ADDR-0364,KFS2965,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10550,KFS-TEM-KRIM-ADDR-0365,KFS3465,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10551,KFS-TEM-KRIM-ADDR-0366,KFS1091,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10552,KFS-TEM-KRIM-ADDR-0367,KFS2917,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10553,KFS-TEM-KRIM-ADDR-0368,KFS3268,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10554,KFS-TEM-KRIM-ADDR-0369,KFS3032,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10555,KFS-TEM-KRIM-ADDR-0370,KFS3272,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10556,KFS-TEM-KRIM-ADDR-0371,KFS3743,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10557,KFS-TEM-KRIM-ADDR-0372,KFS3679,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10558,KFS-TEM-KRIM-ADDR-0373,KFS2762,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10559,KFS-TEM-KRIM-ADDR-0374,KFS3154,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10560,KFS-TEM-KRIM-ADDR-0375,KFS3449,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10561,KFS-TEM-KRIM-ADDR-0376,KFS3616,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10562,KFS-TEM-KRIM-ADDR-0377,KFS3773,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10563,KFS-TEM-KRIM-ADDR-0378,KFS3024,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10564,KFS-TEM-KRIM-ADDR-0379,KFS3585,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10565,KFS-TEM-KRIM-ADDR-0380,KFS3319,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10566,KFS-TEM-KRIM-ADDR-0381,KFS3035,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10567,KFS-TEM-KRIM-ADDR-0382,KFS3228,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10568,KFS-TEM-KRIM-ADDR-0383,KFS3179,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10569,KFS-TEM-KRIM-ADDR-0384,KFS2388,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10570,KFS-TEM-KRIM-ADDR-0385,KFS3296,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10571,KFS-TEM-KRIM-ADDR-0386,KFS3563,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10572,KFS-TEM-KRIM-ADDR-0387,KFS3170,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10573,KFS-TEM-KRIM-ADDR-0388,KFS3816,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10574,KFS-TEM-KRIM-ADDR-0389,KFS3777,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10575,KFS-TEM-KRIM-ADDR-0390,KFS3675,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10576,KFS-TEM-KRIM-ADDR-0391,KFS2235,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10577,KFS-TEM-KRIM-ADDR-0392,KFS3982,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10578,KFS-TEM-KRIM-ADDR-0393,KFS3890,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10579,KFS-TEM-KRIM-ADDR-0394,KFS3305,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10580,KFS-TEM-KRIM-ADDR-0395,KFS3783,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10581,KFS-TEM-KRIM-ADDR-0396,KFS2887,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10582,KFS-TEM-KRIM-ADDR-0397,KFS2621,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10583,KFS-TEM-KRIM-ADDR-0398,KFS3789,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10584,KFS-TEM-KRIM-ADDR-0399,KFS2837,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
10585,KFS-TEM-KRIM-ADDR-0400,KFS2138,PERSON,WRK,East Peltason Dr,,,Irvine,CA,92697,US,Y,Y
