"ENTITY_NM_ID","OBJ_ID","ENTITY_ID","NM_TYP_CD","FIRST_NM","MIDDLE_NM","LAST_NM","SUFFIX_NM","TITLE_NM","DFLT_IND","ACTV_IND"
"2862","2862","2862","PRFR","TORY","M","SWEITZER","","","Y","Y"
"2863","2863","2863","PRFR","CARMINE","O","MOUNTS","","","Y","Y"
"2864","2864","2864","PRFR","DALLAS","V","LOVING","","","Y","Y"
"2865","2865","2865","PRFR","BOOKER","H","RENSHAW","","","Y","Y"
"2866","2866","2866","PRFR","STACI","F","DORAN","","","Y","Y"
"2867","2867","2867","PRFR","HARRIETT","Z","EAGLE","","","Y","Y"
"2868","2868","2868","PRFR","LOUELLA","M","SOUTH","","","Y","Y"
"2869","2869","2869","PRFR","GAY","U","ENDICOTT","","","Y","Y"
"2870","2870","2870","PRFR","LAURA","R","BASSO","","","Y","Y"
"2871","2871","2871","PRFR","MICHAEL","Z","AYOTTE","","","Y","Y"
"2872","2872","2872","PRFR","ELLIS","G","FAUST","","","Y","Y"
"2873","2873","2873","PRFR","ELLA","R","DRYE","","","Y","Y"
"2874","2874","2874","PRFR","ELLIS","J","CONWELL","","","Y","Y"
"2875","2875","2875","PRFR","NICHOLAS","S","BUTT","","","Y","Y"
"2876","2876","2876","PRFR","JEFFERSON","D","WESTON","","","Y","Y"
"2877","2877","2877","PRFR","PAULINE","L","DELOZIER","","","Y","Y"
"2878","2878","2878","PRFR","MALCOLM","L","BROCHU","","","Y","Y"
"2879","2879","2879","PRFR","DORIS","I","SKEEN","","","Y","Y"
"2880","2880","2880","PRFR","OLEN","O","DAVILA","","","Y","Y"
"2881","2881","2881","PRFR","SUSANA","N","FRAZIER","","","Y","Y"
"2882","2882","2882","PRFR","SHERRY","V","FIFE","","","Y","Y"
"2883","2883","2883","PRFR","ALEJANDRA","E","PICKARD","","","Y","Y"
"2884","2884","2884","PRFR","LETHA","V","PLEMMONS","","","Y","Y"
"2885","2885","2885","PRFR","KRISTIN","U","PHILIPS","","","Y","Y"
"2886","2886","2886","PRFR","SHELBY","J","SHAUGHNESSY","","","Y","Y"
"2887","2887","2887","PRFR","RUDOLPH","D","PLATT","","","Y","Y"
"2888","2888","2888","PRFR","DANE","D","WARRINGTON","","","Y","Y"
"2889","2889","2889","PRFR","JARED","N","TEASLEY","","","Y","Y"
"2890","2890","2890","PRFR","KURTIS","W","STATEN","","","Y","Y"
"2891","2891","2891","PRFR","YOUNG","Q","MICHAELSON","","","Y","Y"
"2892","2892","2892","PRFR","BRIAN","T","SKILES","","","Y","Y"
"2893","2893","2893","PRFR","HERSCHEL","N","VALENTE","","","Y","Y"
"2894","2894","2894","PRFR","MYRNA","X","WHYTE","","","Y","Y"
"2895","2895","2895","PRFR","EVE","Q","BERGLUND","","","Y","Y"
"2896","2896","2896","PRFR","KRISTI","Q","EASTERLING","","","Y","Y"
"2897","2897","2897","PRFR","RHEA","W","PORTERFIELD","","","Y","Y"
"2898","2898","2898","PRFR","TEDDY","I","SAAVEDRA","","","Y","Y"
"2899","2899","2899","PRFR","ZACHARY","Y","STANFILL","","","Y","Y"
"2900","2900","2900","PRFR","PATRICE","N","SEIBEL","","","Y","Y"
"2901","2901","2901","PRFR","ANGELITA","T","NIGHTINGALE","","","Y","Y"
"2902","2902","2902","PRFR","GINGER","I","HATTEN","","","Y","Y"
"2903","2903","2903","PRFR","TRUMAN","G","ALDERSON","","","Y","Y"
"2904","2904","2904","PRFR","JOSEFA","N","KITE","","","Y","Y"
"2905","2905","2905","PRFR","ALTA","E","BEAL","","","Y","Y"
"2906","2906","2906","PRFR","WILLIAMS","P","CORBITT","","","Y","Y"
"2907","2907","2907","PRFR","ART","B","CROWE","","","Y","Y"
"2908","2908","2908","PRFR","DEWITT","I","VARELA","","","Y","Y"
"2909","2909","2909","PRFR","NORBERT","F","OLINGER","","","Y","Y"
"2910","2910","2910","PRFR","DARWIN","U","THRIFT","","","Y","Y"
"2911","2911","2911","PRFR","FLORINE","D","STRICKER","","","Y","Y"
"2912","2912","2912","PRFR","AIDA","U","DIXON","","","Y","Y"
"2913","2913","2913","PRFR","JAMAAL","O","JUDE","","","Y","Y"
"2914","2914","2914","PRFR","LOWELL","B","PEDERSON","","","Y","Y"
"2915","2915","2915","PRFR","DEVIN","Z","SHERWIN","","","Y","Y"
"2916","2916","2916","PRFR","MICHAEL","L","CAHILL","","","Y","Y"
"2917","2917","2917","PRFR","ROCCO","C","WHITTED","","","Y","Y"
"2918","2918","2918","PRFR","GILBERTO","P","FABRIZIO","","","Y","Y"
"2919","2919","2919","PRFR","LILY","M","GUY","","","Y","Y"
"2920","2920","2920","PRFR","IAN","C","PAGEL","","","Y","Y"
"2921","2921","2921","PRFR","LEONEL","X","MELLON","","","Y","Y"
"2922","2922","2922","PRFR","LUPE","Q","HAWORTH","","","Y","Y"
"2923","2923","2923","PRFR","SANG","H","OWINGS","","","Y","Y"
"2924","2924","2924","PRFR","LORRAINE","I","BOWDEN","","","Y","Y"
"2925","2925","2925","PRFR","JAMES","F","FAUST","","","Y","Y"
"2926","2926","2926","PRFR","THAD","A","PEELE","","","Y","Y"
"2927","2927","2927","PRFR","COLEEN","P","SILVERSTEIN","","","Y","Y"
"2928","2928","2928","PRFR","RENE","M","KEPHART","","","Y","Y"
"2929","2929","2929","PRFR","BLAIR","F","SUMMER","","","Y","Y"
"2930","2930","2930","PRFR","AMOS","V","NOYES","","","Y","Y"
"2931","2931","2931","PRFR","KARIN","U","LOERA","","","Y","Y"
"2932","2932","2932","PRFR","GLORIA","F","BELLAMY","","","Y","Y"
"2933","2933","2933","PRFR","ANGEL","X","DENT","","","Y","Y"
"2934","2934","2934","PRFR","MARITZA","D","BOTELLO","","","Y","Y"
"2935","2935","2935","PRFR","EMILY","C","HODGES","","","Y","Y"
"2936","2936","2936","PRFR","REID","E","MANGAN","","","Y","Y"
"2937","2937","2937","PRFR","ISSAC","D","KITE","","","Y","Y"
"2938","2938","2938","PRFR","JOSIAH","O","HOLTER","","","Y","Y"
"2939","2939","2939","PRFR","MARK","Q","WAINWRIGHT","","","Y","Y"
"2940","2940","2940","PRFR","QUINTON","R","PICKEL","","","Y","Y"
"2941","2941","2941","PRFR","SHAUNA","X","CLOWER","","","Y","Y"
"2942","2942","2942","PRFR","FANNY","I","LOMAX","","","Y","Y"
"2943","2943","2943","PRFR","ALONZO","E","BARRINGER","","","Y","Y"
"2944","2944","2944","PRFR","BRIGITTE","K","EVERHART","","","Y","Y"
"2945","2945","2945","PRFR","FRITZ","B","NUNES","","","Y","Y"
"2946","2946","2946","PRFR","BUFORD","I","MODICA","","","Y","Y"
"2947","2947","2947","PRFR","ABDUL","A","FARTHING","","","Y","Y"
"2948","2948","2948","PRFR","BRENT","G","KORTE","","","Y","Y"
"2949","2949","2949","PRFR","CALLIE","W","WAGONER","","","Y","Y"
"2950","2950","2950","PRFR","SETH","S","PURDY","","","Y","Y"
"2951","2951","2951","PRFR","CHASE","L","GROSSMAN","","","Y","Y"
"2952","2952","2952","PRFR","ALDEN","O","NOCK","","","Y","Y"
"2953","2953","2953","PRFR","JAIME","Q","BROCKINGTON","","","Y","Y"
"2954","2954","2954","PRFR","ROBT","I","STILTNER","","","Y","Y"
"2955","2955","2955","PRFR","PAIGE","S","COPENHAVER","","","Y","Y"
"2956","2956","2956","PRFR","ADDIE","B","PARE","","","Y","Y"
"2957","2957","2957","PRFR","VINCE","M","WHITING","","","Y","Y"
"2958","2958","2958","PRFR","DERICK","V","COBB","","","Y","Y"
"2959","2959","2959","PRFR","NEWTON","V","VILLASENOR","","","Y","Y"
"2960","2960","2960","PRFR","JEWEL","T","GRAZIANO","","","Y","Y"
"2961","2961","2961","PRFR","KENNY","O","FULBRIGHT","","","Y","Y"
"2962","2962","2962","PRFR","PAULETTE","D","THIGPEN","","","Y","Y"
"2963","2963","2963","PRFR","DIANA","A","TOMLINSON","","","Y","Y"
"2964","2964","2964","PRFR","VIOLET","A","GASKINS","","","Y","Y"
"2965","2965","2965","PRFR","JEAN","C","KITCHENS","","","Y","Y"
"2966","2966","2966","PRFR","AGNES","Q","BURDETTE","","","Y","Y"
"2967","2967","2967","PRFR","ERICKA","O","DUBOSE","","","Y","Y"
"2968","2968","2968","PRFR","MELBA","W","WAMPLER","","","Y","Y"
"2969","2969","2969","PRFR","HOLLY","S","NUSSBAUM","","","Y","Y"
"2970","2970","2970","PRFR","ELBA","C","HOUSE","","","Y","Y"
"2971","2971","2971","PRFR","BURTON","J","HOLLIFIELD","","","Y","Y"
"2972","2972","2972","PRFR","MARGARITA","A","BARRY","","","Y","Y"
"2973","2973","2973","PRFR","JAYNE","F","DIEHL","","","Y","Y"
"2974","2974","2974","PRFR","STEFAN","P","THORNE","","","Y","Y"
"2975","2975","2975","PRFR","JULIO","Q","LOWE","","","Y","Y"
"2976","2976","2976","PRFR","BRIDGETT","S","RAMER","","","Y","Y"
"2977","2977","2977","PRFR","SAMUEL","U","TOY","","","Y","Y"
"2978","2978","2978","PRFR","DARREL","L","MCGEHEE","","","Y","Y"
"2979","2979","2979","PRFR","JENNIE","Q","LIVINGSTON","","","Y","Y"
"2980","2980","2980","PRFR","HERSCHEL","J","BERGER","","","Y","Y"
"2981","2981","2981","PRFR","JAMAR","R","HAYASHI","","","Y","Y"
"2982","2982","2982","PRFR","ESTELLA","I","PEIFFER","","","Y","Y"
"2983","2983","2983","PRFR","MARICELA","E","GANN","","","Y","Y"
"2984","2984","2984","PRFR","CAROL","E","GOEBEL","","","Y","Y"
"2985","2985","2985","PRFR","TRACIE","E","BURKES","","","Y","Y"
"2986","2986","2986","PRFR","MARICELA","Y","NAUMANN","","","Y","Y"
"2987","2987","2987","PRFR","KERRI","I","SALGADO","","","Y","Y"
"2988","2988","2988","PRFR","GUSTAVO","V","HUYNH","","","Y","Y"
"2989","2989","2989","PRFR","DUSTY","T","WENDELL","","","Y","Y"
"2990","2990","2990","PRFR","CHRISTOPHER","G","BASHAW","","","Y","Y"
"2991","2991","2991","PRFR","DUNCAN","F","ROEMER","","","Y","Y"
"2992","2992","2992","PRFR","TRICIA","I","BOYKINS","","","Y","Y"
"2993","2993","2993","PRFR","SYBIL","Z","HAIGH","","","Y","Y"
"2994","2994","2994","PRFR","ADELA","Z","ESSARY","","","Y","Y"
"2995","2995","2995","PRFR","AURELIA","L","BARROWS","","","Y","Y"
"2996","2996","2996","PRFR","GARRY","I","OKEEFE","","","Y","Y"
"2997","2997","2997","PRFR","GABRIELLE","N","VIDRINE","","","Y","Y"
"2998","2998","2998","PRFR","STACEY","O","LEATHERWOOD","","","Y","Y"
"2999","2999","2999","PRFR","SONDRA","P","RIGDON","","","Y","Y"
"3000","3000","3000","PRFR","SHELBY","E","NAVA","","","Y","Y"
"3001","3001","3001","PRFR","JULIETTE","T","STROUP","","","Y","Y"
"3002","3002","3002","PRFR","RUSS","G","FORET","","","Y","Y"
"3003","3003","3003","PRFR","ALYSON","S","GILMER","","","Y","Y"
"3004","3004","3004","PRFR","FLORA","L","BODEN","","","Y","Y"
"3005","3005","3005","PRFR","MATILDA","Q","ORTEGA","","","Y","Y"
"3006","3006","3006","PRFR","BEAU","R","GODSEY","","","Y","Y"
"3007","3007","3007","PRFR","DANNY","A","HARDEN","","","Y","Y"
"3008","3008","3008","PRFR","EMILY","L","NICHOLLS","","","Y","Y"
"3009","3009","3009","PRFR","TWILA","K","FEDERICO","","","Y","Y"
"3010","3010","3010","PRFR","SELMA","R","GARRIS","","","Y","Y"
"3011","3011","3011","PRFR","CLINTON","K","GILLAM","","","Y","Y"
"3012","3012","3012","PRFR","TRISHA","C","MCCLENDON","","","Y","Y"
"3013","3013","3013","PRFR","TRENTON","B","GRIGG","","","Y","Y"
"3014","3014","3014","PRFR","ROSARIO","D","GORHAM","","","Y","Y"
"3015","3015","3015","PRFR","JEANIE","X","GUILLORY","","","Y","Y"
"3016","3016","3016","PRFR","ARACELI","Q","EMERY","","","Y","Y"
"3017","3017","3017","PRFR","ANDREA","Q","DOWDY","","","Y","Y"
"3018","3018","3018","PRFR","TOM","G","MOSLEY","","","Y","Y"
"3019","3019","3019","PRFR","NANNIE","J","KAISER","","","Y","Y"
"3020","3020","3020","PRFR","LELIA","S","MINTER","","","Y","Y"
"3021","3021","3021","PRFR","LENA","H","DEAL","","","Y","Y"
"3022","3022","3022","PRFR","MERRILL","T","THORSON","","","Y","Y"
"3023","3023","3023","PRFR","SILAS","V","OMARA","","","Y","Y"
"3024","3024","3024","PRFR","JAMAAL","C","GASAWAY","","","Y","Y"
"3025","3025","3025","PRFR","ORA","N","LOGGINS","","","Y","Y"
"3026","3026","3026","PRFR","MARLENE","Z","MANION","","","Y","Y"
"3027","3027","3027","PRFR","GABRIEL","Z","NIGHTINGALE","","","Y","Y"
"3028","3028","3028","PRFR","MORRIS","U","STANSBURY","","","Y","Y"
"3029","3029","3029","PRFR","ALISSA","E","YANCEY","","","Y","Y"
"3030","3030","3030","PRFR","KIRSTEN","L","HOLLISTER","","","Y","Y"
"3031","3031","3031","PRFR","THERON","I","NATION","","","Y","Y"
"3032","3032","3032","PRFR","MARY","C","GASPARD","","","Y","Y"
"3033","3033","3033","PRFR","ALMA","F","MCCANDLESS","","","Y","Y"
"3034","3034","3034","PRFR","MICHAEL","L","CALLAHAN","","","Y","Y"
"3035","3035","3035","PRFR","AMADO","C","BAUGH","","","Y","Y"
"3036","3036","3036","PRFR","VICTORIA","S","HOUSER","","","Y","Y"
"3037","3037","3037","PRFR","ERNESTINE","Q","WALSTON","","","Y","Y"
"3038","3038","3038","PRFR","OLLIE","M","RANGEL","","","Y","Y"
"3039","3039","3039","PRFR","FRANCISCO","U","HOLLOMAN","","","Y","Y"
"3040","3040","3040","PRFR","KIRSTEN","O","JULIUS","","","Y","Y"
"3041","3041","3041","PRFR","DANIEL","G","STANFILL","","","Y","Y"
"3042","3042","3042","PRFR","MARYANNE","M","CARLISLE","","","Y","Y"
"3043","3043","3043","PRFR","JARED","N","BYBEE","","","Y","Y"
"3044","3044","3044","PRFR","CAROLINA","U","KNOTTS","","","Y","Y"
"3045","3045","3045","PRFR","TONYA","L","KILBURN","","","Y","Y"
"3046","3046","3046","PRFR","JACLYN","J","MELVIN","","","Y","Y"
"3047","3047","3047","PRFR","VIRGIE","A","PUTMAN","","","Y","Y"
"3048","3048","3048","PRFR","VITO","H","OGLESBY","","","Y","Y"
"3049","3049","3049","PRFR","ELVIS","L","MCHENRY","","","Y","Y"
"3050","3050","3050","PRFR","IGNACIO","A","STANFIELD","","","Y","Y"
"3051","3051","3051","PRFR","ANDREW","W","HUCK","","","Y","Y"
"3052","3052","3052","PRFR","WOODROW","E","WENTWORTH","","","Y","Y"
"3053","3053","3053","PRFR","ART","X","MAYHEW","","","Y","Y"
"3054","3054","3054","PRFR","JOSEPHINE","F","LINGENFELTER","","","Y","Y"
"3055","3055","3055","PRFR","NOAH","P","SOLIS","","","Y","Y"
"3056","3056","3056","PRFR","RAMON","L","KEYSER","","","Y","Y"
"3057","3057","3057","PRFR","JIMMY","V","THAMES","","","Y","Y"
"3058","3058","3058","PRFR","GUSTAVO","Y","ELIAS","","","Y","Y"
"3059","3059","3059","PRFR","DELIA","B","HEROD","","","Y","Y"
"3060","3060","3060","PRFR","JEAN","S","BLAINE","","","Y","Y"
"3061","3061","3061","PRFR","JONAS","M","BAIRD","","","Y","Y"
"3062","3062","3062","PRFR","ESTER","K","BROOMFIELD","","","Y","Y"
"3063","3063","3063","PRFR","FERDINAND","T","STROMBERG","","","Y","Y"
"3064","3064","3064","PRFR","LAURI","D","MICHALAK","","","Y","Y"
"3065","3065","3065","PRFR","WILBERT","V","MCMURRY","","","Y","Y"
"3066","3066","3066","PRFR","PORFIRIO","H","FOREST","","","Y","Y"
"3067","3067","3067","PRFR","MOISES","H","KOZLOWSKI","","","Y","Y"
"3068","3068","3068","PRFR","WALDO","S","SMITHSON","","","Y","Y"
"3069","3069","3069","PRFR","ADRIAN","Q","WILK","","","Y","Y"
"3070","3070","3070","PRFR","JOSIAH","X","LANDEROS","","","Y","Y"
"3071","3071","3071","PRFR","ARIEL","E","ABAD","","","Y","Y"
"3072","3072","3072","PRFR","LADONNA","P","HOGGARD","","","Y","Y"
"3073","3073","3073","PRFR","SELMA","P","LITTLES","","","Y","Y"
"3074","3074","3074","PRFR","ALTON","V","JANKOWSKI","","","Y","Y"
"3075","3075","3075","PRFR","MICHELE","J","MORENO","","","Y","Y"
"3076","3076","3076","PRFR","LETICIA","X","GUTIERREZ","","","Y","Y"
"3077","3077","3077","PRFR","DOMINIC","J","KEAN","","","Y","Y"
"3078","3078","3078","PRFR","MYRA","P","LARGE","","","Y","Y"
"3079","3079","3079","PRFR","LAWRENCE","Y","MERAZ","","","Y","Y"
"3080","3080","3080","PRFR","LOUIE","H","RAAB","","","Y","Y"
"3081","3081","3081","PRFR","ROMEO","K","RUFFNER","","","Y","Y"
"3082","3082","3082","PRFR","MOHAMED","I","BILLUPS","","","Y","Y"
"3083","3083","3083","PRFR","STANLEY","L","MORELL","","","Y","Y"
"3084","3084","3084","PRFR","BROOKE","D","RUBEN","","","Y","Y"
"3085","3085","3085","PRFR","CLAIR","T","BURROWS","","","Y","Y"
"3086","3086","3086","PRFR","PHILLIP","Z","BENTLEY","","","Y","Y"
"3087","3087","3087","PRFR","ALFONZO","T","ICKES","","","Y","Y"
"3088","3088","3088","PRFR","SELMA","W","DERRY","","","Y","Y"
"3089","3089","3089","PRFR","LUIS","Z","NEWSON","","","Y","Y"
"3090","3090","3090","PRFR","RONNY","W","JAWORSKI","","","Y","Y"
"3091","3091","3091","PRFR","ROBT","P","COGGINS","","","Y","Y"
"3092","3092","3092","PRFR","DANNIE","W","GERHARDT","","","Y","Y"
"3093","3093","3093","PRFR","MARTY","K","CUSTER","","","Y","Y"
"3094","3094","3094","PRFR","DOYLE","N","GINSBERG","","","Y","Y"
"3095","3095","3095","PRFR","GEORGETTE","M","YIM","","","Y","Y"
"3096","3096","3096","PRFR","OLLIE","N","MCKAMEY","","","Y","Y"
"3097","3097","3097","PRFR","TROY","Z","LANDER","","","Y","Y"
"3098","3098","3098","PRFR","ARMANDO","K","FIX","","","Y","Y"
"3099","3099","3099","PRFR","TIM","G","BAYLES","","","Y","Y"
"3100","3100","3100","PRFR","HOMER","X","FORE","","","Y","Y"
"3101","3101","3101","PRFR","SASHA","L","CHABOT","","","Y","Y"
"3102","3102","3102","PRFR","CARL","E","BURNSIDE","","","Y","Y"
"3103","3103","3103","PRFR","JAMES","K","TRUEBLOOD","","","Y","Y"
"3104","3104","3104","PRFR","HANK","B","NICHOL","","","Y","Y"
"3105","3105","3105","PRFR","SHELTON","N","EBERLE","","","Y","Y"
"3106","3106","3106","PRFR","MIKE","B","BOLANOS","","","Y","Y"
"3107","3107","3107","PRFR","DAMON","U","AYCOCK","","","Y","Y"
"3108","3108","3108","PRFR","DENNY","F","BRENT","","","Y","Y"
"3109","3109","3109","PRFR","ALBERT","S","ATWOOD","","","Y","Y"
"3110","3110","3110","PRFR","LAZARO","T","QUINTANILLA","","","Y","Y"
"3111","3111","3111","PRFR","CANDY","J","AUSTIN","","","Y","Y"
"3112","3112","3112","PRFR","TAMMY","V","ISLAS","","","Y","Y"
"3113","3113","3113","PRFR","ROBERTO","M","DURST","","","Y","Y"
"3114","3114","3114","PRFR","MADELEINE","Q","TOMLINSON","","","Y","Y"
"3115","3115","3115","PRFR","MABLE","V","LIU","","","Y","Y"
"3116","3116","3116","PRFR","STEFAN","Y","REGISTER","","","Y","Y"
"3117","3117","3117","PRFR","SABRINA","Q","EASON","","","Y","Y"
"3118","3118","3118","PRFR","CATHERINE","D","BOOKMAN","","","Y","Y"
"3119","3119","3119","PRFR","SEYMOUR","S","METCALF","","","Y","Y"
"3120","3120","3120","PRFR","FRANCISCO","X","WILLHITE","","","Y","Y"
"3121","3121","3121","PRFR","MASON","P","PARMER","","","Y","Y"
"3122","3122","3122","PRFR","WELDON","B","BRAZIL","","","Y","Y"
"3123","3123","3123","PRFR","GARTH","Z","PICKLE","","","Y","Y"
"3124","3124","3124","PRFR","ELOISE","T","RODARTE","","","Y","Y"
"3125","3125","3125","PRFR","RILEY","O","SHRADER","","","Y","Y"
"3126","3126","3126","PRFR","WESTON","P","AKINS","","","Y","Y"
"3127","3127","3127","PRFR","SHELBY","M","NUNEZ","","","Y","Y"
"3128","3128","3128","PRFR","ABDUL","P","NAVARRETTE","","","Y","Y"
"3129","3129","3129","PRFR","CHARLEY","H","SWINSON","","","Y","Y"
"3130","3130","3130","PRFR","JORGE","J","QUACKENBUSH","","","Y","Y"
"3131","3131","3131","PRFR","EDDIE","G","CASTANON","","","Y","Y"
"3132","3132","3132","PRFR","BRADLY","D","FEY","","","Y","Y"
"3133","3133","3133","PRFR","MORGAN","O","HUDDLESTON","","","Y","Y"
"3134","3134","3134","PRFR","SAVANNAH","X","TOOLE","","","Y","Y"
"3135","3135","3135","PRFR","DORIS","B","PILKINGTON","","","Y","Y"
"3136","3136","3136","PRFR","STUART","K","GANT","","","Y","Y"
"3137","3137","3137","PRFR","VIOLA","R","MAGNUSON","","","Y","Y"
"3138","3138","3138","PRFR","WILTON","K","LYKINS","","","Y","Y"
"3139","3139","3139","PRFR","ORA","C","MCNALLY","","","Y","Y"
"3140","3140","3140","PRFR","MORGAN","B","SWITZER","","","Y","Y"
"3141","3141","3141","PRFR","INGRID","E","EAKINS","","","Y","Y"
"3142","3142","3142","PRFR","MICKEY","Y","CONWELL","","","Y","Y"
"3143","3143","3143","PRFR","SYLVESTER","J","VILLAGOMEZ","","","Y","Y"
"3144","3144","3144","PRFR","GREGORIO","G","WESTOVER","","","Y","Y"
"3145","3145","3145","PRFR","KATHARINE","T","MCPHAIL","","","Y","Y"
"3146","3146","3146","PRFR","ROBERTA","G","RENFROW","","","Y","Y"
"3147","3147","3147","PRFR","RENEE","Z","DEEN","","","Y","Y"
"3148","3148","3148","PRFR","LINA","J","LARA","","","Y","Y"
"3149","3149","3149","PRFR","MEAGAN","P","CHICK","","","Y","Y"
"3150","3150","3150","PRFR","LUKE","L","BOONE","","","Y","Y"
"3151","3151","3151","PRFR","BRAD","X","FARRELL","","","Y","Y"
"3152","3152","3152","PRFR","LYNN","A","EADDY","","","Y","Y"
"3153","3153","3153","PRFR","EVE","U","ARENAS","","","Y","Y"
"3154","3154","3154","PRFR","MITCHEL","C","TALBERT","","","Y","Y"
"3155","3155","3155","PRFR","RACHAEL","J","LOUCKS","","","Y","Y"
"3156","3156","3156","PRFR","TRISHA","P","COLELLA","","","Y","Y"
"3157","3157","3157","PRFR","MELISSA","U","SCHRAMM","","","Y","Y"
"3158","3158","3158","PRFR","CHRISTOPHER","Q","QUARLES","","","Y","Y"
"3159","3159","3159","PRFR","FRANCINE","B","LY","","","Y","Y"
"3160","3160","3160","PRFR","TERRIE","C","ARANDA","","","Y","Y"
"3161","3161","3161","PRFR","ROSETTA","S","MCCULLY","","","Y","Y"
"3162","3162","3162","PRFR","SELMA","K","BUFORD","","","Y","Y"
"3163","3163","3163","PRFR","PERRY","Q","GALVEZ","","","Y","Y"
"3164","3164","3164","PRFR","DIANN","P","LESKO","","","Y","Y"
"3165","3165","3165","PRFR","JOHNATHON","K","LOEFFLER","","","Y","Y"
"3166","3166","3166","PRFR","TERRY","H","SYLVESTER","","","Y","Y"
"3167","3167","3167","PRFR","YVETTE","I","RYDER","","","Y","Y"
"3168","3168","3168","PRFR","TERRANCE","B","SWANNER","","","Y","Y"
"3169","3169","3169","PRFR","JEANETTE","E","YOHO","","","Y","Y"
"3170","3170","3170","PRFR","JIMMY","D","PFEIFER","","","Y","Y"
"3171","3171","3171","PRFR","CHRYSTAL","F","KEE","","","Y","Y"
"3172","3172","3172","PRFR","RICHARD","G","LAY","","","Y","Y"
"3173","3173","3173","PRFR","SELMA","Q","TOLMAN","","","Y","Y"
"3174","3174","3174","PRFR","SHELLY","F","SERNA","","","Y","Y"
"3175","3175","3175","PRFR","FERDINAND","U","SLY","","","Y","Y"
"3176","3176","3176","PRFR","SALLIE","G","HASTINGS","","","Y","Y"
"3177","3177","3177","PRFR","TESSA","M","ABBEY","","","Y","Y"
"3178","3178","3178","PRFR","GUS","J","DUCHARME","","","Y","Y"
"3179","3179","3179","PRFR","GEORGE","D","YAZZIE","","","Y","Y"
"3180","3180","3180","PRFR","IRENE","S","CARBAJAL","","","Y","Y"
"3181","3181","3181","PRFR","JOANNE","T","NUSS","","","Y","Y"
"3182","3182","3182","PRFR","MOSES","L","FORSTER","","","Y","Y"
"3183","3183","3183","PRFR","EMILY","N","AQUILAR","","","Y","Y"
"3184","3184","3184","PRFR","LEANN","D","MEACHAM","","","Y","Y"
"3185","3185","3185","PRFR","ROXIE","B","BOYES","","","Y","Y"
"3186","3186","3186","PRFR","FELIPE","V","DUVALL","","","Y","Y"
"3187","3187","3187","PRFR","EUNICE","I","OLGUIN","","","Y","Y"
"3188","3188","3188","PRFR","TRACIE","R","ALDEN","","","Y","Y"
"3189","3189","3189","PRFR","BURTON","B","BURRUSS","","","Y","Y"
"3190","3190","3190","PRFR","MARCI","E","SCANLAN","","","Y","Y"
"3191","3191","3191","PRFR","LYNNETTE","E","MULLER","","","Y","Y"
"3192","3192","3192","PRFR","JACKLYN","J","GORDY","","","Y","Y"
"3193","3193","3193","PRFR","DALTON","P","WESSON","","","Y","Y"
"3194","3194","3194","PRFR","HUGH","H","BOLDEN","","","Y","Y"
"3195","3195","3195","PRFR","LLOYD","N","ESHELMAN","","","Y","Y"
"3196","3196","3196","PRFR","DESIREE","G","OLANDER","","","Y","Y"
"3197","3197","3197","PRFR","LUCY","E","FELKER","","","Y","Y"
"3198","3198","3198","PRFR","HAROLD","C","BOGARD","","","Y","Y"
"3199","3199","3199","PRFR","GEORGIA","R","KRAUS","","","Y","Y"
"3200","3200","3200","PRFR","DEBRA","J","BINION","","","Y","Y"
"3201","3201","3201","PRFR","ROCCO","O","CAREY","","","Y","Y"
"3202","3202","3202","PRFR","IVORY","A","KONRAD","","","Y","Y"
"3203","3203","3203","PRFR","ADELA","O","SEITZ","","","Y","Y"
"3204","3204","3204","PRFR","WESLEY","F","TOM","","","Y","Y"
"3205","3205","3205","PRFR","COLETTE","V","WENDEL","","","Y","Y"
"3206","3206","3206","PRFR","DOUGLAS","Y","TRUEBLOOD","","","Y","Y"
"3207","3207","3207","PRFR","SPENCER","E","HAFER","","","Y","Y"
"3208","3208","3208","PRFR","WILSON","W","ROE","","","Y","Y"
"3209","3209","3209","PRFR","WARREN","Z","TOLENTINO","","","Y","Y"
"3210","3210","3210","PRFR","FLORENCE","Y","HOGG","","","Y","Y"
"3211","3211","3211","PRFR","MAY","O","LLOYD","","","Y","Y"
"3212","3212","3212","PRFR","FRANCISCA","D","STGERMAIN","","","Y","Y"
"3213","3213","3213","PRFR","JEANINE","S","DENMAN","","","Y","Y"
"3214","3214","3214","PRFR","LOUIE","Z","MILAM","","","Y","Y"
"3215","3215","3215","PRFR","DONA","D","MARTI","","","Y","Y"
"3216","3216","3216","PRFR","GENE","P","BILLY","","","Y","Y"
"3217","3217","3217","PRFR","DWIGHT","F","BINKLEY","","","Y","Y"
"3218","3218","3218","PRFR","MARGARITO","P","BROGAN","","","Y","Y"
"3219","3219","3219","PRFR","MARYELLEN","F","SAWYER","","","Y","Y"
"3220","3220","3220","PRFR","RANDI","A","GINN","","","Y","Y"
"3221","3221","3221","PRFR","MEAGAN","V","MICELI","","","Y","Y"
"3222","3222","3222","PRFR","BOOKER","Y","WOMBLE","","","Y","Y"
"3223","3223","3223","PRFR","ERMA","V","HYDER","","","Y","Y"
"3224","3224","3224","PRFR","DOLLY","D","KUNZ","","","Y","Y"
