"ENTITY_EXT_ID_ID","OBJ_ID","ENTITY_ID","EXT_ID_TYP_CD","EXT_ID"
"4565","4565","2866","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4566","4566","2867","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4567","4567","2868","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4568","4568","2869","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4569","4569","2870","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4570","4570","2871","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4571","4571","2872","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4572","4572","2873","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4573","4573","2874","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4574","4574","2875","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4575","4575","2876","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4576","4576","2877","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4577","4577","2878","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4578","4578","2879","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4579","4579","2880","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4580","4580","2881","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4581","4581","2882","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4582","4582","2883","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4583","4583","2884","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4584","4584","2885","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4585","4585","2886","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4586","4586","2887","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4587","4587","2888","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4588","4588","2889","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4589","4589","2890","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4590","4590","2891","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4591","4591","2892","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4592","4592","2893","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4593","4593","2894","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4594","4594","2895","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4595","4595","2896","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4596","4596","2897","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4597","4597","2898","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4598","4598","2899","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4599","4599","2900","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4600","4600","2901","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4601","4601","2902","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4602","4602","2903","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4603","4603","2904","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4604","4604","2905","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4605","4605","2906","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4606","4606","2907","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4607","4607","2908","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4608","4608","2909","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4609","4609","2910","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4610","4610","2911","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4611","4611","2912","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4612","4612","2913","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4613","4613","2914","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4614","4614","2915","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4615","4615","2916","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4616","4616","2917","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4617","4617","2918","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4618","4618","2919","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4619","4619","2920","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4620","4620","2921","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4621","4621","2922","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4622","4622","2923","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4623","4623","2924","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4624","4624","2925","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4625","4625","2926","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4626","4626","2927","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4627","4627","2928","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4628","4628","2929","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4629","4629","2930","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4630","4630","2931","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4631","4631","2932","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4632","4632","2933","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4633","4633","2934","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4634","4634","2935","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4635","4635","2936","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4636","4636","2937","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4637","4637","2938","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4638","4638","2939","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4639","4639","2940","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4640","4640","2941","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4641","4641","2942","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4642","4642","2943","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4643","4643","2944","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4644","4644","2945","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4645","4645","2946","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4646","4646","2947","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4647","4647","2948","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4648","4648","2949","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4649","4649","2950","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4650","4650","2951","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4651","4651","2952","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4652","4652","2953","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4653","4653","2954","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4654","4654","2955","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4655","4655","2956","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4656","4656","2957","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4657","4657","2958","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4658","4658","2959","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4659","4659","2960","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4660","4660","2961","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4661","4661","2962","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4662","4662","2963","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4663","4663","2964","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4664","4664","2965","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4665","4665","2966","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4666","4666","2967","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4667","4667","2968","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4668","4668","2969","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4669","4669","2970","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4670","4670","2971","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4671","4671","2972","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4672","4672","2973","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4673","4673","2974","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4674","4674","2975","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4675","4675","2976","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4676","4676","2977","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4677","4677","2978","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4678","4678","2979","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4679","4679","2980","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4680","4680","2981","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4681","4681","2982","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4682","4682","2983","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4683","4683","2984","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4684","4684","2985","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4685","4685","2986","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4686","4686","2987","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4687","4687","2988","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4688","4688","2989","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4689","4689","2990","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4690","4690","2991","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4691","4691","2992","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4692","4692","2993","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4693","4693","2994","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4694","4694","2995","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4695","4695","2996","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4696","4696","2997","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4697","4697","2998","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4698","4698","2999","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4699","4699","3000","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4700","4700","3001","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4701","4701","3002","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4702","4702","3003","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4703","4703","3004","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4704","4704","3005","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4705","4705","3006","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4706","4706","3007","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4707","4707","3008","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4708","4708","3009","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4709","4709","3010","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4710","4710","3011","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4711","4711","3012","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4712","4712","3013","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4713","4713","3014","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4714","4714","3015","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4715","4715","3016","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4716","4716","3017","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4717","4717","3018","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4718","4718","3019","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4719","4719","3020","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4720","4720","3021","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4721","4721","3022","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4722","4722","3023","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4723","4723","3024","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4724","4724","3025","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4725","4725","3026","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4726","4726","3027","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4727","4727","3028","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4728","4728","3029","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4729","4729","3030","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4730","4730","3031","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4731","4731","3032","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4732","4732","3033","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4733","4733","3034","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4734","4734","3035","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4735","4735","3036","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4736","4736","3037","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4737","4737","3038","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4738","4738","3039","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4739","4739","3040","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4740","4740","3041","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4741","4741","3042","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4742","4742","3043","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4743","4743","3044","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4744","4744","3045","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4745","4745","3046","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4746","4746","3047","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4747","4747","3048","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4748","4748","3049","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4749","4749","3050","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4750","4750","3051","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4751","4751","3052","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4752","4752","3053","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4753","4753","3054","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4754","4754","3055","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4755","4755","3056","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4756","4756","3057","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4757","4757","3058","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4758","4758","3059","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4759","4759","3060","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4760","4760","3061","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4761","4761","3062","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4762","4762","3063","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4763","4763","3064","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4764","4764","3065","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4765","4765","3066","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4766","4766","3067","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4767","4767","3068","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4768","4768","3069","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4769","4769","3070","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4770","4770","3071","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4771","4771","3072","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4772","4772","3073","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4773","4773","3074","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4774","4774","3075","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4775","4775","3076","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4776","4776","3077","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4777","4777","3078","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4778","4778","3079","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4779","4779","3080","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4780","4780","3081","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4781","4781","3082","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4782","4782","3083","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4783","4783","3084","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4784","4784","3085","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4785","4785","3086","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4786","4786","3087","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4787","4787","3088","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4788","4788","3089","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4789","4789","3090","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4790","4790","3091","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4791","4791","3092","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4792","4792","3093","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4793","4793","3094","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4794","4794","3095","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4795","4795","3096","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4796","4796","3097","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4797","4797","3098","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4798","4798","3099","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4799","4799","3100","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4800","4800","3101","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4801","4801","3102","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4802","4802","3103","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4803","4803","3104","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4804","4804","3105","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4805","4805","3106","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4806","4806","3107","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4807","4807","3108","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4808","4808","3109","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4809","4809","3110","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4810","4810","3111","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4811","4811","3112","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4812","4812","3113","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4813","4813","3114","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4814","4814","3115","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4815","4815","3116","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4816","4816","3117","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4817","4817","3118","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4818","4818","3119","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4819","4819","3120","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4820","4820","3121","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4821","4821","3122","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4822","4822","3123","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4823","4823","3124","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4824","4824","3125","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4825","4825","3126","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4826","4826","3127","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4827","4827","3128","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4828","4828","3129","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4829","4829","3130","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4830","4830","3131","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4831","4831","3132","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4832","4832","3133","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4833","4833","3134","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4834","4834","3135","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4835","4835","3136","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4836","4836","3137","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4837","4837","3138","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4838","4838","3139","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4839","4839","3140","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4840","4840","3141","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4841","4841","3142","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4842","4842","3143","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4843","4843","3144","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4844","4844","3145","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4845","4845","3146","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4846","4846","3147","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4847","4847","3148","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4848","4848","3149","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4849","4849","3150","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4850","4850","3151","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4851","4851","3152","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4852","4852","3153","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4853","4853","3154","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4854","4854","3155","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4855","4855","3156","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4856","4856","3157","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4857","4857","3158","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4858","4858","3159","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4859","4859","3160","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4860","4860","3161","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4861","4861","3162","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4862","4862","3163","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4863","4863","3164","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4864","4864","3165","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4865","4865","3166","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4866","4866","3167","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4867","4867","3168","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4868","4868","3169","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4869","4869","3170","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4870","4870","3171","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4871","4871","3172","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4872","4872","3173","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4873","4873","3174","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4874","4874","3175","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4875","4875","3176","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4876","4876","3177","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4877","4877","3178","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4878","4878","3179","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4879","4879","3180","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4880","4880","3181","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4881","4881","3182","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4882","4882","3183","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4883","4883","3184","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4884","4884","3185","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4885","4885","3186","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4886","4886","3187","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4887","4887","3188","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4888","4888","3189","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4889","4889","3190","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4890","4890","3191","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4891","4891","3192","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4892","4892","3193","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4893","4893","3194","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4894","4894","3195","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4895","4895","3196","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4896","4896","3197","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4897","4897","3198","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4898","4898","3199","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4899","4899","3200","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4900","4900","3201","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4901","4901","3202","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4902","4902","3203","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4903","4903","3204","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4904","4904","3205","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4905","4905","3206","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4906","4906","3207","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4907","4907","3208","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4908","4908","3209","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4909","4909","3210","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4910","4910","3211","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4911","4911","3212","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4912","4912","3213","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4913","4913","3214","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4914","4914","3215","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4915","4915","3216","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4916","4916","3217","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4917","4917","3218","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4918","4918","3219","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4919","4919","3220","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4920","4920","3221","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4921","4921","3222","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4922","4922","3223","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4923","4923","3224","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4924","4924","3225","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4925","4925","3226","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4926","4926","3227","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4927","4927","3228","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4928","4928","3229","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4929","4929","3230","TAX","XBy8HbA0p2kc3lalnjPKpA=="
"4930","4930","3231","TAX","XBy8HbA0p2kc3lalnjPKpA=="
