entity_phone_id|obj_id|ver_nbr|entity_id|ent_typ_cd|phone_typ_cd|phone_nbr|phone_extn_nbr|postal_cntry_cd|dflt_ind|actv_ind|last_updt_dt|
10212|KFS-TEM-KRIM-PHONE-0365|1.0|KFS3862|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10213|KFS-TEM-KRIM-PHONE-0366|1.0|KFS3587|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10214|KFS-TEM-KRIM-PHONE-0367|1.0|KFS3908|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10215|KFS-TEM-KRIM-PHONE-0368|1.0|KFS3069|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10216|KFS-TEM-KRIM-PHONE-0369|1.0|KFS2975|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10217|KFS-TEM-KRIM-PHONE-0370|1.0|KFS2953|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10218|KFS-TEM-KRIM-PHONE-0371|1.0|KFS3163|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10219|KFS-TEM-KRIM-PHONE-0372|1.0|KFS3739|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10220|KFS-TEM-KRIM-PHONE-0373|1.0|KFS1052|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10221|KFS-TEM-KRIM-PHONE-0374|1.0|KFS2535|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10222|KFS-TEM-KRIM-PHONE-0375|1.0|KFS3510|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10223|KFS-TEM-KRIM-PHONE-0376|1.0|KFS1113|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10224|KFS-TEM-KRIM-PHONE-0377|1.0|KFS3399|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10225|KFS-TEM-KRIM-PHONE-0378|1.0|KFS2648|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10226|KFS-TEM-KRIM-PHONE-0379|1.0|KFS2801|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10227|KFS-TEM-KRIM-PHONE-0380|1.0|KFS2534|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10228|KFS-TEM-KRIM-PHONE-0381|1.0|KFS1520|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10229|KFS-TEM-KRIM-PHONE-0002|1.0|KFS2019|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10230|KFS-TEM-KRIM-PHONE-0003|1.0|KFS3923|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10231|KFS-TEM-KRIM-PHONE-0004|1.0|KFS3691|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10232|KFS-TEM-KRIM-PHONE-0005|1.0|KFS2284|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10233|KFS-TEM-KRIM-PHONE-0006|1.0|KFS2891|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10234|KFS-TEM-KRIM-PHONE-0007|1.0|KFS3652|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10235|KFS-TEM-KRIM-PHONE-0008|1.0|KFS3931|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10236|KFS-TEM-KRIM-PHONE-0009|1.0|KFS3017|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10237|KFS-TEM-KRIM-PHONE-0010|1.0|KFS3666|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10238|KFS-TEM-KRIM-PHONE-0011|1.0|KFS3247|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10239|KFS-TEM-KRIM-PHONE-0012|1.0|KFS3423|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10240|KFS-TEM-KRIM-PHONE-0013|1.0|KFS4046|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10241|KFS-TEM-KRIM-PHONE-0014|1.0|1125|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10242|KFS-TEM-KRIM-PHONE-0015|1.0|1126|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10243|KFS-TEM-KRIM-PHONE-0016|1.0|1129|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10244|KFS-TEM-KRIM-PHONE-0017|1.0|1130|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10245|KFS-TEM-KRIM-PHONE-0018|1.0|1135|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10246|KFS-TEM-KRIM-PHONE-0019|1.0|1121|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10247|KFS-TEM-KRIM-PHONE-0020|1.0|1116|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10248|KFS-TEM-KRIM-PHONE-0021|1.0|1114|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10249|KFS-TEM-KRIM-PHONE-0022|1.0|1137|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10250|KFS-TEM-KRIM-PHONE-0023|1.0|1115|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10251|KFS-TEM-KRIM-PHONE-0024|1.0|1117|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10252|KFS-TEM-KRIM-PHONE-0025|1.0|1119|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10253|KFS-TEM-KRIM-PHONE-0026|1.0|1120|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10254|KFS-TEM-KRIM-PHONE-0027|1.0|1118|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10255|KFS-TEM-KRIM-PHONE-0028|1.0|1122|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10256|KFS-TEM-KRIM-PHONE-0029|1.0|1123|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10257|KFS-TEM-KRIM-PHONE-0030|1.0|1124|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10258|KFS-TEM-KRIM-PHONE-0031|1.0|1136|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10259|KFS-TEM-KRIM-PHONE-0032|1.0|1133|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10260|KFS-TEM-KRIM-PHONE-0033|1.0|1131|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10261|KFS-TEM-KRIM-PHONE-0034|1.0|1132|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10262|KFS-TEM-KRIM-PHONE-0035|1.0|1109|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10263|KFS-TEM-KRIM-PHONE-0036|1.0|1134|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10264|KFS-TEM-KRIM-PHONE-0037|1.0|1127|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10265|KFS-TEM-KRIM-PHONE-0038|1.0|1128|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10266|KFS-TEM-KRIM-PHONE-0039|1.0|1101|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10267|KFS-TEM-KRIM-PHONE-0040|1.0|1102|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10268|KFS-TEM-KRIM-PHONE-0041|1.0|1103|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10269|KFS-TEM-KRIM-PHONE-0042|1.0|1104|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10270|KFS-TEM-KRIM-PHONE-0043|1.0|1105|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10271|KFS-TEM-KRIM-PHONE-0044|1.0|1106|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10272|KFS-TEM-KRIM-PHONE-0045|1.0|1107|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10273|KFS-TEM-KRIM-PHONE-0046|1.0|1108|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10274|KFS-TEM-KRIM-PHONE-0047|1.0|1110|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10275|KFS-TEM-KRIM-PHONE-0048|1.0|1111|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10276|KFS-TEM-KRIM-PHONE-0049|1.0|1112|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10277|KFS-TEM-KRIM-PHONE-0050|1.0|1113|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10278|KFS-TEM-KRIM-PHONE-0051|1.0|KFS1001|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10279|KFS-TEM-KRIM-PHONE-0052|1.0|KFS4017|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10280|KFS-TEM-KRIM-PHONE-0053|1.0|KFS3698|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10281|KFS-TEM-KRIM-PHONE-0054|1.0|KFS3681|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10282|KFS-TEM-KRIM-PHONE-0055|1.0|KFS3248|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10283|KFS-TEM-KRIM-PHONE-0056|1.0|KFS3194|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10284|KFS-TEM-KRIM-PHONE-0057|1.0|KFS3080|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10285|KFS-TEM-KRIM-PHONE-0058|1.0|KFS3349|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10286|KFS-TEM-KRIM-PHONE-0059|1.0|KFS3304|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10287|KFS-TEM-KRIM-PHONE-0060|1.0|KFS1016|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10288|KFS-TEM-KRIM-PHONE-0061|1.0|KFS3067|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10289|KFS-TEM-KRIM-PHONE-0062|1.0|KFS3447|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10290|KFS-TEM-KRIM-PHONE-0063|1.0|KFS3996|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10291|KFS-TEM-KRIM-PHONE-0064|1.0|KFS3547|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10292|KFS-TEM-KRIM-PHONE-0065|1.0|KFS3256|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10293|KFS-TEM-KRIM-PHONE-0066|1.0|KFS3129|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10294|KFS-TEM-KRIM-PHONE-0067|1.0|KFS3048|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10295|KFS-TEM-KRIM-PHONE-0068|1.0|KFS2865|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10296|KFS-TEM-KRIM-PHONE-0069|1.0|KFS3463|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10297|KFS-TEM-KRIM-PHONE-0070|1.0|KFS3630|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10298|KFS-TEM-KRIM-PHONE-0071|1.0|KFS3315|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10299|KFS-TEM-KRIM-PHONE-0072|1.0|KFS2923|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10300|KFS-TEM-KRIM-PHONE-0073|1.0|KFS3680|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10301|KFS-TEM-KRIM-PHONE-0074|1.0|KFS3066|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10302|KFS-TEM-KRIM-PHONE-0075|1.0|KFS3438|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10303|KFS-TEM-KRIM-PHONE-0076|1.0|KFS3397|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10304|KFS-TEM-KRIM-PHONE-0077|1.0|KFS1115|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10305|KFS-TEM-KRIM-PHONE-0078|1.0|KFS3233|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10306|KFS-TEM-KRIM-PHONE-0079|1.0|KFS3346|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10307|KFS-TEM-KRIM-PHONE-0080|1.0|KFS3287|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10308|KFS-TEM-KRIM-PHONE-0081|1.0|KFS2825|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10309|KFS-TEM-KRIM-PHONE-0082|1.0|KFS2996|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10310|KFS-TEM-KRIM-PHONE-0083|1.0|KFS3407|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10311|KFS-TEM-KRIM-PHONE-0084|1.0|KFS3688|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10312|KFS-TEM-KRIM-PHONE-0085|1.0|KFS2898|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10313|KFS-TEM-KRIM-PHONE-0086|1.0|KFS3967|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10314|KFS-TEM-KRIM-PHONE-0087|1.0|KFS3884|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10315|KFS-TEM-KRIM-PHONE-0088|1.0|KFS2743|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10316|KFS-TEM-KRIM-PHONE-0089|1.0|KFS3343|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10317|KFS-TEM-KRIM-PHONE-0090|1.0|KFS3558|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10318|KFS-TEM-KRIM-PHONE-0091|1.0|KFS2946|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10319|KFS-TEM-KRIM-PHONE-0092|1.0|KFS2492|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10320|KFS-TEM-KRIM-PHONE-0093|1.0|KFS3031|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10321|KFS-TEM-KRIM-PHONE-0094|1.0|KFS3781|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10322|KFS-TEM-KRIM-PHONE-0095|1.0|KFS3477|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10323|KFS-TEM-KRIM-PHONE-0096|1.0|KFS3470|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10324|KFS-TEM-KRIM-PHONE-0097|1.0|KFS3831|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10325|KFS-TEM-KRIM-PHONE-0098|1.0|KFS1036|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10326|KFS-TEM-KRIM-PHONE-0099|1.0|KFS2908|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10327|KFS-TEM-KRIM-PHONE-0100|1.0|KFS3864|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10328|KFS-TEM-KRIM-PHONE-0101|1.0|KFS3082|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10329|KFS-TEM-KRIM-PHONE-0102|1.0|KFS2954|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10330|KFS-TEM-KRIM-PHONE-0103|1.0|KFS1744|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10331|KFS-TEM-KRIM-PHONE-0104|1.0|KFS3833|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10332|KFS-TEM-KRIM-PHONE-0105|1.0|KFS3350|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10333|KFS-TEM-KRIM-PHONE-0106|1.0|KFS3459|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10334|KFS-TEM-KRIM-PHONE-0107|1.0|KFS4026|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10335|KFS-TEM-KRIM-PHONE-0108|1.0|KFS3130|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10336|KFS-TEM-KRIM-PHONE-0109|1.0|KFS1601|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10337|KFS-TEM-KRIM-PHONE-0110|1.0|KFS3835|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10338|KFS-TEM-KRIM-PHONE-0111|1.0|KFS3077|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10339|KFS-TEM-KRIM-PHONE-0112|1.0|KFS3143|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10340|KFS-TEM-KRIM-PHONE-0113|1.0|KFS3484|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10341|KFS-TEM-KRIM-PHONE-0114|1.0|KFS2874|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10342|KFS-TEM-KRIM-PHONE-0115|1.0|KFS3285|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10343|KFS-TEM-KRIM-PHONE-0116|1.0|KFS3912|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10344|KFS-TEM-KRIM-PHONE-0117|1.0|KFS3818|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10345|KFS-TEM-KRIM-PHONE-0118|1.0|KFS3994|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10346|KFS-TEM-KRIM-PHONE-0119|1.0|KFS2971|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10347|KFS-TEM-KRIM-PHONE-0120|1.0|KFS2860|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10348|KFS-TEM-KRIM-PHONE-0121|1.0|KFS3178|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10349|KFS-TEM-KRIM-PHONE-0122|1.0|KFS2886|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10350|KFS-TEM-KRIM-PHONE-0123|1.0|KFS2843|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10351|KFS-TEM-KRIM-PHONE-0124|1.0|KFS2980|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10352|KFS-TEM-KRIM-PHONE-0125|1.0|KFS3419|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10353|KFS-TEM-KRIM-PHONE-0126|1.0|KFS1545|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10354|KFS-TEM-KRIM-PHONE-0127|1.0|KFS3502|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10355|KFS-TEM-KRIM-PHONE-0128|1.0|KFS3721|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10356|KFS-TEM-KRIM-PHONE-0129|1.0|KFS3847|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10357|KFS-TEM-KRIM-PHONE-0130|1.0|KFS3257|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10358|KFS-TEM-KRIM-PHONE-0131|1.0|KFS3103|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10359|KFS-TEM-KRIM-PHONE-0132|1.0|KFS3812|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10360|KFS-TEM-KRIM-PHONE-0133|1.0|KFS3619|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10361|KFS-TEM-KRIM-PHONE-0134|1.0|KFS3937|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10362|KFS-TEM-KRIM-PHONE-0135|1.0|KFS3690|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10363|KFS-TEM-KRIM-PHONE-0136|1.0|KFS3011|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10364|KFS-TEM-KRIM-PHONE-0137|1.0|KFS3098|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10365|KFS-TEM-KRIM-PHONE-0138|1.0|KFS2782|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10366|KFS-TEM-KRIM-PHONE-0139|1.0|KFS3136|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10367|KFS-TEM-KRIM-PHONE-0140|1.0|KFS2774|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10368|KFS-TEM-KRIM-PHONE-0141|1.0|KFS3980|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10369|KFS-TEM-KRIM-PHONE-0142|1.0|KFS3093|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10370|KFS-TEM-KRIM-PHONE-0143|1.0|KFS3297|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10371|KFS-TEM-KRIM-PHONE-0144|1.0|KFS2595|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10372|KFS-TEM-KRIM-PHONE-0145|1.0|KFS2796|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10373|KFS-TEM-KRIM-PHONE-0146|1.0|KFS4025|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10374|KFS-TEM-KRIM-PHONE-0147|1.0|KFS3707|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10375|KFS-TEM-KRIM-PHONE-0148|1.0|KFS3948|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10376|KFS-TEM-KRIM-PHONE-0149|1.0|KFS3694|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10377|KFS-TEM-KRIM-PHONE-0150|1.0|KFS3819|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10378|KFS-TEM-KRIM-PHONE-0151|1.0|KFS2018|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10379|KFS-TEM-KRIM-PHONE-0152|1.0|KFS1079|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10380|KFS-TEM-KRIM-PHONE-0153|1.0|KFS3925|PERSON|WRK|800-555-1212||US|Y|Y|20121207233008|
10381|KFS-TEM-KRIM-PHONE-0762|1.0|KFS3747|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10382|KFS-TEM-KRIM-PHONE-0763|1.0|KFS3081|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10383|KFS-TEM-KRIM-PHONE-0764|1.0|KFS3524|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10384|KFS-TEM-KRIM-PHONE-0765|1.0|KFS2822|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10385|KFS-TEM-KRIM-PHONE-0766|1.0|KFS3165|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10386|KFS-TEM-KRIM-PHONE-0767|1.0|KFS3288|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10387|KFS-TEM-KRIM-PHONE-0768|1.0|KFS3656|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10388|KFS-TEM-KRIM-PHONE-0769|1.0|KFS3138|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10389|KFS-TEM-KRIM-PHONE-0770|1.0|KFS3922|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10390|KFS-TEM-KRIM-PHONE-0771|1.0|KFS3034|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10391|KFS-TEM-KRIM-PHONE-0772|1.0|KFS3924|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10392|KFS-TEM-KRIM-PHONE-0773|1.0|KFS3466|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10393|KFS-TEM-KRIM-PHONE-0774|1.0|KFS3083|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10394|KFS-TEM-KRIM-PHONE-0775|1.0|KFS2770|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10395|KFS-TEM-KRIM-PHONE-0776|1.0|KFS3998|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10396|KFS-TEM-KRIM-PHONE-0777|1.0|KFS3797|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10397|KFS-TEM-KRIM-PHONE-0778|1.0|KFS3277|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10398|KFS-TEM-KRIM-PHONE-0779|1.0|KFS3056|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10399|KFS-TEM-KRIM-PHONE-0780|1.0|KFS3961|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10400|KFS-TEM-KRIM-PHONE-0781|1.0|KFS3431|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10401|KFS-TEM-KRIM-PHONE-0782|1.0|KFS3150|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10402|KFS-TEM-KRIM-PHONE-0783|1.0|KFS3235|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10403|KFS-TEM-KRIM-PHONE-0784|1.0|KFS2878|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10404|KFS-TEM-KRIM-PHONE-0785|1.0|KFS3332|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10405|KFS-TEM-KRIM-PHONE-0786|1.0|KFS4036|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10406|KFS-TEM-KRIM-PHONE-0787|1.0|KFS2978|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10407|KFS-TEM-KRIM-PHONE-0788|1.0|KFS3182|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10408|KFS-TEM-KRIM-PHONE-0789|1.0|KFS2795|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10409|KFS-TEM-KRIM-PHONE-0790|1.0|KFS4000|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10410|KFS-TEM-KRIM-PHONE-0791|1.0|KFS3963|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10411|KFS-TEM-KRIM-PHONE-0792|1.0|KFS3622|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10412|KFS-TEM-KRIM-PHONE-0793|1.0|KFS2951|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10413|KFS-TEM-KRIM-PHONE-0794|1.0|KFS2848|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10414|KFS-TEM-KRIM-PHONE-0795|1.0|KFS3938|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10415|KFS-TEM-KRIM-PHONE-0796|1.0|KFS1138|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10416|KFS-TEM-KRIM-PHONE-0797|1.0|KFS3049|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10417|KFS-TEM-KRIM-PHONE-0798|1.0|KFS3486|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10418|KFS-TEM-KRIM-PHONE-0799|1.0|KFS3593|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10419|KFS-TEM-KRIM-PHONE-0800|1.0|KFS3858|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10420|KFS-TEM-KRIM-PHONE-0801|1.0|KFS2779|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10421|KFS-TEM-KRIM-PHONE-0802|1.0|KFS3965|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10422|KFS-TEM-KRIM-PHONE-0803|1.0|KFS1082|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10423|KFS-TEM-KRIM-PHONE-0804|1.0|KFS3308|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10424|KFS-TEM-KRIM-PHONE-0805|1.0|KFS1525|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10425|KFS-TEM-KRIM-PHONE-0806|1.0|KFS1102|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
10426|KFS-TEM-KRIM-PHONE-0807|1.0|KFS3885|PERSON|WRK|800-555-1212||US|Y|Y|20121207233009|
