entity_email_id|obj_id|ver_nbr|entity_id|ent_typ_cd|email_typ_cd|email_addr|dflt_ind|actv_ind|last_updt_dt|
KFS1299|KFS-TEM-KRIM-EMAIL-0160|1.0|KFS1315|PERSON|WRK|berisner@kuali.org|Y|Y|20121207233002|
KFS1300|KFS-TEM-KRIM-EMAIL-0161|1.0|KFS1012|PERSON|WRK|aemcafee@kuali.org|Y|Y|20121207233002|
KFS1301|KFS-TEM-KRIM-EMAIL-0162|1.0|KFS3453|PERSON|WRK|rearbuck@kuali.org|Y|Y|20121207233002|
KFS1302|KFS-TEM-KRIM-EMAIL-0163|1.0|KFS1078|PERSON|WRK|sharma@kuali.org|Y|Y|20121207233002|
KFS1303|KFS-TEM-KRIM-EMAIL-0164|1.0|KFS3503|PERSON|WRK|deeasley@kuali.org|Y|Y|20121207233002|
KFS1304|KFS-TEM-KRIM-EMAIL-0165|1.0|KFS3433|PERSON|WRK|felingo@kuali.org|Y|Y|20121207233002|
KFS1305|KFS-TEM-KRIM-EMAIL-0166|1.0|KFS2800|PERSON|WRK|sturgill@kuali.org|Y|Y|20121207233002|
KFS1306|KFS-TEM-KRIM-EMAIL-0167|1.0|KFS3900|PERSON|WRK|revalenz@kuali.org|Y|Y|20121207233002|
KFS1307|KFS-TEM-KRIM-EMAIL-0168|1.0|KFS3949|PERSON|WRK|rtye@kuali.org|Y|Y|20121207233002|
KFS1308|KFS-TEM-KRIM-EMAIL-0169|1.0|KFS3979|PERSON|WRK|noconnor@kuali.org|Y|Y|20121207233002|
KFS1309|KFS-TEM-KRIM-EMAIL-0170|1.0|KFS3952|PERSON|WRK|dekirkla@kuali.org|Y|Y|20121207233002|
KFS1310|KFS-TEM-KRIM-EMAIL-0171|1.0|KFS1334|PERSON|WRK|cantu@kuali.org|Y|Y|20121207233002|
KFS1311|KFS-TEM-KRIM-EMAIL-0172|1.0|KFS3509|PERSON|WRK|tmedelli@kuali.org|Y|Y|20121207233002|
KFS1312|KFS-TEM-KRIM-EMAIL-0173|1.0|KFS3993|PERSON|WRK|degarret@kuali.org|Y|Y|20121207233002|
KFS1313|KFS-TEM-KRIM-EMAIL-0174|1.0|KFS3439|PERSON|WRK|ccozart@kuali.org|Y|Y|20121207233002|
KFS1314|KFS-TEM-KRIM-EMAIL-0175|1.0|KFS3207|PERSON|WRK|sehafer@kuali.org|Y|Y|20121207233002|
KFS1315|KFS-TEM-KRIM-EMAIL-0176|1.0|KFS2567|PERSON|WRK|recoffee@kuali.org|Y|Y|20121207233002|
KFS1316|KFS-TEM-KRIM-EMAIL-0177|1.0|KFS3052|PERSON|WRK|wwentwor@kuali.org|Y|Y|20121207233002|
KFS1317|KFS-TEM-KRIM-EMAIL-0178|1.0|KFS2629|PERSON|WRK|jahnke@kuali.org|Y|Y|20121207233002|
KFS1318|KFS-TEM-KRIM-EMAIL-0179|1.0|KFS3330|PERSON|WRK|jlarrabe@kuali.org|Y|Y|20121207233002|
KFS1319|KFS-TEM-KRIM-EMAIL-0180|1.0|KFS1232|PERSON|WRK|lane@kuali.org|Y|Y|20121207233002|
KFS1320|KFS-TEM-KRIM-EMAIL-0181|1.0|KFS3821|PERSON|WRK|eeschwei@kuali.org|Y|Y|20121207233002|
KFS1321|KFS-TEM-KRIM-EMAIL-0182|1.0|KFS3829|PERSON|WRK|dealicea@kuali.org|Y|Y|20121207233002|
KFS1322|KFS-TEM-KRIM-EMAIL-0183|1.0|KFS3000|PERSON|WRK|senava@kuali.org|Y|Y|20121207233002|
KFS1323|KFS-TEM-KRIM-EMAIL-0184|1.0|KFS3430|PERSON|WRK|sellison@kuali.org|Y|Y|20121207233002|
KFS1324|KFS-TEM-KRIM-EMAIL-0185|1.0|KFS2376|PERSON|WRK|peacock@kuali.org|Y|Y|20121207233002|
KFS1325|KFS-TEM-KRIM-EMAIL-0186|1.0|KFS1107|PERSON|WRK|walcott@kuali.org|Y|Y|20121207233002|
KFS1326|KFS-TEM-KRIM-EMAIL-0187|1.0|KFS2936|PERSON|WRK|rmangan@kuali.org|Y|Y|20121207233002|
KFS1327|KFS-TEM-KRIM-EMAIL-0188|1.0|KFS3071|PERSON|WRK|aeabad@kuali.org|Y|Y|20121207233002|
KFS1328|KFS-TEM-KRIM-EMAIL-0189|1.0|KFS2844|PERSON|WRK|bhoneycu@kuali.org|Y|Y|20121207233002|
KFS1329|KFS-TEM-KRIM-EMAIL-0190|1.0|KFS2578|PERSON|WRK|robeson@kuali.org|Y|Y|20121207233002|
KFS1330|KFS-TEM-KRIM-EMAIL-0191|1.0|KFS3490|PERSON|WRK|remalloy@kuali.org|Y|Y|20121207233002|
KFS1331|KFS-TEM-KRIM-EMAIL-0192|1.0|KFS2984|PERSON|WRK|cgoebel@kuali.org|Y|Y|20121207233002|
KFS1332|KFS-TEM-KRIM-EMAIL-0193|1.0|KFS3639|PERSON|WRK|cenicely@kuali.org|Y|Y|20121207233002|
KFS1333|KFS-TEM-KRIM-EMAIL-0194|1.0|KFS3314|PERSON|WRK|hcalkins@kuali.org|Y|Y|20121207233002|
KFS1334|KFS-TEM-KRIM-EMAIL-0195|1.0|KFS3336|PERSON|WRK|dfalbert@kuali.org|Y|Y|20121207233002|
KFS1335|KFS-TEM-KRIM-EMAIL-0196|1.0|KFS3571|PERSON|WRK|rlamoure@kuali.org|Y|Y|20121207233002|
KFS1336|KFS-TEM-KRIM-EMAIL-0197|1.0|KFS2780|PERSON|WRK|hffinche@kuali.org|Y|Y|20121207233002|
KFS1337|KFS-TEM-KRIM-EMAIL-0198|1.0|KFS1013|PERSON|WRK|westfall@kuali.org|Y|Y|20121207233002|
KFS1338|KFS-TEM-KRIM-EMAIL-0199|1.0|KFS2857|PERSON|WRK|afwasser@kuali.org|Y|Y|20121207233002|
KFS1339|KFS-TEM-KRIM-EMAIL-0200|1.0|KFS3782|PERSON|WRK|bfreber@kuali.org|Y|Y|20121207233002|
KFS1340|KFS-TEM-KRIM-EMAIL-0201|1.0|KFS2849|PERSON|WRK|akunkel@kuali.org|Y|Y|20121207233002|
KFS1341|KFS-TEM-KRIM-EMAIL-0202|1.0|KFS3903|PERSON|WRK|ncarner@kuali.org|Y|Y|20121207233002|
KFS1342|KFS-TEM-KRIM-EMAIL-0203|1.0|KFS3745|PERSON|WRK|ffrosale@kuali.org|Y|Y|20121207233002|
KFS1343|KFS-TEM-KRIM-EMAIL-0204|1.0|KFS3728|PERSON|WRK|fricci@kuali.org|Y|Y|20121207233002|
KFS1344|KFS-TEM-KRIM-EMAIL-0205|1.0|KFS3204|PERSON|WRK|wftom@kuali.org|Y|Y|20121207233002|
KFS1345|KFS-TEM-KRIM-EMAIL-0206|1.0|KFS3608|PERSON|WRK|vbrooke@kuali.org|Y|Y|20121207233002|
KFS1346|KFS-TEM-KRIM-EMAIL-0207|1.0|KFS3368|PERSON|WRK|claw@kuali.org|Y|Y|20121207233002|
KFS1347|KFS-TEM-KRIM-EMAIL-0208|1.0|KFS3481|PERSON|WRK|lfalcone@kuali.org|Y|Y|20121207233002|
KFS1348|KFS-TEM-KRIM-EMAIL-0209|1.0|KFS3217|PERSON|WRK|dbinkley@kuali.org|Y|Y|20121207233002|
KFS1349|KFS-TEM-KRIM-EMAIL-0210|1.0|KFS3627|PERSON|WRK|lfpasley@kuali.org|Y|Y|20121207233002|
KFS1350|KFS-TEM-KRIM-EMAIL-0211|1.0|KFS3584|PERSON|WRK|kbotello@kuali.org|Y|Y|20121207233002|
KFS1351|KFS-TEM-KRIM-EMAIL-0212|1.0|KFS2826|PERSON|WRK|mchang@kuali.org|Y|Y|20121207233002|
KFS1352|KFS-TEM-KRIM-EMAIL-0213|1.0|KFS3373|PERSON|WRK|ihargett@kuali.org|Y|Y|20121207233002|
KFS1353|KFS-TEM-KRIM-EMAIL-0214|1.0|KFS3401|PERSON|WRK|wfrosenb@kuali.org|Y|Y|20121207233002|
KFS1354|KFS-TEM-KRIM-EMAIL-0215|1.0|KFS3871|PERSON|WRK|imiracle@kuali.org|Y|Y|20121207233002|
KFS1355|KFS-TEM-KRIM-EMAIL-0216|1.0|KFS2582|PERSON|WRK|efley@kuali.org|Y|Y|20121207233002|
KFS1356|KFS-TEM-KRIM-EMAIL-0217|1.0|KFS3507|PERSON|WRK|efostran@kuali.org|Y|Y|20121207233002|
KFS1357|KFS-TEM-KRIM-EMAIL-0218|1.0|KFS1108|PERSON|WRK|haddock@kuali.org|Y|Y|20121207233002|
KFS1358|KFS-TEM-KRIM-EMAIL-0219|1.0|KFS3799|PERSON|WRK|aflowry@kuali.org|Y|Y|20121207233002|
KFS1359|KFS-TEM-KRIM-EMAIL-0220|1.0|KFS3991|PERSON|WRK|aaviles@kuali.org|Y|Y|20121207233002|
KFS1360|KFS-TEM-KRIM-EMAIL-0221|1.0|KFS2909|PERSON|WRK|nolinger@kuali.org|Y|Y|20121207233002|
KFS1361|KFS-TEM-KRIM-EMAIL-0222|1.0|KFS2781|PERSON|WRK|jfvelasq@kuali.org|Y|Y|20121207233002|
KFS1362|KFS-TEM-KRIM-EMAIL-0223|1.0|KFS1077|PERSON|WRK|fang@kuali.org|Y|Y|20121207233002|
KFS1363|KFS-TEM-KRIM-EMAIL-0224|1.0|KFS3108|PERSON|WRK|dfbrent@kuali.org|Y|Y|20121207233002|
KFS1364|KFS-TEM-KRIM-EMAIL-0225|1.0|KFS2929|PERSON|WRK|bsummer@kuali.org|Y|Y|20121207233002|
KFS1365|KFS-TEM-KRIM-EMAIL-0226|1.0|KFS2991|PERSON|WRK|droemer@kuali.org|Y|Y|20121207233002|
KFS1366|KFS-TEM-KRIM-EMAIL-0227|1.0|KFS3813|PERSON|WRK|albatten@kuali.org|Y|Y|20121207233002|
KFS1367|KFS-TEM-KRIM-EMAIL-0228|1.0|KFS3499|PERSON|WRK|luschrei@kuali.org|Y|Y|20121207233002|
KFS1368|KFS-TEM-KRIM-EMAIL-0229|1.0|KFS3589|PERSON|WRK|oroof@kuali.org|Y|Y|20121207233002|
KFS1369|KFS-TEM-KRIM-EMAIL-0230|1.0|KFS2658|PERSON|WRK|jingraha@kuali.org|Y|Y|20121207233002|
KFS1370|KFS-TEM-KRIM-EMAIL-0231|1.0|KFS3828|PERSON|WRK|opender@kuali.org|Y|Y|20121207233002|
KFS1371|KFS-TEM-KRIM-EMAIL-0232|1.0|KFS3172|PERSON|WRK|rglay@kuali.org|Y|Y|20121207233002|
KFS1372|KFS-TEM-KRIM-EMAIL-0233|1.0|KFS2990|PERSON|WRK|cgbashaw@kuali.org|Y|Y|20121207233002|
KFS1373|KFS-TEM-KRIM-EMAIL-0234|1.0|KFS3041|PERSON|WRK|dstanfil@kuali.org|Y|Y|20121207233002|
KFS1374|KFS-TEM-KRIM-EMAIL-0235|1.0|KFS1068|PERSON|WRK|jodaniel@kuali.org|Y|Y|20121207233002|
KFS1375|KFS-TEM-KRIM-EMAIL-0236|1.0|KFS2761|PERSON|WRK|toner@kuali.org|Y|Y|20121207233002|
KFS1376|KFS-TEM-KRIM-EMAIL-0237|1.0|KFS3018|PERSON|WRK|tgmosley@kuali.org|Y|Y|20121207233002|
KFS1377|KFS-TEM-KRIM-EMAIL-0238|1.0|KFS3646|PERSON|WRK|jogrigsb@kuali.org|Y|Y|20121207233002|
KFS1378|KFS-TEM-KRIM-EMAIL-0239|1.0|KFS3099|PERSON|WRK|tbayles@kuali.org|Y|Y|20121207233002|
KFS1379|KFS-TEM-KRIM-EMAIL-0240|1.0|KFS2948|PERSON|WRK|bkorte@kuali.org|Y|Y|20121207233002|
KFS1380|KFS-TEM-KRIM-EMAIL-0241|1.0|KFS2817|PERSON|WRK|twatson@kuali.org|Y|Y|20121207233002|
KFS1381|KFS-TEM-KRIM-EMAIL-0242|1.0|KFS3426|PERSON|WRK|fjacobs@kuali.org|Y|Y|20121207233002|
KFS1382|KFS-TEM-KRIM-EMAIL-0243|1.0|KFS3501|PERSON|WRK|jhoekstr@kuali.org|Y|Y|20121207233002|
KFS1383|KFS-TEM-KRIM-EMAIL-0244|1.0|KFS3878|PERSON|WRK|kgriffe@kuali.org|Y|Y|20121207233002|
KFS1384|KFS-TEM-KRIM-EMAIL-0245|1.0|KFS3660|PERSON|WRK|pwhitesi@kuali.org|Y|Y|20121207233002|
KFS1385|KFS-TEM-KRIM-EMAIL-0246|1.0|KFS3790|PERSON|WRK|gesposit@kuali.org|Y|Y|20121207233002|
KFS1386|KFS-TEM-KRIM-EMAIL-0247|1.0|KFS3390|PERSON|WRK|kggodfre@kuali.org|Y|Y|20121207233002|
KFS1387|KFS-TEM-KRIM-EMAIL-0248|1.0|KFS1057|PERSON|WRK|weis@kuali.org|Y|Y|20121207233002|
KFS1388|KFS-TEM-KRIM-EMAIL-0249|1.0|KFS2872|PERSON|WRK|efaust@kuali.org|Y|Y|20121207233002|
KFS1389|KFS-TEM-KRIM-EMAIL-0250|1.0|KFS3472|PERSON|WRK|dstaples@kuali.org|Y|Y|20121207233002|
KFS1390|KFS-TEM-KRIM-EMAIL-0251|1.0|KFS1137|PERSON|WRK|edmunds@kuali.org|Y|Y|20121207233002|
KFS1391|KFS-TEM-KRIM-EMAIL-0252|1.0|KFS1087|PERSON|WRK|qmedley@kuali.org|Y|Y|20121207233002|
KFS1392|KFS-TEM-KRIM-EMAIL-0253|1.0|KFS3144|PERSON|WRK|gwestove@kuali.org|Y|Y|20121207233002|
KFS1393|KFS-TEM-KRIM-EMAIL-0254|1.0|KFS3879|PERSON|WRK|dgquinn@kuali.org|Y|Y|20121207233002|
KFS1394|KFS-TEM-KRIM-EMAIL-0255|1.0|KFS2799|PERSON|WRK|dringer@kuali.org|Y|Y|20121207233002|
KFS1395|KFS-TEM-KRIM-EMAIL-0256|1.0|KFS3792|PERSON|WRK|cgcowan@kuali.org|Y|Y|20121207233002|
KFS1396|KFS-TEM-KRIM-EMAIL-0257|1.0|KFS2903|PERSON|WRK|tgalders@kuali.org|Y|Y|20121207233002|
KFS1397|KFS-TEM-KRIM-EMAIL-0258|1.0|KFS4015|PERSON|WRK|fbrimmer@kuali.org|Y|Y|20121207233002|
KFS1398|KFS-TEM-KRIM-EMAIL-0259|1.0|KFS3842|PERSON|WRK|kgcaruth@kuali.org|Y|Y|20121207233002|
KFS1399|KFS-TEM-KRIM-EMAIL-0260|1.0|KFS3413|PERSON|WRK|hgcanale@kuali.org|Y|Y|20121207233002|
KFS1400|KFS-TEM-KRIM-EMAIL-0261|1.0|KFS3359|PERSON|WRK|gamcgann@kuali.org|Y|Y|20121207233002|
KFS1401|KFS-TEM-KRIM-EMAIL-0262|1.0|KFS3760|PERSON|WRK|warriaga@kuali.org|Y|Y|20121207233002|
KFS1402|KFS-TEM-KRIM-EMAIL-0263|1.0|KFS3002|PERSON|WRK|rgforet@kuali.org|Y|Y|20121207233002|
KFS1403|KFS-TEM-KRIM-EMAIL-0264|1.0|KFS3550|PERSON|WRK|agsistru@kuali.org|Y|Y|20121207233002|
KFS1404|KFS-TEM-KRIM-EMAIL-0265|1.0|KFS3716|PERSON|WRK|karchie@kuali.org|Y|Y|20121207233002|
KFS1405|KFS-TEM-KRIM-EMAIL-0266|1.0|KFS3733|PERSON|WRK|jharrels@kuali.org|Y|Y|20121207233002|
KFS1406|KFS-TEM-KRIM-EMAIL-0267|1.0|KFS3289|PERSON|WRK|jholifie@kuali.org|Y|Y|20121207233002|
KFS1407|KFS-TEM-KRIM-EMAIL-0268|1.0|KFS2224|PERSON|WRK|wolf@kuali.org|Y|Y|20121207233002|
KFS1408|KFS-TEM-KRIM-EMAIL-0269|1.0|KFS3610|PERSON|WRK|rtasker@kuali.org|Y|Y|20121207233002|
KFS1409|KFS-TEM-KRIM-EMAIL-0270|1.0|KFS3348|PERSON|WRK|jdugan@kuali.org|Y|Y|20121207233002|
KFS1410|KFS-TEM-KRIM-EMAIL-0271|1.0|KFS3387|PERSON|WRK|nnmcwhir@kuali.org|Y|Y|20121207233002|
KFS1411|KFS-TEM-KRIM-EMAIL-0272|1.0|KFS3311|PERSON|WRK|rnroyste@kuali.org|Y|Y|20121207233002|
KFS1412|KFS-TEM-KRIM-EMAIL-0273|1.0|KFS3954|PERSON|WRK|enalsup@kuali.org|Y|Y|20121207233002|
KFS1413|KFS-TEM-KRIM-EMAIL-0274|1.0|KFS3483|PERSON|WRK|enfitzhu@kuali.org|Y|Y|20121207233002|
KFS1414|KFS-TEM-KRIM-EMAIL-0275|1.0|KFS1433|PERSON|WRK|djohnsto@kuali.org|Y|Y|20121207233002|
KFS1415|KFS-TEM-KRIM-EMAIL-0276|1.0|KFS3379|PERSON|WRK|bnober@kuali.org|Y|Y|20121207233002|
KFS1416|KFS-TEM-KRIM-EMAIL-0277|1.0|KFS3274|PERSON|WRK|hnsheehy@kuali.org|Y|Y|20121207233002|
KFS1417|KFS-TEM-KRIM-EMAIL-0278|1.0|KFS3105|PERSON|WRK|sneberle@kuali.org|Y|Y|20121207233002|
KFS1418|KFS-TEM-KRIM-EMAIL-0279|1.0|KFS2893|PERSON|WRK|hvalente@kuali.org|Y|Y|20121207233002|
KFS1419|KFS-TEM-KRIM-EMAIL-0280|1.0|KFS3511|PERSON|WRK|gleffler@kuali.org|Y|Y|20121207233002|
KFS1420|KFS-TEM-KRIM-EMAIL-0281|1.0|KFS3562|PERSON|WRK|obrockwa@kuali.org|Y|Y|20121207233002|
KFS1421|KFS-TEM-KRIM-EMAIL-0282|1.0|KFS3367|PERSON|WRK|jkaminsk@kuali.org|Y|Y|20121207233002|
KFS1422|KFS-TEM-KRIM-EMAIL-0283|1.0|KFS3417|PERSON|WRK|hnmayer@kuali.org|Y|Y|20121207233002|
KFS1423|KFS-TEM-KRIM-EMAIL-0284|1.0|KFS1884|PERSON|WRK|qlaux@kuali.org|Y|Y|20121207233002|
KFS1424|KFS-TEM-KRIM-EMAIL-0285|1.0|KFS3860|PERSON|WRK|tcharlto@kuali.org|Y|Y|20121207233002|
KFS1425|KFS-TEM-KRIM-EMAIL-0286|1.0|KFS2839|PERSON|WRK|rokowalc@kuali.org|Y|Y|20121207233002|
KFS1426|KFS-TEM-KRIM-EMAIL-0287|1.0|KFS3276|PERSON|WRK|morhodes@kuali.org|Y|Y|20121207233002|
KFS1427|KFS-TEM-KRIM-EMAIL-0288|1.0|KFS3467|PERSON|WRK|wbreault@kuali.org|Y|Y|20121207233002|
KFS1428|KFS-TEM-KRIM-EMAIL-0289|1.0|KFS3530|PERSON|WRK|kalmonte@kuali.org|Y|Y|20121207233002|
KFS1429|KFS-TEM-KRIM-EMAIL-0290|1.0|KFS3313|PERSON|WRK|mogregg@kuali.org|Y|Y|20121207233002|
KFS1430|KFS-TEM-KRIM-EMAIL-0291|1.0|KFS2961|PERSON|WRK|kfulbrig@kuali.org|Y|Y|20121207233002|
KFS1431|KFS-TEM-KRIM-EMAIL-0292|1.0|KFS1005|PERSON|WRK|donugent@kuali.org|Y|Y|20121207233002|
KFS1432|KFS-TEM-KRIM-EMAIL-0293|1.0|KFS3820|PERSON|WRK|coshambl@kuali.org|Y|Y|20121207233002|
KFS1433|KFS-TEM-KRIM-EMAIL-0294|1.0|KFS2776|PERSON|WRK|gopoole@kuali.org|Y|Y|20121207233002|
KFS1434|KFS-TEM-KRIM-EMAIL-0295|1.0|KFS3613|PERSON|WRK|fscherer@kuali.org|Y|Y|20121207233002|
KFS1435|KFS-TEM-KRIM-EMAIL-0296|1.0|KFS3555|PERSON|WRK|bisom@kuali.org|Y|Y|20121207233002|
KFS1436|KFS-TEM-KRIM-EMAIL-0297|1.0|KFS3393|PERSON|WRK|eohurlbu@kuali.org|Y|Y|20121207233002|
KFS1437|KFS-TEM-KRIM-EMAIL-0298|1.0|KFS3620|PERSON|WRK|pharter@kuali.org|Y|Y|20121207233002|
KFS1438|KFS-TEM-KRIM-EMAIL-0299|1.0|KFS3488|PERSON|WRK|eoschenc@kuali.org|Y|Y|20121207233002|
KFS1439|KFS-TEM-KRIM-EMAIL-0300|1.0|KFS3266|PERSON|WRK|wwren@kuali.org|Y|Y|20121207233002|
KFS1440|KFS-TEM-KRIM-EMAIL-0301|1.0|KFS3342|PERSON|WRK|domarlin@kuali.org|Y|Y|20121207233002|
KFS1441|KFS-TEM-KRIM-EMAIL-0302|1.0|KFS3476|PERSON|WRK|rorubio@kuali.org|Y|Y|20121207233002|
KFS1442|KFS-TEM-KRIM-EMAIL-0303|1.0|KFS3731|PERSON|WRK|mclyde@kuali.org|Y|Y|20121207233002|
KFS1443|KFS-TEM-KRIM-EMAIL-0304|1.0|KFS3633|PERSON|WRK|gfrances@kuali.org|Y|Y|20121207233002|
KFS1444|KFS-TEM-KRIM-EMAIL-0305|1.0|KFS3201|PERSON|WRK|rocarey@kuali.org|Y|Y|20121207233002|
KFS1445|KFS-TEM-KRIM-EMAIL-0306|1.0|KFS2554|PERSON|WRK|vhuntley@kuali.org|Y|Y|20121207233002|
KFS1446|KFS-TEM-KRIM-EMAIL-0307|1.0|KFS3563|PERSON|WRK|edsteine@kuali.org|Y|Y|20121207233002|
KFS1447|KFS-TEM-KRIM-EMAIL-0308|1.0|KFS3170|PERSON|WRK|jdpfeife@kuali.org|Y|Y|20121207233002|
KFS1448|KFS-TEM-KRIM-EMAIL-0309|1.0|KFS3816|PERSON|WRK|tkoch@kuali.org|Y|Y|20121207233002|
KFS1449|KFS-TEM-KRIM-EMAIL-0310|1.0|KFS3777|PERSON|WRK|gdduggan@kuali.org|Y|Y|20121207233002|
KFS1450|KFS-TEM-KRIM-EMAIL-0311|1.0|KFS3675|PERSON|WRK|bdashley@kuali.org|Y|Y|20121207233002|
KFS1451|KFS-TEM-KRIM-EMAIL-0312|1.0|KFS2235|PERSON|WRK|henshaw@kuali.org|Y|Y|20121207233002|
KFS1452|KFS-TEM-KRIM-EMAIL-0313|1.0|KFS3982|PERSON|WRK|jdboldt@kuali.org|Y|Y|20121207233002|
KFS1453|KFS-TEM-KRIM-EMAIL-0314|1.0|KFS3890|PERSON|WRK|tdweir@kuali.org|Y|Y|20121207233002|
KFS1454|KFS-TEM-KRIM-EMAIL-0315|1.0|KFS3305|PERSON|WRK|tdblackm@kuali.org|Y|Y|20121207233002|
KFS1455|KFS-TEM-KRIM-EMAIL-0316|1.0|KFS3783|PERSON|WRK|rhess@kuali.org|Y|Y|20121207233002|
KFS1456|KFS-TEM-KRIM-EMAIL-0317|1.0|KFS2887|PERSON|WRK|rplatt@kuali.org|Y|Y|20121207233002|
KFS1457|KFS-TEM-KRIM-EMAIL-0318|1.0|KFS2621|PERSON|WRK|bdbenedi@kuali.org|Y|Y|20121207233002|
KFS1458|KFS-TEM-KRIM-EMAIL-0319|1.0|KFS3789|PERSON|WRK|adbrunel@kuali.org|Y|Y|20121207233002|
KFS1459|KFS-TEM-KRIM-EMAIL-0320|1.0|KFS2837|PERSON|WRK|erubio@kuali.org|Y|Y|20121207233002|
KFS1460|KFS-TEM-KRIM-EMAIL-0321|1.0|KFS2138|PERSON|WRK|thaxton@kuali.org|Y|Y|20121207233002|
KFS1461|KFS-TEM-KRIM-EMAIL-0322|1.0|KFS3542|PERSON|WRK|clowe@kuali.org|Y|Y|20121207233002|
KFS1462|KFS-TEM-KRIM-EMAIL-0323|1.0|KFS2888|PERSON|WRK|dwarring@kuali.org|Y|Y|20121207233002|
KFS1463|KFS-TEM-KRIM-EMAIL-0324|1.0|KFS3932|PERSON|WRK|gdmassie@kuali.org|Y|Y|20121207233002|
KFS1464|KFS-TEM-KRIM-EMAIL-0325|1.0|KFS3446|PERSON|WRK|gdwolfen@kuali.org|Y|Y|20121207233002|
KFS1465|KFS-TEM-KRIM-EMAIL-0326|1.0|KFS3157|PERSON|WRK|mschramm@kuali.org|Y|Y|20121207233002|
KFS1466|KFS-TEM-KRIM-EMAIL-0327|1.0|KFS3770|PERSON|WRK|dumartin@kuali.org|Y|Y|20121207233002|
KFS1467|KFS-TEM-KRIM-EMAIL-0328|1.0|KFS4034|PERSON|WRK|jhavens@kuali.org|Y|Y|20121207233002|
KFS1468|KFS-TEM-KRIM-EMAIL-0329|1.0|KFS3526|PERSON|WRK|cdance@kuali.org|Y|Y|20121207233002|
KFS1469|KFS-TEM-KRIM-EMAIL-0330|1.0|KFS2885|PERSON|WRK|philips@kuali.org|Y|Y|20121207233002|
KFS1470|KFS-TEM-KRIM-EMAIL-0331|1.0|KFS3259|PERSON|WRK|lboswort@kuali.org|Y|Y|20121207233002|
KFS1471|KFS-TEM-KRIM-EMAIL-0332|1.0|KFS2807|PERSON|WRK|day@kuali.org|Y|Y|20121207233002|
KFS1472|KFS-TEM-KRIM-EMAIL-0333|1.0|KFS3951|PERSON|WRK|bumaxson@kuali.org|Y|Y|20121207233002|
KFS1473|KFS-TEM-KRIM-EMAIL-0334|1.0|KFS3533|PERSON|WRK|cjeanbap@kuali.org|Y|Y|20121207233002|
KFS1474|KFS-TEM-KRIM-EMAIL-0335|1.0|KFS1029|PERSON|WRK|mceacher@kuali.org|Y|Y|20121207233002|
KFS1475|KFS-TEM-KRIM-EMAIL-0336|1.0|KFS3415|PERSON|WRK|mflander@kuali.org|Y|Y|20121207233002|
KFS1476|KFS-TEM-KRIM-EMAIL-0337|1.0|KFS1086|PERSON|WRK|arriaga@kuali.org|Y|Y|20121207233002|
KFS1477|KFS-TEM-KRIM-EMAIL-0338|1.0|KFS3801|PERSON|WRK|eurainer@kuali.org|Y|Y|20121207233002|
KFS1478|KFS-TEM-KRIM-EMAIL-0339|1.0|KFS2931|PERSON|WRK|kloera@kuali.org|Y|Y|20121207233002|
KFS1479|KFS-TEM-KRIM-EMAIL-0340|1.0|KFS2912|PERSON|WRK|audixon@kuali.org|Y|Y|20121207233002|
KFS1480|KFS-TEM-KRIM-EMAIL-0341|1.0|KFS3539|PERSON|WRK|fufreder@kuali.org|Y|Y|20121207233002|
KFS1481|KFS-TEM-KRIM-EMAIL-0342|1.0|KFS3044|PERSON|WRK|cknotts@kuali.org|Y|Y|20121207233002|
KFS1482|KFS-TEM-KRIM-EMAIL-0343|1.0|KFS3606|PERSON|WRK|eukasten@kuali.org|Y|Y|20121207233002|
KFS1483|KFS-TEM-KRIM-EMAIL-0344|1.0|KFS2584|PERSON|WRK|clancy@kuali.org|Y|Y|20121207233002|
KFS1484|KFS-TEM-KRIM-EMAIL-0345|1.0|KFS3153|PERSON|WRK|earenas@kuali.org|Y|Y|20121207233002|
KFS1485|KFS-TEM-KRIM-EMAIL-0346|1.0|KFS2869|PERSON|WRK|gendicot@kuali.org|Y|Y|20121207233002|
KFS1486|KFS-TEM-KRIM-EMAIL-0347|1.0|KFS3549|PERSON|WRK|mroundtr@kuali.org|Y|Y|20121207233002|
KFS1487|KFS-TEM-KRIM-EMAIL-0348|1.0|KFS2344|PERSON|WRK|kukay@kuali.org|Y|Y|20121207233002|
KFS1488|KFS-TEM-KRIM-EMAIL-0349|1.0|KFS3642|PERSON|WRK|auhuth@kuali.org|Y|Y|20121207233002|
KFS1489|KFS-TEM-KRIM-EMAIL-0350|1.0|KFS3458|PERSON|WRK|nbuford@kuali.org|Y|Y|20121207233002|
KFS1490|KFS-TEM-KRIM-EMAIL-0351|1.0|KFS3911|PERSON|WRK|tudeange@kuali.org|Y|Y|20121207233002|
KFS1491|KFS-TEM-KRIM-EMAIL-0352|1.0|KFS1864|PERSON|WRK|byerly@kuali.org|Y|Y|20121207233002|
KFS1492|KFS-TEM-KRIM-EMAIL-0353|1.0|KFS3693|PERSON|WRK|iboudrea@kuali.org|Y|Y|20121207233002|
KFS1493|KFS-TEM-KRIM-EMAIL-0354|1.0|KFS3950|PERSON|WRK|lvchisol@kuali.org|Y|Y|20121207233002|
