entity_ext_id_id|obj_id|ver_nbr|entity_id|ext_id_typ_cd|ext_id|last_updt_dt|
KFS4448|KFS4448|1.0|KFS2749|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4449|KFS4449|1.0|KFS2750|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4450|KFS4450|1.0|KFS2751|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4451|KFS4451|1.0|KFS2752|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4452|KFS4452|1.0|KFS2753|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4453|KFS4453|1.0|KFS2754|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4454|KFS4454|1.0|KFS2755|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4455|KFS4455|1.0|KFS2756|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4456|KFS4456|1.0|KFS2757|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4457|KFS4457|1.0|KFS2758|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4458|KFS4458|1.0|KFS2759|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4459|KFS4459|1.0|KFS2760|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4460|KFS4460|1.0|KFS2761|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4461|KFS4461|1.0|KFS2762|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4462|KFS4462|1.0|KFS2763|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4463|KFS4463|1.0|KFS2764|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4464|KFS4464|1.0|KFS2765|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4465|KFS4465|1.0|KFS2766|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4466|KFS4466|1.0|KFS2767|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4467|KFS4467|1.0|KFS2768|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4468|KFS4468|1.0|KFS2769|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4469|KFS4469|1.0|KFS2770|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4470|KFS4470|1.0|KFS2771|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4471|KFS4471|1.0|KFS2772|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4472|KFS4472|1.0|KFS2773|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4473|KFS4473|1.0|KFS2774|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4474|KFS4474|1.0|KFS2775|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4475|KFS4475|1.0|KFS2776|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4476|KFS4476|1.0|KFS2777|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4477|KFS4477|1.0|KFS2778|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4478|KFS4478|1.0|KFS2779|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4479|KFS4479|1.0|KFS2780|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4480|KFS4480|1.0|KFS2781|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4481|KFS4481|1.0|KFS2782|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4482|KFS4482|1.0|KFS2783|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4483|KFS4483|1.0|KFS2784|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4484|KFS4484|1.0|KFS2785|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4485|KFS4485|1.0|KFS2786|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4486|KFS4486|1.0|KFS2787|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4487|KFS4487|1.0|KFS2788|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4488|KFS4488|1.0|KFS2789|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4489|KFS4489|1.0|KFS2790|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4490|KFS4490|1.0|KFS2791|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4491|KFS4491|1.0|KFS2792|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4492|KFS4492|1.0|KFS2793|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4493|KFS4493|1.0|KFS2794|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4494|KFS4494|1.0|KFS2795|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4495|KFS4495|1.0|KFS2796|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4496|KFS4496|1.0|KFS2797|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4497|KFS4497|1.0|KFS2798|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4498|KFS4498|1.0|KFS2799|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4499|KFS4499|1.0|KFS2800|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4500|KFS4500|1.0|KFS2801|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4501|KFS4501|1.0|KFS2802|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4502|KFS4502|1.0|KFS2803|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4503|KFS4503|1.0|KFS2804|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4504|KFS4504|1.0|KFS2805|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4505|KFS4505|1.0|KFS2806|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4506|KFS4506|1.0|KFS2807|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4507|KFS4507|1.0|KFS2808|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4508|KFS4508|1.0|KFS2809|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4509|KFS4509|1.0|KFS2810|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4510|KFS4510|1.0|KFS2811|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4511|KFS4511|1.0|KFS2812|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4512|KFS4512|1.0|KFS2813|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4513|KFS4513|1.0|KFS2814|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4514|KFS4514|1.0|KFS2815|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4515|KFS4515|1.0|KFS2816|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4516|KFS4516|1.0|KFS2817|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4517|KFS4517|1.0|KFS2818|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4518|KFS4518|1.0|KFS2819|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4519|KFS4519|1.0|KFS2820|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4520|KFS4520|1.0|KFS2821|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4521|KFS4521|1.0|KFS2822|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4522|KFS4522|1.0|KFS2823|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4523|KFS4523|1.0|KFS2824|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4524|KFS4524|1.0|KFS2825|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4525|KFS4525|1.0|KFS2826|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4526|KFS4526|1.0|KFS2827|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4527|KFS4527|1.0|KFS2828|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4528|KFS4528|1.0|KFS2829|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4529|KFS4529|1.0|KFS2830|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4530|KFS4530|1.0|KFS2831|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4531|KFS4531|1.0|KFS2832|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4532|KFS4532|1.0|KFS2833|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4533|KFS4533|1.0|KFS2834|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4534|KFS4534|1.0|KFS2835|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4535|KFS4535|1.0|KFS2836|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4536|KFS4536|1.0|KFS2837|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4537|KFS4537|1.0|KFS2838|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4538|KFS4538|1.0|KFS2839|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4539|KFS4539|1.0|KFS2840|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4540|KFS4540|1.0|KFS2841|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4541|KFS4541|1.0|KFS2842|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4542|KFS4542|1.0|KFS2843|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4543|KFS4543|1.0|KFS2844|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4544|KFS4544|1.0|KFS2845|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4545|KFS4545|1.0|KFS2846|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4546|KFS4546|1.0|KFS2847|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4547|KFS4547|1.0|KFS2848|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4548|KFS4548|1.0|KFS2849|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4549|KFS4549|1.0|KFS2850|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4550|KFS4550|1.0|KFS2851|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4551|KFS4551|1.0|KFS2852|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4552|KFS4552|1.0|KFS2853|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4553|KFS4553|1.0|KFS2854|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4554|KFS4554|1.0|KFS2855|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4555|KFS4555|1.0|KFS2856|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4556|KFS4556|1.0|KFS2857|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4557|KFS4557|1.0|KFS2858|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4558|KFS4558|1.0|KFS2859|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4559|KFS4559|1.0|KFS2860|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4560|KFS4560|1.0|KFS2861|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4561|KFS4561|1.0|KFS2862|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4562|KFS4562|1.0|KFS2863|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4563|KFS4563|1.0|KFS2864|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4564|KFS4564|1.0|KFS2865|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4565|KFS4565|1.0|KFS2866|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4566|KFS4566|1.0|KFS2867|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4567|KFS4567|1.0|KFS2868|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4568|KFS4568|1.0|KFS2869|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4569|KFS4569|1.0|KFS2870|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4570|KFS4570|1.0|KFS2871|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4571|KFS4571|1.0|KFS2872|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4572|KFS4572|1.0|KFS2873|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4573|KFS4573|1.0|KFS2874|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4574|KFS4574|1.0|KFS2875|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4575|KFS4575|1.0|KFS2876|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4576|KFS4576|1.0|KFS2877|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4577|KFS4577|1.0|KFS2878|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4578|KFS4578|1.0|KFS2879|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4579|KFS4579|1.0|KFS2880|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4580|KFS4580|1.0|KFS2881|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4581|KFS4581|1.0|KFS2882|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4582|KFS4582|1.0|KFS2883|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4583|KFS4583|1.0|KFS2884|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4584|KFS4584|1.0|KFS2885|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4585|KFS4585|1.0|KFS2886|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4586|KFS4586|1.0|KFS2887|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4587|KFS4587|1.0|KFS2888|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4588|KFS4588|1.0|KFS2889|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4589|KFS4589|1.0|KFS2890|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4590|KFS4590|1.0|KFS2891|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4591|KFS4591|1.0|KFS2892|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4592|KFS4592|1.0|KFS2893|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4593|KFS4593|1.0|KFS2894|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4594|KFS4594|1.0|KFS2895|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4595|KFS4595|1.0|KFS2896|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4596|KFS4596|1.0|KFS2897|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4597|KFS4597|1.0|KFS2898|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4598|KFS4598|1.0|KFS2899|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4599|KFS4599|1.0|KFS2900|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4600|KFS4600|1.0|KFS2901|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4601|KFS4601|1.0|KFS2902|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4602|KFS4602|1.0|KFS2903|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4603|KFS4603|1.0|KFS2904|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4604|KFS4604|1.0|KFS2905|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4605|KFS4605|1.0|KFS2906|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4606|KFS4606|1.0|KFS2907|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4607|KFS4607|1.0|KFS2908|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4608|KFS4608|1.0|KFS2909|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4609|KFS4609|1.0|KFS2910|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4610|KFS4610|1.0|KFS2911|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4611|KFS4611|1.0|KFS2912|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4612|KFS4612|1.0|KFS2913|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4613|KFS4613|1.0|KFS2914|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4614|KFS4614|1.0|KFS2915|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4615|KFS4615|1.0|KFS2916|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4616|KFS4616|1.0|KFS2917|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4617|KFS4617|1.0|KFS2918|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4618|KFS4618|1.0|KFS2919|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4619|KFS4619|1.0|KFS2920|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4620|KFS4620|1.0|KFS2921|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4621|KFS4621|1.0|KFS2922|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4622|KFS4622|1.0|KFS2923|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4623|KFS4623|1.0|KFS2924|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4624|KFS4624|1.0|KFS2925|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4625|KFS4625|1.0|KFS2926|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4626|KFS4626|1.0|KFS2927|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4627|KFS4627|1.0|KFS2928|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4628|KFS4628|1.0|KFS2929|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4629|KFS4629|1.0|KFS2930|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4630|KFS4630|1.0|KFS2931|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4631|KFS4631|1.0|KFS2932|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4632|KFS4632|1.0|KFS2933|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4633|KFS4633|1.0|KFS2934|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4634|KFS4634|1.0|KFS2935|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4635|KFS4635|1.0|KFS2936|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4636|KFS4636|1.0|KFS2937|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4637|KFS4637|1.0|KFS2938|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4638|KFS4638|1.0|KFS2939|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4639|KFS4639|1.0|KFS2940|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4640|KFS4640|1.0|KFS2941|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4641|KFS4641|1.0|KFS2942|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4642|KFS4642|1.0|KFS2943|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4643|KFS4643|1.0|KFS2944|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4644|KFS4644|1.0|KFS2945|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4645|KFS4645|1.0|KFS2946|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4646|KFS4646|1.0|KFS2947|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4647|KFS4647|1.0|KFS2948|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4648|KFS4648|1.0|KFS2949|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4649|KFS4649|1.0|KFS2950|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4650|KFS4650|1.0|KFS2951|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4651|KFS4651|1.0|KFS2952|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4652|KFS4652|1.0|KFS2953|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4653|KFS4653|1.0|KFS2954|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4654|KFS4654|1.0|KFS2955|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4655|KFS4655|1.0|KFS2956|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4656|KFS4656|1.0|KFS2957|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4657|KFS4657|1.0|KFS2958|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4658|KFS4658|1.0|KFS2959|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4659|KFS4659|1.0|KFS2960|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4660|KFS4660|1.0|KFS2961|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4661|KFS4661|1.0|KFS2962|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4662|KFS4662|1.0|KFS2963|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4663|KFS4663|1.0|KFS2964|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4664|KFS4664|1.0|KFS2965|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4665|KFS4665|1.0|KFS2966|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4666|KFS4666|1.0|KFS2967|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4667|KFS4667|1.0|KFS2968|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4668|KFS4668|1.0|KFS2969|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4669|KFS4669|1.0|KFS2970|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4670|KFS4670|1.0|KFS2971|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4671|KFS4671|1.0|KFS2972|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4672|KFS4672|1.0|KFS2973|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4673|KFS4673|1.0|KFS2974|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4674|KFS4674|1.0|KFS2975|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4675|KFS4675|1.0|KFS2976|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4676|KFS4676|1.0|KFS2977|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4677|KFS4677|1.0|KFS2978|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4678|KFS4678|1.0|KFS2979|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4679|KFS4679|1.0|KFS2980|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4680|KFS4680|1.0|KFS2981|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4681|KFS4681|1.0|KFS2982|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4682|KFS4682|1.0|KFS2983|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4683|KFS4683|1.0|KFS2984|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4684|KFS4684|1.0|KFS2985|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4685|KFS4685|1.0|KFS2986|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4686|KFS4686|1.0|KFS2987|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4687|KFS4687|1.0|KFS2988|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4688|KFS4688|1.0|KFS2989|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4689|KFS4689|1.0|KFS2990|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4690|KFS4690|1.0|KFS2991|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4691|KFS4691|1.0|KFS2992|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4692|KFS4692|1.0|KFS2993|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4693|KFS4693|1.0|KFS2994|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4694|KFS4694|1.0|KFS2995|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4695|KFS4695|1.0|KFS2996|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
KFS4696|KFS4696|1.0|KFS2997|TAX|XBy8HbA0p2kc3lalnjPKpA==|20121207233015|
