univ_fiscal_yr|fin_coa_cd|fin_obj_sub_type_cd|obj_id|ver_nbr|cptlztn_fobj_cd|accum_depr_fobj_cd|depr_exp_fobj_cd|row_actv_ind|
2010.0|BA|CO|683C871E-1315-7A04-4E14-FBAF45B6E1DE|2.0||||Y|
2010.0|BA|CP|73E7B2BC-C8A9-8B72-479C-9CE5FC629004|2.0||||Y|
2010.0|BA|ES|ED00B610-61B5-2E15-666A-54622117995F|2.0|8630|8930|5156|Y|
2010.0|BA|IF|E5ED67DE-E905-647B-0692-DEF220A109AF|2.0|8604|8904|5157|Y|
2010.0|BA|LA|E309FB44-27D8-5136-F9AD-8351427E6A4D|2.0|8603|||Y|
2010.0|BA|LE|115BD663-81A7-2EF7-8692-443F80AB4231|2.0|8608|8908|5158|Y|
2010.0|BA|LF|97D0E559-4A3E-AD3E-4843-23A8A8BFA97E|2.0|8614|8913|5159|Y|
2010.0|BA|LI|0F709D7B-D609-7B58-06E7-DE2A0BC549D1|2.0|8613|8913|5159|Y|
2010.0|BA|LR|8B4E5EBD-6F16-9CA0-C2D8-A83CF5F2E42A|2.0|8665|8965|5119|Y|
2010.0|BA|NA|AA17B1B6-E9AB-BD3C-7D1B-21957135D877|2.0|8610|8910|5115|Y|
2010.0|BA|UC|C002ADE2-99E9-8F6E-DBE1-25A7E30ED5DC|2.0|8618|8933|5133|Y|
2010.0|BA|UF|4DD17CB4-5160-CEF2-33EF-86EECD5314A3|2.0|8619|8933|5133|Y|
2010.0|BA|UO|D25C0154-1BBC-BEEE-EAD4-8B2E4C0D3298|2.0||||Y|
2010.0|BL|AM|FCB059D3-CB41-5532-96A1-2486A2F3903B|2.0|8615|||Y|
2010.0|BL|BD|E689F60F-18FB-A1E1-75C5-DA9BF991968A|2.0|8601|8901|5112|Y|
2010.0|BL|BF|9631C8EE-17D3-49C7-A1B1-20A2303408C8|2.0|8605|8905|5112|Y|
2010.0|BL|BI|33AABF9D-2D79-60DF-8459-E95E21CC66B6|2.0|8629|8929|5129|Y|
2010.0|BL|BR|74F708C9-A27D-DE2F-F992-3327C7901246|2.0|8601|8907|5117|Y|
2010.0|BL|BX|994E082A-C3E7-E3BF-DD54-A78E24FB08FD|2.0|8640|8945|5117|Y|
2010.0|BL|BY|08EF0D19-C2C2-89FF-3E5A-0E4B8A4E20F7|2.0|8641|||Y|
2010.0|BL|C1|1BFB9D79-C606-C138-0359-020CCA1304A7|2.0|8627|8927|5127|Y|
2010.0|BL|C2|EC17C0BE-1891-C20E-98FA-9A8E5D7780C6|2.0|8628|8928|5128|Y|
2010.0|BL|CF|EAC2587B-EB9A-2BCE-C763-34258C3C9833|2.0|8611|8910|5115|Y|
2010.0|BL|CL|B244B6E0-28AE-0D64-DBD2-C4CAC4650DAA|2.0|9603|||Y|
2010.0|BL|CM|29898E8A-9E10-A16C-DA13-E8D2203BDFC5|2.0|8610|8910|5115|Y|
2010.0|BL|CO|13D62ECA-05BB-0929-B572-E2E87003486B|2.0||||Y|
2010.0|BL|CP|11A10DCD-5D83-F194-F650-BD6836669A90|2.0||||Y|
2010.0|BL|ES|80D304E0-2643-420C-9C65-25F35D035335|2.0|8630|8930|5156|Y|
2010.0|BL|IF|A10B2112-FD81-BAF8-753B-31F61AC1CA64|2.0|8604|8904|5157|Y|
2010.0|BL|LA|F1128FBF-4459-BD9C-BE83-945D26F59E9E|2.0|8603|||Y|
2010.0|BL|LE|3746354A-958A-0322-46D2-E5F77D8E9F1C|2.0|8608|8908|5158|Y|
2010.0|BL|LF|3972E9CB-9E57-DA83-5850-1EA1E22EB399|2.0|8614|8913|5159|Y|
2010.0|BL|LI|C14FEEF6-4C92-054F-0748-C5AE9B3CBCF3|2.0|8613|8913|5159|Y|
2010.0|BL|LR|BDD7182B-3509-25C7-4E54-7AD9CFCC0779|2.0|8665|8965|5119|Y|
2010.0|BL|UC|8DDA9AA6-6F52-675F-7C4E-6F4D190BBCB8|2.0|8618|8933|5133|Y|
2010.0|BL|UF|F804352D-F661-A43E-B6BC-2B23886771E6|2.0|8619|8933|5133|Y|
2010.0|BL|UO|F1A5F03D-B199-78C9-DBDA-17D9D46971B9|2.0||||Y|
2010.0|EA|AM|E6BD4433-666C-914F-1EB8-6C2E2F55AFE4|2.0|8615|||Y|
2010.0|EA|BD|4FAC9EA0-92F9-FFF6-468D-0D09A1E472DE|2.0|8601|8901|5112|Y|
2010.0|EA|BF|7296070D-73D4-2575-4E67-69DEC9049C85|2.0|8605|8905|5112|Y|
2010.0|EA|BI|35228EE3-DD2A-070C-BF83-76F10EC5165E|2.0|8629|8929|5129|Y|
2010.0|EA|BR|3C360C5F-EBA9-04D3-C82A-FEBDC502315A|2.0|8601|8907|5117|Y|
2010.0|EA|BX|E72D8396-ED58-C525-F3A9-C527C3DAAD65|2.0|8640|8945|5117|Y|
2010.0|EA|BY|56C353FA-9825-6D82-6F00-0F8D0A53B4B8|2.0|8641|||Y|
2010.0|EA|C1|3BF7D84C-8F32-9E85-396D-9F34242065D4|2.0|8627|8927|5127|Y|
2010.0|EA|C2|4FB8E3C0-E144-7835-5FF3-AACF455F3921|2.0|8628|8928|5128|Y|
2010.0|EA|CF|98F245C3-526C-8C9C-4B76-599A5BB5C7CC|2.0|8611|8910|5115|Y|
2010.0|EA|CL|87AAE8EA-211A-1373-D5B5-7100EAE7519E|2.0|9603|||Y|
2010.0|EA|CM|07C5D774-1B7D-DA5A-3077-D7C014985B1B|2.0|8610|8910|5115|Y|
2010.0|EA|CO|416E254F-4148-5732-7CFC-EF3FE9776F0A|2.0||||Y|
2010.0|EA|CP|E0065C7F-B862-B36D-7BA8-4068D8A3444E|2.0||||Y|
2010.0|EA|ES|DE061766-7432-542F-3A43-1567D7B40FD3|2.0|8630|8930|5156|Y|
2010.0|EA|IF|1E01BD4C-14B6-1919-2C41-2133067E7684|2.0|8604|8904|5157|Y|
2010.0|EA|LA|0790E208-0740-EF91-991E-99FB50AEDFE4|2.0|8603|||Y|
2010.0|EA|LE|E2E0F1D4-346B-F16C-CCA1-7F3ADF582DFD|2.0|8608|8908|5158|Y|
2010.0|EA|LF|82F6BFE3-A966-D49A-2ACB-494540EE0D9E|2.0|8614|8913|5159|Y|
2010.0|EA|LI|B4AB49C6-CCEF-A7C4-1813-2F684224DB15|2.0|8613|8913|5159|Y|
2010.0|EA|LR|8238B992-C101-CEC2-1F20-9A93288F77A9|2.0|8665|8965|5119|Y|
2010.0|EA|UC|52E46FC3-4D99-C6C1-16B3-5213D2111738|2.0|8618|8933|5133|Y|
2010.0|EA|UF|4D31E5F3-FE79-9D95-128D-61140A5B98A8|2.0|8619|8933|5133|Y|
2010.0|EA|UO|B7AC839C-8BA7-91D1-086C-25F611037844|2.0||||Y|
2010.0|FW|AM|8EA0F034-C752-D028-AC9B-B89CA5A5F35F|2.0|8615|||Y|
2010.0|FW|BD|A7B98E08-A37E-7650-2AB4-FAF2C1F21214|2.0|8601|8901|5112|Y|
2010.0|FW|BF|1A4E09E2-1302-CF80-F4CC-0EBA57B94D3C|2.0|8605|8905|5112|Y|
2010.0|FW|BI|5925904F-830B-C533-08B5-644F45B9DB73|2.0|8629|8929|5129|Y|
2010.0|FW|C2|CEF9CB89-F0CA-65C2-1F55-2E8BC62035D8|2.0|8628|8928|5128|Y|
2010.0|FW|CF|D52E7AAD-0EF7-1318-19E7-8272DAF3A150|2.0|8611|8910|5115|Y|
2010.0|FW|CL|57540B19-FB1B-102B-0B41-74B1EEEAAD22|2.0|9603|||Y|
2010.0|FW|CM|91BBCA21-F636-F9AF-E7F3-7507805A65CF|2.0|8610|8910|5115|Y|
2010.0|FW|CO|4CCFCBE1-DF58-22A0-73F3-8EDE90187369|2.0||||Y|
2010.0|FW|CP|A95F70AE-16E8-60C1-27A0-6E7868E5A606|2.0||||Y|
2010.0|FW|ES|5548E996-A762-F9F4-9FCE-C04C2B493C20|2.0|8630|8930|5156|Y|
2010.0|FW|IF|0BB8BA8F-6028-E44B-1C91-38E743EB8383|2.0|8604|8904|5157|Y|
2010.0|FW|LA|61AFF6BC-21D8-4504-0BBB-E2319CDE67F4|2.0|8603|||Y|
2010.0|FW|LE|648FA9DD-9153-C2DA-3D3F-B1369B9BEE9C|2.0|8608|8908|5158|Y|
2010.0|FW|LF|565BE1EE-25EC-A2E2-B4B7-42ACB36FA274|2.0|8614|8913|5159|Y|
2010.0|FW|LI|67A69722-361F-A13A-BF89-F5B767C5AB45|2.0|8613|8913|5159|Y|
2010.0|FW|LR|1E851445-BBC7-96BF-E908-34EFFF713DC3|2.0|8665|8965|5119|Y|
2010.0|FW|UC|90D5DABB-73ED-2714-A2BE-8C41A0674153|2.0|8618|8933|5133|Y|
2010.0|FW|UF|569CB98A-60BE-5A3F-0572-B8F32E29CFFC|2.0|8619|8933|5133|Y|
2010.0|FW|UO|46CFB51C-9727-D7D4-9077-7AECACA21996|2.0||||Y|
2010.0|HO|AM|F3E6CCE0-0CE4-5403-5129-D3A9EF2B75EB|2.0|8615|||Y|
2010.0|HO|BD|84A99D60-843C-C32D-2F00-E75084E9B56F|2.0|8601|8901|5112|Y|
2010.0|HO|BF|C7A5DFB9-1652-3280-A06A-F87B27599739|2.0|8601|8901|5112|Y|
2010.0|HO|CF|AE8AFE7D-3F59-6013-65AB-2ABA45B51AC5|2.0|8611|8910|5115|Y|
2010.0|HO|CL|7308784F-5D58-93DB-8A4B-A76BA5A97F36|2.0|9603|||Y|
2010.0|HO|CM|DA708BDB-4625-264E-980E-05269C616989|2.0|8610|8910|5115|Y|
2010.0|HO|CO|7B77FCD1-3F5F-3FF8-9CC8-25C090C15165|2.0||||Y|
2010.0|HO|CP|559FD647-237F-C429-9E42-E3AE0F0CE619|2.0||||Y|
2010.0|HO|ES|E3A7C24E-C841-43D5-3686-15ED80A862ED|2.0|8630|8930|5115|Y|
2010.0|HO|IF|DB9431AB-9907-4BDC-DF4F-B5A01CBC4B36|2.0|8604|8904|5115|Y|
2010.0|HO|LA|633D49AA-7A16-437C-4BB2-988D74ACA100|2.0|8603|||Y|
2010.0|HO|LE|F6034365-056A-58F6-7E01-2DAB36A0932B|2.0|8608|8908|5115|Y|
2010.0|HO|LF|EE06AE35-E341-89F0-881F-03B0BD2E264C|2.0|8614|8913|5115|Y|
2010.0|HO|LI|D18A2047-6DEC-F833-FCC9-7AE1AEF1B6C0|2.0|8613|8913|5115|Y|
2010.0|HO|UC|FE054458-21E5-6AF7-9BC0-38B8D934425C|2.0|8618|8910|5115|Y|
2010.0|HO|UF|BA4F2890-5EAD-8FF9-8C44-FB22842A1C82|2.0|8619|8910|5115|Y|
2010.0|HO|UO|8E611BDA-0556-15B4-C7F5-D330E5DEB763|2.0||||Y|
2010.0|IA|AM|31A90E0D-A401-A60E-B57B-3FA6C382A30C|2.0|8615|||Y|
2010.0|IA|BD|8099EEBC-56CE-345F-951E-2D6B3304542F|2.0|8601|8901|5112|Y|
2010.0|IA|BF|2594BF5C-D4A7-BB05-C192-3B3E8995D41E|2.0|8605|8905|5112|Y|
2010.0|IA|BI|DF86D487-702F-E8BD-B2A0-A307364FD19D|2.0|8629|8929|5129|Y|
2010.0|IA|BR|4D6A3E06-6870-7508-BDE2-5BA5067FD239|2.0|8601|8907|5117|Y|
2010.0|IA|BX|E757B40A-ADF6-472D-9A04-5BAB451F0986|2.0|8640|8945|5117|Y|
2010.0|IA|BY|52943414-2B97-CAF3-4B87-88FD9C28CE82|2.0|8641|||Y|
2010.0|IA|C1|085E15F4-2974-CCE5-7618-7695D389AF95|2.0|8627|8927|5127|Y|
2010.0|IA|C2|C9E12458-9B33-9E50-4D51-BFAA5A5C4EA7|2.0|8628|8928|5128|Y|
2010.0|IA|CF|E531C887-0D36-90AD-C538-DC011AB3AEA5|2.0|8611|8910|5115|Y|
2010.0|IA|CL|00110E84-3323-ABB5-CCEC-8C4E4AC1FCDD|2.0|9603|||Y|
2010.0|IA|CM|684ACBA8-5C36-ECEC-F40E-E81DBD7E02D9|2.0|8610|8910|5115|Y|
2010.0|IA|CO|EBCBD37D-A5CB-4FA8-AD05-0B48A7775B7A|2.0||||Y|
2010.0|IA|CP|FA13E530-B72E-140C-695D-A5EB07E3D5B1|2.0||||Y|
2010.0|IA|ES|3E4478CD-762A-9227-3AFD-4F70DDEA7FA4|2.0|8630|8930|5156|Y|
2010.0|IA|IF|4C0CD83A-9437-A6A8-6EDC-27098B920E91|2.0|8604|8904|5157|Y|
2010.0|IA|LA|450845E9-A8D2-A04C-4FAB-340BE6CE5BC9|2.0|8603|||Y|
2010.0|IA|LE|804BAD5B-622F-5DCD-8093-5A1F5152174F|2.0|8608|8908|5158|Y|
2010.0|IA|LF|CC2DC9D9-C69F-5618-165C-9DDD0BEBF378|2.0|8614|8913|5159|Y|
2010.0|IA|LI|FDE78B86-CE7E-2F16-D9BF-EDEB53B8CD43|2.0|8613|8913|5159|Y|
2010.0|IA|LR|5A354D53-F77D-42DB-27EB-03C2343ECF58|2.0|8665|8965|5119|Y|
2010.0|IA|UC|631FFA90-3069-EA99-AF46-783E3993B591|2.0|8618|8933|5133|Y|
2010.0|IA|UF|D8A975A3-540A-CA5C-1D65-8FFEE46981F0|2.0|8619|8933|5133|Y|
2010.0|IA|UO|55EDDB70-4FE3-F94D-BAF6-8DB6038C1288|2.0||||Y|
2010.0|IN|AM|1F6BF6EF-4E3E-1BA1-9816-E75CDB232034|2.0|8615|||Y|
2010.0|IN|BD|FEDDAE7D-7184-17BC-07C3-E6717ABF47E6|2.0|8601|8901|5112|Y|
2010.0|IN|BF|7A248206-D145-93FB-2AD8-EFBFBA099F76|2.0|8605|8905|5112|Y|
2010.0|IN|BI|F199E11D-38D8-7130-000C-9B815F2B2D4C|2.0|8629|8929|5129|Y|
2010.0|IN|BR|7CA7821B-01E2-FEE4-EF37-BF3099572F87|2.0|8601|8907|5117|Y|
2010.0|IN|BX|2AC21A2C-B2AE-87F1-9449-C87AB146BF69|2.0|8640|8945|5117|Y|
2010.0|IN|BY|51F6DA2D-2B6E-4200-D474-47ECE8DA643A|2.0|8641|||Y|
2010.0|IN|C1|8A081B2A-39FD-173D-1A4F-1054E3D7A41A|2.0|8627|8927|5127|Y|
2010.0|IN|C2|24E1F535-B352-8DEE-DF25-FEF794CF125B|2.0|8628|8928|5128|Y|
2010.0|IN|CF|B978E368-BAA2-3945-0BE8-E10D9099D454|2.0|8611|8910|5115|Y|
2010.0|IN|CL|E9E46C2A-4AE1-0DB7-436C-E31D740F4E3D|2.0|9603|||Y|
2010.0|IN|CM|BAA403BF-B47A-A823-23B3-D4DDFF0F3EBC|2.0|8610|8910|5115|Y|
2010.0|IN|CO|079DBFC6-5ADA-72DB-A9DB-731246A90D68|2.0||||Y|
2010.0|IN|CP|408E0E79-6F66-0613-ECAE-F4180EE44CFE|2.0||||Y|
2010.0|IN|ES|317CEEE3-3ACA-CA3E-212E-7CBA591C8D5F|2.0|8630|8930|5156|Y|
2010.0|IN|IF|70BCD409-600D-0E1F-2D42-DAFD3A31B772|2.0|8604|8904|5157|Y|
2010.0|IN|LA|EB0EF523-D743-A11B-41EB-8AB9FB11311D|2.0|8603|||Y|
2010.0|IN|LE|3A11F5FA-C21C-F2E4-07B6-573A4A042BA0|2.0|8608|8908|5158|Y|
2010.0|IN|LF|A8C937F2-DAE8-EA8D-B92C-AE688EC078F9|2.0|8614|8913|5159|Y|
2010.0|IN|LI|BF01921F-E1AE-0616-BABD-08A2FB2F7BDF|2.0|8613|8913|5159|Y|
2010.0|IN|LR|022F5581-79E9-92AF-8C91-C1728898BE22|2.0|8665|8965|5119|Y|
2010.0|IN|NA|AE5E2D16-874E-DDCC-CCE7-00857B53F7B7|2.0|8610|8910|5112|Y|
2010.0|IN|UC|3FEDE9DC-4586-56C5-5D89-31ED47FB57FC|2.0|8618|8933|5133|Y|
2010.0|IN|UF|58E12412-04ED-4A48-5D2A-C74A69FF6CB1|2.0|8619|8933|5133|Y|
2010.0|IN|UO|24AB147D-FFE6-7BCD-7100-962DEFDE02C4|2.0||||Y|
2010.0|KO|AM|C332B82C-CFE8-9BB5-E8A7-47ABFD34DBA5|2.0|8615|||Y|
2010.0|KO|BD|0641B0E8-A551-31C6-E5D1-AA289C4E7B49|2.0|8601|8901|5112|Y|
2010.0|KO|BF|711313AD-B281-DF1A-80C3-31E4128F215A|2.0|8605|8905|5112|Y|
2010.0|KO|BI|3EC5E6A3-3084-00CA-05AB-811AF380B1C4|2.0|8629|8929|5129|Y|
2010.0|KO|BR|12FC22CF-E1D7-F31D-836A-440A8100237D|2.0|8601|8907|5117|Y|
2010.0|KO|BX|6C80D6C2-9CE7-3FCC-AA78-822BA8AEFD96|2.0|8640|8945|5117|Y|
2010.0|KO|BY|C0F0BA11-B5D0-54B6-8BC6-9B497B646C1A|2.0|8641|||Y|
2010.0|KO|C1|F8B3695D-835C-4143-FE33-CF271897BFCD|2.0|8627|8927|5127|Y|
2010.0|KO|C2|27B761DC-9EE1-5D62-ACBA-42B3783764F1|2.0|8628|8928|5128|Y|
2010.0|KO|CF|E0646C57-3A2F-812C-EBD0-B8FC01DB20E5|2.0|8611|8910|5115|Y|
2010.0|KO|CL|5A75116C-036A-E727-0209-6C374C073407|2.0|9603|||Y|
2010.0|KO|CM|C9A433A3-85F6-EEA0-D86A-175D1D14AD44|2.0|8610|8910|5115|Y|
2010.0|KO|CO|378984CC-9C7C-C9AF-56F6-6FE6EA194E72|2.0||||Y|
2010.0|KO|CP|FBB32EF9-C845-E732-FFA3-05717381794B|2.0||||Y|
2010.0|KO|ES|3153FEC2-4574-775B-6182-2AFE01D924B9|2.0|8630|8930|5156|Y|
2010.0|KO|IF|9EEEEE4C-0F0F-173E-077A-9FD5B40929BB|2.0|8604|8904|5157|Y|
2010.0|KO|LA|57B3414B-6FFD-12B4-C1FF-FC9EB31FEB05|2.0|8603|||Y|
2010.0|KO|LE|C511B46F-5EB7-36B5-CC0B-DF20814F10B4|2.0|8608|8908|5158|Y|
2010.0|KO|LF|012AF99E-C26E-2F67-72F1-B3D251D98DD0|2.0|8614|8913|5159|Y|
2010.0|KO|LI|CBA82A90-F2CD-57EA-4DC3-D5F3EBDCCBB9|2.0|8613|8913|5159|Y|
2010.0|KO|LR|5AE9E988-A838-2367-00BD-6612C6DEB436|2.0|8665|8965|5119|Y|
2010.0|KO|UC|527D2855-1232-62C3-083B-828DBDFEC8CD|2.0|8618|8933|5133|Y|
2010.0|KO|UF|A6149351-2A52-8208-F929-A66B3BA8BFE3|2.0|8619|8933|5133|Y|
2010.0|KO|UO|B359E2C5-0ECD-3527-440A-08A1FFAE4A87|2.0||||Y|
2010.0|NW|AM|C09EC0C3-B6D8-A74B-DC93-5EE6C860CF4E|2.0|8615|||Y|
2010.0|NW|BD|EBF9D432-85DE-7304-37A2-0F2EA5CD9F6B|2.0|8601|8901|5112|Y|
2010.0|NW|BF|E92DA52F-C66F-EB0E-A3B5-25B4E6389767|2.0|8605|8905|5112|Y|
2010.0|NW|BI|70D3C0EF-D536-474A-9B86-2E97890FEE59|2.0|8629|8929|5129|Y|
2010.0|NW|BR|CE9BBE85-3A06-A51D-5E67-CF26A1D6F709|2.0|8601|8907|5117|Y|
2010.0|NW|BX|CD9503B0-1CDF-CB2B-E7E2-57A13F158A42|2.0|8640|8945|5117|Y|
2010.0|NW|BY|E09FD52E-B428-471D-6DCF-DDF4F6E8DCF2|2.0|8641|||Y|
2010.0|NW|C1|2FBC4524-7509-AB94-FA22-67B401E3D43A|2.0|8627|8927|5127|Y|
2010.0|NW|C2|421FDA94-AD86-3112-EAC8-E057558DC6C0|2.0|8628|8928|5128|Y|
2010.0|NW|CF|98EC221A-AEF2-1638-5012-1A2EB971641A|2.0|8611|8910|5115|Y|
2010.0|NW|CL|B0B8BCE8-A6B1-2FC4-0F0A-A76EF76572DA|2.0|9603|||Y|
2010.0|NW|CM|BA575530-7254-6508-8890-944F4B44E7BC|2.0|8610|8910|5115|Y|
2010.0|NW|CO|C22022B1-1408-A6CE-AE9F-D44D1D61E361|2.0||||Y|
2010.0|NW|CP|AE5F1F56-E8BD-4A25-23C2-68D79F765BEF|2.0||||Y|
2010.0|NW|ES|6BE3CF81-08F3-73E3-2E92-3FB6AC2E0144|2.0|8630|8930|5156|Y|
2010.0|NW|IF|1B75BC9B-818F-022D-A368-E14F62E39C22|2.0|8604|8904|5157|Y|
2010.0|NW|LA|DFAB62F8-C0CA-71BC-1E4E-800BB81EF0C0|2.0|8603|||Y|
2010.0|NW|LE|E92ABACF-F5F9-A45A-ED90-88D327350609|2.0|8608|8908|5158|Y|
2010.0|NW|LF|CD309917-0458-7CBB-B7F0-CF8673A92645|2.0|8614|8913|5159|Y|
2010.0|NW|LI|F7662A65-04CC-861A-E1CE-B110883A3668|2.0|8613|8913|5159|Y|
2010.0|NW|LR|7198FD9C-03C3-4483-F692-A93319DF8053|2.0|8665|8965|5119|Y|
2010.0|NW|UC|DDB24035-67F0-911F-972A-5D61073F48D7|2.0|8618|8933|5133|Y|
2010.0|NW|UF|52095439-7A2E-6A52-BBA8-0294D4B51B50|2.0|8619|8933|5133|Y|
2010.0|NW|UO|B53BD41E-FF07-AA0F-65DD-B048BA06D1CF|2.0||||Y|
2010.0|SB|AM|944EEAA5-C4F8-BDAF-EDE8-81A1CA163C56|2.0|8615|||Y|
2010.0|SB|BD|F5567E46-91B8-2969-555C-68AE24B5E163|2.0|8601|8901|5112|Y|
2010.0|SB|BF|56A0AF03-A31E-F816-ACB8-A0F70D5184BA|2.0|8605|8905|5112|Y|
2010.0|SB|BI|CD3CC0A8-63E5-0037-5452-2E9C8D695F94|2.0|8629|8929|5129|Y|
2010.0|SB|BR|5503314C-E8A3-740A-76AA-6148A33DD264|2.0|8601|8907|5117|Y|
2010.0|SB|BX|D07357F3-1DAC-3657-86B8-6A551E0E59CB|2.0|8640|8945|5117|Y|
2010.0|SB|BY|DE354003-D774-82D0-C546-EFFDC27B8B4F|2.0|8641|||Y|
2010.0|SB|C1|0BD01211-AC95-5D58-0738-9D106088039B|2.0|8627|8927|5127|Y|
2010.0|SB|C2|674E5E19-CF9B-9681-E626-A9BC1D20F5EE|2.0|8628|8928|5128|Y|
2010.0|SB|CF|E7A90AA1-DB4B-92AC-538F-098C0AB955DA|2.0|8611|8910|5115|Y|
2010.0|SB|CL|0BB5367B-ECBF-F7CE-56D4-E16616CA3BF1|2.0|9603|||Y|
2010.0|SB|CM|A6300311-9A94-BA74-76F7-1156DCE9964E|2.0|8610|8910|5115|Y|
2010.0|SB|CO|30D0064F-4BCE-542B-7040-AE331A317B80|2.0||||Y|
2010.0|SB|CP|CDCF9468-5498-1646-2698-4A48EFFF84DD|2.0||||Y|
2010.0|SB|ES|0F1B58C9-FE00-D28B-04E8-505D6E2ABC63|2.0|8630|8930|5156|Y|
2010.0|SB|IF|796DC4F8-0813-ED38-4DF0-E72174D2CBE6|2.0|8604|8904|5157|Y|
2010.0|SB|LA|86859E42-58B3-A461-6588-3485BA5BF1EE|2.0|8603|||Y|
2010.0|SB|LE|C01DE2BE-1C63-8147-CDD1-DF7765BF571C|2.0|8608|8908|5158|Y|
2010.0|SB|LF|12CA6E35-76BF-1346-2D73-7B4ED5DFCADA|2.0|8614|8913|5159|Y|
2010.0|SB|LI|A3E681E2-FEC5-8901-9E35-BFD7574D2011|2.0|8613|8913|5159|Y|
2010.0|SB|LR|6F7F3E5D-DFA6-F5D7-3DF9-654B932FAEC1|2.0|8665|8965|5119|Y|
2010.0|SB|UC|2532BB71-332A-A0D1-AD8F-50E12EBB50EC|2.0|8618|8933|5133|Y|
2010.0|SB|UF|BC911565-860F-CE56-4924-D926BE7BCCDB|2.0|8619|8933|5133|Y|
2010.0|SB|UO|D77564EE-31DC-BD45-D662-7EC3C2D06679|2.0||||Y|
2010.0|SE|AM|95C466CF-1294-795A-60D0-6E0FF334C46F|2.0|8615|||Y|
2010.0|SE|BD|D7100D3C-645B-771A-26FE-E35C9AEB1723|2.0|8601|8901|5112|Y|
2010.0|SE|BF|D6B3E613-D7C6-3CBE-15EE-8571A6A85136|2.0|8605|8905|5112|Y|
2010.0|SE|BI|5A9C6311-7C6B-D966-A67C-F826F405122F|2.0|8629|8929|5129|Y|
2010.0|SE|BR|AEACDB03-2BD8-59B9-C69D-2448DA88550E|2.0|8601|8907|5117|Y|
2010.0|SE|BX|DBADB12F-D1A0-3FF1-28FD-4F389D785123|2.0|8640|8945|5117|Y|
2010.0|SE|BY|1C641D81-CC7C-2A2D-06C5-D3838675669F|2.0|8641|||Y|
2010.0|SE|C1|E7AEA50F-53D8-D6C5-99E2-CD5BB2B1B845|2.0|8627|8927|5127|Y|
2010.0|SE|C2|975468CD-B957-D3F0-2415-49772D00C456|2.0|8628|8928|5128|Y|
2010.0|SE|CF|FF1118C0-DE27-E017-E8AD-1DCFD6F4D3F2|2.0|8611|8910|5115|Y|
2010.0|SE|CL|E434188D-138B-7655-9AA3-B7EB1DE5FB87|2.0|9603|||Y|
2010.0|SE|CM|09C511E0-31C6-F219-1618-EDD89827885D|2.0|8610|8910|5115|Y|
2010.0|SE|CO|4D16EC82-A95E-C3CE-67A1-AFE4FB29CE17|2.0||||Y|
2010.0|SE|CP|6F8FDE21-B571-5ECB-F6D2-95C5A20F578B|2.0||||Y|
2010.0|SE|ES|64315DCA-4B8C-4D2F-3A37-7FC6F8BD12F4|2.0|8630|8930|5156|Y|
2010.0|SE|IF|E6926058-836E-D1EA-5476-BF68F9E8FEC5|2.0|8604|8904|5157|Y|
2010.0|SE|LA|BD796E2F-5F93-AEFC-E579-45B0CB23DFEC|2.0|8603|||Y|
2010.0|SE|LE|E323920A-CFF3-8B62-E113-CAC81F4CCF79|2.0|8608|8908|5158|Y|
2010.0|SE|LF|2B78D9C1-274C-D715-98C5-0E60077DFE95|2.0|8614|8913|5159|Y|
2010.0|SE|LI|A46E4956-B622-FBF0-06AD-B694BD0111FF|2.0|8613|8913|5159|Y|
2010.0|SE|LR|DE0CE23D-EC30-824E-DD62-D961EC4EFAED|2.0|8665|8965|5119|Y|
2010.0|SE|UC|7F818998-94C9-E805-D36F-6EAC3ED96733|2.0|8618|8933|5133|Y|
2010.0|SE|UF|8006A8FF-34C3-4F44-02BA-90DEBA171E80|2.0|8619|8933|5133|Y|
2010.0|SE|UO|5CF801D0-A587-81EA-615B-1CF97E52B544|2.0||||Y|
2010.0|UA|AM|6FAE3B3D-E17C-9CF9-9C68-E43D6DCFF8C3|2.0|8615|||Y|
2010.0|UA|BD|7AE62E5D-AD3E-D839-043D-AEC1061AF182|2.0|8601|8901|5112|Y|
2010.0|UA|BF|90C3B68B-D85C-0C2B-16F0-2AF2E3BCF207|2.0|8605|8905|5112|Y|
2010.0|UA|BI|06223AAE-8831-C76F-4E5B-F9C370271179|2.0|8629|8929|5129|Y|
2010.0|UA|BR|A2972DB1-CBB6-09CD-4564-D59BEE5C6953|2.0|8601|8907|5117|Y|
2010.0|UA|BY|1F24C09B-133B-DDC7-324D-1CE289F773BE|2.0|8641|||Y|
2010.0|UA|C1|557F0335-13B4-DE47-8776-6F7950D4EEE6|2.0|8627|8927|5127|Y|
2010.0|UA|C2|B94996B6-A338-9EA1-5EA1-BC410D470410|2.0|8628|8928|5128|Y|
2010.0|UA|CF|898487F5-FDD9-28FD-CC48-4726129D1C73|2.0|8611|8910|5115|Y|
2010.0|UA|CL|CF849E03-6CC9-1BB9-CF10-6C160C687708|2.0|9603|||Y|
2010.0|UA|CM|FEC1D4C4-BA0F-00A6-49CA-2F9BEA1A30B5|2.0|8610|8910|5115|Y|
2010.0|UA|CO|250F3409-03D5-3321-17B7-29DD14738132|2.0||||Y|
2010.0|UA|CP|5ABC3B63-E7B6-8EAF-3D97-457391C1BC5F|2.0||||Y|
