entity_nm_id|obj_id|ver_nbr|entity_id|nm_typ_cd|first_nm|middle_nm|last_nm|suffix_nm|prefix_nm|dflt_ind|actv_ind|last_updt_dt|title_nm|note_msg|nm_chng_dt|
KFS2743|KFS2743|1.0|KFS2743|PRFR|ESTEBAN|I|AHLERS|||Y|Y|20121207233018||||
KFS2744|KFS2744|1.0|KFS2744|PRFR|GENARO|V|GOUGE|||Y|Y|20121207233018||||
KFS2745|KFS2745|1.0|KFS2745|PRFR|KRISTEN|Z|WESTERN|||Y|Y|20121207233018||||
KFS2746|KFS2746|1.0|KFS2746|PRFR|JONAH|T|BROCKWAY|||Y|Y|20121207233018||||
KFS2747|KFS2747|1.0|KFS2747|PRFR|LUPE|W|CANTU|||Y|Y|20121207233018||||
KFS2748|KFS2748|1.0|KFS2748|PRFR|IVA|J|HEDDEN|||Y|Y|20121207233018||||
KFS2749|KFS2749|1.0|KFS2749|PRFR|IVY|Z|HILLYER|||Y|Y|20121207233018||||
KFS2750|KFS2750|1.0|KFS2750|PRFR|JANNA|E|RICHARDS|||Y|Y|20121207233018||||
KFS2751|KFS2751|1.0|KFS2751|PRFR|TOMAS|Z|WESTCOTT|||Y|Y|20121207233018||||
KFS2752|KFS2752|1.0|KFS2752|PRFR|MONA|I|BARANOWSKI|||Y|Y|20121207233018||||
KFS2753|KFS2753|1.0|KFS2753|PRFR|BRIDGET|A|BERKLEY|||Y|Y|20121207233018||||
KFS2754|KFS2754|1.0|KFS2754|PRFR|MICKEY|S|MARIANO|||Y|Y|20121207233018||||
KFS2755|KFS2755|1.0|KFS2755|PRFR|DEBORA|Z|MARRUFO|||Y|Y|20121207233018||||
KFS2756|KFS2756|1.0|KFS2756|PRFR|MONA|T|MANCINI|||Y|Y|20121207233018||||
KFS2757|KFS2757|1.0|KFS2757|PRFR|GERALD|U|SHERRILL|||Y|Y|20121207233018||||
KFS2758|KFS2758|1.0|KFS2758|PRFR|EFREN|S|SIBLEY|||Y|Y|20121207233018||||
KFS2759|KFS2759|1.0|KFS2759|PRFR|LADONNA|N|BOYKIN|||Y|Y|20121207233018||||
KFS2760|KFS2760|1.0|KFS2760|PRFR|VIRGIE|M|DURDEN|||Y|Y|20121207233018||||
KFS2761|KFS2761|1.0|KFS2761|PRFR|JOEL|G|TONER|||Y|Y|20121207233018||||
KFS2762|KFS2762|1.0|KFS2762|PRFR|SONNY|C|CLINKSCALES|||Y|Y|20121207233018||||
KFS2763|KFS2763|1.0|KFS2763|PRFR|LOIS|Z|SEVERSON|||Y|Y|20121207233018||||
KFS2764|KFS2764|1.0|KFS2764|PRFR|BELINDA|R|HADFIELD|||Y|Y|20121207233018||||
KFS2765|KFS2765|1.0|KFS2765|PRFR|DOYLE|W|ALSTON|||Y|Y|20121207233018||||
KFS2766|KFS2766|1.0|KFS2766|PRFR|ANTONE|S|CARTER|||Y|Y|20121207233018||||
KFS2767|KFS2767|1.0|KFS2767|PRFR|ISABEL|T|MIXON|||Y|Y|20121207233018||||
KFS2768|KFS2768|1.0|KFS2768|PRFR|KRISTIE|K|YOUNGS|||Y|Y|20121207233018||||
KFS2769|KFS2769|1.0|KFS2769|PRFR|ESTER|G|REYNOSO|||Y|Y|20121207233018||||
KFS2770|KFS2770|1.0|KFS2770|PRFR|NATHAN|L|MCKAMEY|||Y|Y|20121207233018||||
KFS2771|KFS2771|1.0|KFS2771|PRFR|LES|Y|HAYNIE|||Y|Y|20121207233018||||
KFS2772|KFS2772|1.0|KFS2772|PRFR|VERNA|Q|STROUD|||Y|Y|20121207233018||||
KFS2773|KFS2773|1.0|KFS2773|PRFR|MARQUIS|O|MCBEE|||Y|Y|20121207233018||||
KFS2774|KFS2774|1.0|KFS2774|PRFR|NEAL|K|APPLETON|||Y|Y|20121207233018||||
KFS2775|KFS2775|1.0|KFS2775|PRFR|STUART|S|SALES|||Y|Y|20121207233018||||
KFS2776|KFS2776|1.0|KFS2776|PRFR|GREGG|O|POOLE|||Y|Y|20121207233018||||
KFS2777|KFS2777|1.0|KFS2777|PRFR|KITTY|Q|JACINTO|||Y|Y|20121207233018||||
KFS2778|KFS2778|1.0|KFS2778|PRFR|TRACIE|X|GUARINO|||Y|Y|20121207233018||||
KFS2779|KFS2779|1.0|KFS2779|PRFR|EMILE|L|GRAFF|||Y|Y|20121207233018||||
KFS2780|KFS2780|1.0|KFS2780|PRFR|HAROLD|F|FINCHER|||Y|Y|20121207233018||||
KFS2781|KFS2781|1.0|KFS2781|PRFR|JEFFRY|F|VELASQUEZ|||Y|Y|20121207233018||||
KFS2782|KFS2782|1.0|KFS2782|PRFR|RENE|K|RUMSEY|||Y|Y|20121207233018||||
KFS2783|KFS2783|1.0|KFS2783|PRFR|DALE|A|BAER|||Y|Y|20121207233018||||
KFS2784|KFS2784|1.0|KFS2784|PRFR|KATE|P|COSBY|||Y|Y|20121207233018||||
KFS2785|KFS2785|1.0|KFS2785|PRFR|JUDITH|J|STITT|||Y|Y|20121207233018||||
KFS2786|KFS2786|1.0|KFS2786|PRFR|DOMINIQUE|H|WILMOT|||Y|Y|20121207233018||||
KFS2787|KFS2787|1.0|KFS2787|PRFR|DESMOND|R|TOWNER|||Y|Y|20121207233018||||
KFS2788|KFS2788|1.0|KFS2788|PRFR|LINDSEY|X|SAVINO|||Y|Y|20121207233018||||
KFS2789|KFS2789|1.0|KFS2789|PRFR|CHARITY|J|SISCO|||Y|Y|20121207233018||||
KFS2790|KFS2790|1.0|KFS2790|PRFR|WILLIE|T|PARKE|||Y|Y|20121207233018||||
KFS2791|KFS2791|1.0|KFS2791|PRFR|SHEILA|F|CASE|||Y|Y|20121207233018||||
KFS2792|KFS2792|1.0|KFS2792|PRFR|DARWIN|X|WOOD|||Y|Y|20121207233018||||
KFS2793|KFS2793|1.0|KFS2793|PRFR|ELVA|J|LOFTIN|||Y|Y|20121207233018||||
KFS2794|KFS2794|1.0|KFS2794|PRFR|JAMAAL|P|BURRESS|||Y|Y|20121207233018||||
KFS2795|KFS2795|1.0|KFS2795|PRFR|TEDDY|L|BYRON|||Y|Y|20121207233018||||
KFS2796|KFS2796|1.0|KFS2796|PRFR|KENDALL|K|ROSE|||Y|Y|20121207233018||||
KFS2797|KFS2797|1.0|KFS2797|PRFR|MARTIN|C|HAGOOD|||Y|Y|20121207233018||||
KFS2798|KFS2798|1.0|KFS2798|PRFR|CORINNE|T|CAMPO|||Y|Y|20121207233018||||
KFS2799|KFS2799|1.0|KFS2799|PRFR|DION|G|RINGER|||Y|Y|20121207233018||||
KFS2800|KFS2800|1.0|KFS2800|PRFR|LEO|E|STURGILL|||Y|Y|20121207233018||||
KFS2801|KFS2801|1.0|KFS2801|PRFR|JUNIOR|Q|LAUER|||Y|Y|20121207233018||||
KFS2802|KFS2802|1.0|KFS2802|PRFR|ANGEL|X|WITTER|||Y|Y|20121207233018||||
KFS2803|KFS2803|1.0|KFS2803|PRFR|MELANIE|Z|TEDESCO|||Y|Y|20121207233018||||
KFS2804|KFS2804|1.0|KFS2804|PRFR|KATHRINE|E|KNOWLES|||Y|Y|20121207233018||||
KFS2805|KFS2805|1.0|KFS2805|PRFR|CASSIE|Y|MAGILL|||Y|Y|20121207233018||||
KFS2806|KFS2806|1.0|KFS2806|PRFR|THELMA|X|BUMGARNER|||Y|Y|20121207233018||||
KFS2807|KFS2807|1.0|KFS2807|PRFR|MAE|U|DAY|||Y|Y|20121207233018||||
KFS2808|KFS2808|1.0|KFS2808|PRFR|ELNORA|P|FARMER|||Y|Y|20121207233018||||
KFS2809|KFS2809|1.0|KFS2809|PRFR|STACI|S|STIDHAM|||Y|Y|20121207233018||||
KFS2810|KFS2810|1.0|KFS2810|PRFR|OWEN|M|VEGA|||Y|Y|20121207233018||||
KFS2811|KFS2811|1.0|KFS2811|PRFR|PHIL|Y|BLADES|||Y|Y|20121207233018||||
KFS2812|KFS2812|1.0|KFS2812|PRFR|SANDY|F|BROTHERTON|||Y|Y|20121207233018||||
KFS2813|KFS2813|1.0|KFS2813|PRFR|BROOKE|M|LANG|||Y|Y|20121207233018||||
KFS2814|KFS2814|1.0|KFS2814|PRFR|CHRISTA|E|FERRARO|||Y|Y|20121207233018||||
KFS2815|KFS2815|1.0|KFS2815|PRFR|WALLACE|C|ADAMSKI|||Y|Y|20121207233018||||
KFS2816|KFS2816|1.0|KFS2816|PRFR|HALLIE|A|BYNUM|||Y|Y|20121207233018||||
KFS2817|KFS2817|1.0|KFS2817|PRFR|TERRENCE|G|WATSON|||Y|Y|20121207233018||||
KFS2818|KFS2818|1.0|KFS2818|PRFR|DELMAR|M|FLOWERS|||Y|Y|20121207233018||||
KFS2819|KFS2819|1.0|KFS2819|PRFR|JACQUELINE|Z|TIPTON|||Y|Y|20121207233018||||
KFS2820|KFS2820|1.0|KFS2820|PRFR|SHAUNA|M|MOFFATT|||Y|Y|20121207233018||||
KFS2821|KFS2821|1.0|KFS2821|PRFR|GUS|M|SWITZER|||Y|Y|20121207233018||||
KFS2822|KFS2822|1.0|KFS2822|PRFR|LINWOOD|K|MULKEY|||Y|Y|20121207233018||||
KFS2823|KFS2823|1.0|KFS2823|PRFR|JOSEFA|W|CHURCH|||Y|Y|20121207233018||||
KFS2824|KFS2824|1.0|KFS2824|PRFR|SHAWN|B|MOORMAN|||Y|Y|20121207233018||||
KFS2825|KFS2825|1.0|KFS2825|PRFR|JULIAN|I|MOSER|||Y|Y|20121207233018||||
KFS2826|KFS2826|1.0|KFS2826|PRFR|MYRON|F|CHANG|||Y|Y|20121207233018||||
KFS2827|KFS2827|1.0|KFS2827|PRFR|JOHNIE|S|STEPHEN|||Y|Y|20121207233018||||
KFS2828|KFS2828|1.0|KFS2828|PRFR|BOB|R|SPARKS|||Y|Y|20121207233018||||
KFS2829|KFS2829|1.0|KFS2829|PRFR|ANDERSON|D|BURWELL|||Y|Y|20121207233018||||
KFS2830|KFS2830|1.0|KFS2830|PRFR|DELIA|E|MOTLEY|||Y|Y|20121207233018||||
KFS2831|KFS2831|1.0|KFS2831|PRFR|WILEY|T|LEAK|||Y|Y|20121207233018||||
KFS2832|KFS2832|1.0|KFS2832|PRFR|TAD|T|HATCHETT|||Y|Y|20121207233018||||
KFS2833|KFS2833|1.0|KFS2833|PRFR|WHITNEY|G|CARO|||Y|Y|20121207233018||||
KFS2834|KFS2834|1.0|KFS2834|PRFR|JACKIE|M|LACHANCE|||Y|Y|20121207233018||||
KFS2835|KFS2835|1.0|KFS2835|PRFR|PATTI|V|POTTER|||Y|Y|20121207233018||||
KFS2836|KFS2836|1.0|KFS2836|PRFR|GEOFFREY|R|ALLEY|||Y|Y|20121207233018||||
KFS2837|KFS2837|1.0|KFS2837|PRFR|ELBERT|D|RUBIO|||Y|Y|20121207233018||||
KFS2838|KFS2838|1.0|KFS2838|PRFR|KERI|P|TOWNER|||Y|Y|20121207233018||||
KFS2839|KFS2839|1.0|KFS2839|PRFR|RANDALL|O|KOWALCZYK|||Y|Y|20121207233018||||
KFS2840|KFS2840|1.0|KFS2840|PRFR|KARLA|R|EGBERT|||Y|Y|20121207233018||||
KFS2841|KFS2841|1.0|KFS2841|PRFR|NESTOR|Z|MCGUIRE|||Y|Y|20121207233018||||
KFS2842|KFS2842|1.0|KFS2842|PRFR|KENDRA|Z|PRIDEMORE|||Y|Y|20121207233018||||
KFS2843|KFS2843|1.0|KFS2843|PRFR|VINCE|J|LAROCHELLE|||Y|Y|20121207233018||||
KFS2844|KFS2844|1.0|KFS2844|PRFR|BORIS|E|HONEYCUTT|||Y|Y|20121207233018||||
KFS2845|KFS2845|1.0|KFS2845|PRFR|KATHRINE|F|QUARLES|||Y|Y|20121207233018||||
KFS2846|KFS2846|1.0|KFS2846|PRFR|JENNY|J|SEAVEY|||Y|Y|20121207233018||||
KFS2847|KFS2847|1.0|KFS2847|PRFR|ERNEST|Z|GORTON|||Y|Y|20121207233018||||
KFS2848|KFS2848|1.0|KFS2848|PRFR|DEVON|L|CARL|||Y|Y|20121207233018||||
KFS2849|KFS2849|1.0|KFS2849|PRFR|ANTONIO|F|KUNKEL|||Y|Y|20121207233018||||
KFS2850|KFS2850|1.0|KFS2850|PRFR|SAUNDRA|H|DOBSON|||Y|Y|20121207233018||||
KFS2851|KFS2851|1.0|KFS2851|PRFR|MARGIE|Y|SHACKLEFORD|||Y|Y|20121207233018||||
KFS2852|KFS2852|1.0|KFS2852|PRFR|ADELE|D|BOLDING|||Y|Y|20121207233018||||
KFS2853|KFS2853|1.0|KFS2853|PRFR|GWEN|Z|MCVEY|||Y|Y|20121207233018||||
KFS2854|KFS2854|1.0|KFS2854|PRFR|MABLE|V|SERRA|||Y|Y|20121207233018||||
KFS2855|KFS2855|1.0|KFS2855|PRFR|LEA|K|SWOPE|||Y|Y|20121207233018||||
KFS2856|KFS2856|1.0|KFS2856|PRFR|RENE|Z|ALVIS|||Y|Y|20121207233018||||
KFS2857|KFS2857|1.0|KFS2857|PRFR|ARTHUR|F|WASSERMAN|||Y|Y|20121207233018||||
KFS2858|KFS2858|1.0|KFS2858|PRFR|QUINCY|Y|PENCE|||Y|Y|20121207233018||||
KFS2859|KFS2859|1.0|KFS2859|PRFR|DARIO|S|SAUNDERS|||Y|Y|20121207233018||||
KFS2860|KFS2860|1.0|KFS2860|PRFR|WILLIAMS|J|WITTE|||Y|Y|20121207233018||||
KFS2861|KFS2861|1.0|KFS2861|PRFR|QUENTIN|N|FEATHERSTON|||Y|Y|20121207233018||||
KFS2862|KFS2862|1.0|KFS2862|PRFR|TORY|M|SWEITZER|||Y|Y|20121207233018||||
KFS2863|KFS2863|1.0|KFS2863|PRFR|CARMINE|O|MOUNTS|||Y|Y|20121207233018||||
KFS2864|KFS2864|1.0|KFS2864|PRFR|DALLAS|V|LOVING|||Y|Y|20121207233018||||
KFS2865|KFS2865|1.0|KFS2865|PRFR|BOOKER|H|RENSHAW|||Y|Y|20121207233018||||
KFS2866|KFS2866|1.0|KFS2866|PRFR|STACI|F|DORAN|||Y|Y|20121207233018||||
KFS2867|KFS2867|1.0|KFS2867|PRFR|HARRIETT|Z|EAGLE|||Y|Y|20121207233018||||
KFS2868|KFS2868|1.0|KFS2868|PRFR|LOUELLA|M|SOUTH|||Y|Y|20121207233018||||
KFS2869|KFS2869|1.0|KFS2869|PRFR|GAY|U|ENDICOTT|||Y|Y|20121207233018||||
KFS2870|KFS2870|1.0|KFS2870|PRFR|LAURA|R|BASSO|||Y|Y|20121207233018||||
KFS2871|KFS2871|1.0|KFS2871|PRFR|MICHAEL|Z|AYOTTE|||Y|Y|20121207233018||||
KFS2872|KFS2872|1.0|KFS2872|PRFR|ELLIS|G|FAUST|||Y|Y|20121207233018||||
KFS2873|KFS2873|1.0|KFS2873|PRFR|ELLA|R|DRYE|||Y|Y|20121207233018||||
KFS2874|KFS2874|1.0|KFS2874|PRFR|ELLIS|J|CONWELL|||Y|Y|20121207233018||||
KFS2875|KFS2875|1.0|KFS2875|PRFR|NICHOLAS|S|BUTT|||Y|Y|20121207233018||||
KFS2876|KFS2876|1.0|KFS2876|PRFR|JEFFERSON|D|WESTON|||Y|Y|20121207233018||||
KFS2877|KFS2877|1.0|KFS2877|PRFR|PAULINE|L|DELOZIER|||Y|Y|20121207233018||||
KFS2878|KFS2878|1.0|KFS2878|PRFR|MALCOLM|L|BROCHU|||Y|Y|20121207233018||||
KFS2879|KFS2879|1.0|KFS2879|PRFR|DORIS|I|SKEEN|||Y|Y|20121207233018||||
KFS2880|KFS2880|1.0|KFS2880|PRFR|OLEN|O|DAVILA|||Y|Y|20121207233018||||
KFS2881|KFS2881|1.0|KFS2881|PRFR|SUSANA|N|FRAZIER|||Y|Y|20121207233018||||
KFS2882|KFS2882|1.0|KFS2882|PRFR|SHERRY|V|FIFE|||Y|Y|20121207233018||||
KFS2883|KFS2883|1.0|KFS2883|PRFR|ALEJANDRA|E|PICKARD|||Y|Y|20121207233018||||
KFS2884|KFS2884|1.0|KFS2884|PRFR|LETHA|V|PLEMMONS|||Y|Y|20121207233018||||
KFS2885|KFS2885|1.0|KFS2885|PRFR|KRISTIN|U|PHILIPS|||Y|Y|20121207233018||||
KFS2886|KFS2886|1.0|KFS2886|PRFR|SHELBY|J|SHAUGHNESSY|||Y|Y|20121207233018||||
KFS2887|KFS2887|1.0|KFS2887|PRFR|RUDOLPH|D|PLATT|||Y|Y|20121207233018||||
KFS2888|KFS2888|1.0|KFS2888|PRFR|DANE|D|WARRINGTON|||Y|Y|20121207233018||||
KFS2889|KFS2889|1.0|KFS2889|PRFR|JARED|N|TEASLEY|||Y|Y|20121207233018||||
KFS2890|KFS2890|1.0|KFS2890|PRFR|KURTIS|W|STATEN|||Y|Y|20121207233018||||
KFS2891|KFS2891|1.0|KFS2891|PRFR|YOUNG|Q|MICHAELSON|||Y|Y|20121207233018||||
KFS2892|KFS2892|1.0|KFS2892|PRFR|BRIAN|T|SKILES|||Y|Y|20121207233018||||
KFS2893|KFS2893|1.0|KFS2893|PRFR|HERSCHEL|N|VALENTE|||Y|Y|20121207233018||||
KFS2894|KFS2894|1.0|KFS2894|PRFR|MYRNA|X|WHYTE|||Y|Y|20121207233018||||
KFS2895|KFS2895|1.0|KFS2895|PRFR|EVE|Q|BERGLUND|||Y|Y|20121207233018||||
KFS2896|KFS2896|1.0|KFS2896|PRFR|KRISTI|Q|EASTERLING|||Y|Y|20121207233018||||
KFS2897|KFS2897|1.0|KFS2897|PRFR|RHEA|W|PORTERFIELD|||Y|Y|20121207233018||||
KFS2898|KFS2898|1.0|KFS2898|PRFR|TEDDY|I|SAAVEDRA|||Y|Y|20121207233018||||
KFS2899|KFS2899|1.0|KFS2899|PRFR|ZACHARY|Y|STANFILL|||Y|Y|20121207233018||||
KFS2900|KFS2900|1.0|KFS2900|PRFR|PATRICE|N|SEIBEL|||Y|Y|20121207233018||||
KFS2901|KFS2901|1.0|KFS2901|PRFR|ANGELITA|T|NIGHTINGALE|||Y|Y|20121207233018||||
KFS2902|KFS2902|1.0|KFS2902|PRFR|GINGER|I|HATTEN|||Y|Y|20121207233018||||
KFS2903|KFS2903|1.0|KFS2903|PRFR|TRUMAN|G|ALDERSON|||Y|Y|20121207233018||||
KFS2904|KFS2904|1.0|KFS2904|PRFR|JOSEFA|N|KITE|||Y|Y|20121207233018||||
KFS2905|KFS2905|1.0|KFS2905|PRFR|ALTA|E|BEAL|||Y|Y|20121207233018||||
KFS2906|KFS2906|1.0|KFS2906|PRFR|WILLIAMS|P|CORBITT|||Y|Y|20121207233018||||
KFS2907|KFS2907|1.0|KFS2907|PRFR|ART|B|CROWE|||Y|Y|20121207233018||||
KFS2908|KFS2908|1.0|KFS2908|PRFR|DEWITT|I|VARELA|||Y|Y|20121207233018||||
KFS2909|KFS2909|1.0|KFS2909|PRFR|NORBERT|F|OLINGER|||Y|Y|20121207233018||||
KFS2910|KFS2910|1.0|KFS2910|PRFR|DARWIN|U|THRIFT|||Y|Y|20121207233018||||
KFS2911|KFS2911|1.0|KFS2911|PRFR|FLORINE|D|STRICKER|||Y|Y|20121207233018||||
KFS2912|KFS2912|1.0|KFS2912|PRFR|AIDA|U|DIXON|||Y|Y|20121207233018||||
KFS2913|KFS2913|1.0|KFS2913|PRFR|JAMAAL|O|JUDE|||Y|Y|20121207233018||||
KFS2914|KFS2914|1.0|KFS2914|PRFR|LOWELL|B|PEDERSON|||Y|Y|20121207233018||||
KFS2915|KFS2915|1.0|KFS2915|PRFR|DEVIN|Z|SHERWIN|||Y|Y|20121207233018||||
KFS2916|KFS2916|1.0|KFS2916|PRFR|MICHAEL|L|CAHILL|||Y|Y|20121207233018||||
KFS2917|KFS2917|1.0|KFS2917|PRFR|ROCCO|C|WHITTED|||Y|Y|20121207233018||||
KFS2918|KFS2918|1.0|KFS2918|PRFR|GILBERTO|P|FABRIZIO|||Y|Y|20121207233018||||
KFS2919|KFS2919|1.0|KFS2919|PRFR|LILY|M|GUY|||Y|Y|20121207233018||||
KFS2920|KFS2920|1.0|KFS2920|PRFR|IAN|C|PAGEL|||Y|Y|20121207233018||||
KFS2921|KFS2921|1.0|KFS2921|PRFR|LEONEL|X|MELLON|||Y|Y|20121207233018||||
KFS2922|KFS2922|1.0|KFS2922|PRFR|LUPE|Q|HAWORTH|||Y|Y|20121207233018||||
KFS2923|KFS2923|1.0|KFS2923|PRFR|SANG|H|OWINGS|||Y|Y|20121207233018||||
KFS2924|KFS2924|1.0|KFS2924|PRFR|LORRAINE|I|BOWDEN|||Y|Y|20121207233018||||
KFS2925|KFS2925|1.0|KFS2925|PRFR|JAMES|F|FAUST|||Y|Y|20121207233018||||
KFS2926|KFS2926|1.0|KFS2926|PRFR|THAD|A|PEELE|||Y|Y|20121207233018||||
KFS2927|KFS2927|1.0|KFS2927|PRFR|COLEEN|P|SILVERSTEIN|||Y|Y|20121207233018||||
KFS2928|KFS2928|1.0|KFS2928|PRFR|RENE|M|KEPHART|||Y|Y|20121207233018||||
KFS2929|KFS2929|1.0|KFS2929|PRFR|BLAIR|F|SUMMER|||Y|Y|20121207233018||||
KFS2930|KFS2930|1.0|KFS2930|PRFR|AMOS|V|NOYES|||Y|Y|20121207233018||||
KFS2931|KFS2931|1.0|KFS2931|PRFR|KARIN|U|LOERA|||Y|Y|20121207233018||||
KFS2932|KFS2932|1.0|KFS2932|PRFR|GLORIA|F|BELLAMY|||Y|Y|20121207233018||||
KFS2933|KFS2933|1.0|KFS2933|PRFR|ANGEL|X|DENT|||Y|Y|20121207233018||||
KFS2934|KFS2934|1.0|KFS2934|PRFR|MARITZA|D|BOTELLO|||Y|Y|20121207233018||||
KFS2935|KFS2935|1.0|KFS2935|PRFR|EMILY|C|HODGES|||Y|Y|20121207233018||||
KFS2936|KFS2936|1.0|KFS2936|PRFR|REID|E|MANGAN|||Y|Y|20121207233018||||
KFS2937|KFS2937|1.0|KFS2937|PRFR|ISSAC|D|KITE|||Y|Y|20121207233018||||
KFS2938|KFS2938|1.0|KFS2938|PRFR|JOSIAH|O|HOLTER|||Y|Y|20121207233018||||
KFS2939|KFS2939|1.0|KFS2939|PRFR|MARK|Q|WAINWRIGHT|||Y|Y|20121207233018||||
KFS2940|KFS2940|1.0|KFS2940|PRFR|QUINTON|R|PICKEL|||Y|Y|20121207233018||||
KFS2941|KFS2941|1.0|KFS2941|PRFR|SHAUNA|X|CLOWER|||Y|Y|20121207233018||||
KFS2942|KFS2942|1.0|KFS2942|PRFR|FANNY|I|LOMAX|||Y|Y|20121207233018||||
KFS2943|KFS2943|1.0|KFS2943|PRFR|ALONZO|E|BARRINGER|||Y|Y|20121207233018||||
KFS2944|KFS2944|1.0|KFS2944|PRFR|BRIGITTE|K|EVERHART|||Y|Y|20121207233018||||
KFS2945|KFS2945|1.0|KFS2945|PRFR|FRITZ|B|NUNES|||Y|Y|20121207233018||||
KFS2946|KFS2946|1.0|KFS2946|PRFR|BUFORD|I|MODICA|||Y|Y|20121207233018||||
KFS2947|KFS2947|1.0|KFS2947|PRFR|ABDUL|A|FARTHING|||Y|Y|20121207233018||||
KFS2948|KFS2948|1.0|KFS2948|PRFR|BRENT|G|KORTE|||Y|Y|20121207233018||||
KFS2949|KFS2949|1.0|KFS2949|PRFR|CALLIE|W|WAGONER|||Y|Y|20121207233018||||
KFS2950|KFS2950|1.0|KFS2950|PRFR|SETH|S|PURDY|||Y|Y|20121207233018||||
KFS2951|KFS2951|1.0|KFS2951|PRFR|CHASE|L|GROSSMAN|||Y|Y|20121207233018||||
KFS2952|KFS2952|1.0|KFS2952|PRFR|ALDEN|O|NOCK|||Y|Y|20121207233018||||
KFS2953|KFS2953|1.0|KFS2953|PRFR|JAIME|Q|BROCKINGTON|||Y|Y|20121207233018||||
KFS2954|KFS2954|1.0|KFS2954|PRFR|ROBT|I|STILTNER|||Y|Y|20121207233018||||
KFS2955|KFS2955|1.0|KFS2955|PRFR|PAIGE|S|COPENHAVER|||Y|Y|20121207233018||||
KFS2956|KFS2956|1.0|KFS2956|PRFR|ADDIE|B|PARE|||Y|Y|20121207233018||||
KFS2957|KFS2957|1.0|KFS2957|PRFR|VINCE|M|WHITING|||Y|Y|20121207233018||||
KFS2958|KFS2958|1.0|KFS2958|PRFR|DERICK|V|COBB|||Y|Y|20121207233018||||
KFS2959|KFS2959|1.0|KFS2959|PRFR|NEWTON|V|VILLASENOR|||Y|Y|20121207233018||||
KFS2960|KFS2960|1.0|KFS2960|PRFR|JEWEL|T|GRAZIANO|||Y|Y|20121207233018||||
KFS2961|KFS2961|1.0|KFS2961|PRFR|KENNY|O|FULBRIGHT|||Y|Y|20121207233018||||
KFS2962|KFS2962|1.0|KFS2962|PRFR|PAULETTE|D|THIGPEN|||Y|Y|20121207233018||||
KFS2963|KFS2963|1.0|KFS2963|PRFR|DIANA|A|TOMLINSON|||Y|Y|20121207233018||||
KFS2964|KFS2964|1.0|KFS2964|PRFR|VIOLET|A|GASKINS|||Y|Y|20121207233018||||
KFS2965|KFS2965|1.0|KFS2965|PRFR|JEAN|C|KITCHENS|||Y|Y|20121207233018||||
KFS2966|KFS2966|1.0|KFS2966|PRFR|AGNES|Q|BURDETTE|||Y|Y|20121207233018||||
KFS2967|KFS2967|1.0|KFS2967|PRFR|ERICKA|O|DUBOSE|||Y|Y|20121207233018||||
KFS2968|KFS2968|1.0|KFS2968|PRFR|MELBA|W|WAMPLER|||Y|Y|20121207233018||||
KFS2969|KFS2969|1.0|KFS2969|PRFR|HOLLY|S|NUSSBAUM|||Y|Y|20121207233018||||
KFS2970|KFS2970|1.0|KFS2970|PRFR|ELBA|C|HOUSE|||Y|Y|20121207233018||||
KFS2971|KFS2971|1.0|KFS2971|PRFR|BURTON|J|HOLLIFIELD|||Y|Y|20121207233018||||
KFS2972|KFS2972|1.0|KFS2972|PRFR|MARGARITA|A|BARRY|||Y|Y|20121207233018||||
KFS2973|KFS2973|1.0|KFS2973|PRFR|JAYNE|F|DIEHL|||Y|Y|20121207233018||||
KFS2974|KFS2974|1.0|KFS2974|PRFR|STEFAN|P|THORNE|||Y|Y|20121207233018||||
KFS2975|KFS2975|1.0|KFS2975|PRFR|JULIO|Q|LOWE|||Y|Y|20121207233018||||
KFS2976|KFS2976|1.0|KFS2976|PRFR|BRIDGETT|S|RAMER|||Y|Y|20121207233018||||
KFS2977|KFS2977|1.0|KFS2977|PRFR|SAMUEL|U|TOY|||Y|Y|20121207233018||||
KFS2978|KFS2978|1.0|KFS2978|PRFR|DARREL|L|MCGEHEE|||Y|Y|20121207233018||||
KFS2979|KFS2979|1.0|KFS2979|PRFR|JENNIE|Q|LIVINGSTON|||Y|Y|20121207233018||||
KFS2980|KFS2980|1.0|KFS2980|PRFR|HERSCHEL|J|BERGER|||Y|Y|20121207233018||||
KFS2981|KFS2981|1.0|KFS2981|PRFR|JAMAR|R|HAYASHI|||Y|Y|20121207233018||||
KFS2982|KFS2982|1.0|KFS2982|PRFR|ESTELLA|I|PEIFFER|||Y|Y|20121207233018||||
KFS2983|KFS2983|1.0|KFS2983|PRFR|MARICELA|E|GANN|||Y|Y|20121207233018||||
KFS2984|KFS2984|1.0|KFS2984|PRFR|CAROL|E|GOEBEL|||Y|Y|20121207233018||||
KFS2985|KFS2985|1.0|KFS2985|PRFR|TRACIE|E|BURKES|||Y|Y|20121207233018||||
KFS2986|KFS2986|1.0|KFS2986|PRFR|MARICELA|Y|NAUMANN|||Y|Y|20121207233018||||
KFS2987|KFS2987|1.0|KFS2987|PRFR|KERRI|I|SALGADO|||Y|Y|20121207233018||||
KFS2988|KFS2988|1.0|KFS2988|PRFR|GUSTAVO|V|HUYNH|||Y|Y|20121207233018||||
KFS2989|KFS2989|1.0|KFS2989|PRFR|DUSTY|T|WENDELL|||Y|Y|20121207233018||||
